GEOID,HH,POP,HH_Occ,GQ_Inst,GQ_Non,GP
410499701013117,6,17,6,0,0,17
410499701013118,1,4,0,0,0,4
410499701013119,0,0,0,0,0,0
410499701013120,31,24,19,0,0,24
410499701013122,0,0,0,0,0,0
410499701013124,0,0,0,0,0,0
410499701013125,0,0,0,0,0,0
410499701013127,0,0,0,0,0,0
410499701013128,0,0,0,0,0,0
410499701013130,0,0,0,0,0,0
410499701013131,6,13,6,0,0,13
410459709002480,3,3,3,0,0,3
410459709002482,0,0,0,0,0,0
410459709002483,0,0,0,0,0,0
410459709002485,0,0,0,0,0,0
410459709002486,0,0,0,0,0,0
410470013002029,12,33,6,0,0,33
410470013002030,12,19,12,0,0,19
410470013002032,7,15,7,0,0,15
410470013002033,7,19,4,0,0,19
410470013002034,10,23,10,0,0,23
410470013002036,11,29,11,0,0,29
410470013002037,16,38,16,0,0,38
410470013002039,7,12,7,0,0,12
410470013002040,7,10,7,0,0,10
410470013002042,6,13,6,0,0,13
410470013002043,6,18,6,0,0,18
410470013002045,6,23,4,0,0,23
410510036032006,22,48,22,0,0,48
410510036032007,22,53,22,0,0,53
410510036032008,25,46,25,0,0,46
410510036032009,0,0,0,0,0,0
410510036032010,0,0,0,0,0,0
410510036032011,0,0,0,0,0,0
410510036032012,0,0,0,0,0,0
410510036032013,54,125,49,0,0,125
410510036032014,10,62,10,39,0,23
410510036032015,0,0,0,0,0,0
410510036032016,14,30,14,0,0,30
410510040031011,29,100,25,0,0,100
410510040034003,16,46,16,0,0,46
410510040034004,11,30,11,0,0,30
410510040034005,9,18,9,0,0,18
410510040034007,17,54,17,0,0,54
410510040034009,7,21,7,0,0,21
410510040034010,3,5,3,0,0,5
410510086002021,33,117,33,0,0,117
410510087002000,34,79,34,0,0,79
410510087002003,35,87,35,0,1,86
410510087003014,20,47,20,0,0,47
410510087003016,23,44,23,0,0,44
410510087003017,17,49,17,0,0,49
410510087003018,12,28,11,0,0,28
410510023033022,0,6,0,0,6,0
410510023033023,0,16,0,0,16,0
410510023033024,0,0,0,0,0,0
410510023033025,0,0,0,0,0,0
410510023033026,0,0,0,0,0,0
410510023033027,46,73,46,14,0,59
410510023033028,0,0,0,0,0,0
410510023033029,49,59,49,0,0,59
410510023033030,265,179,159,0,0,179
410510023033031,0,0,0,0,0,0
410510023033032,0,0,0,0,0,0
410510023033033,0,0,0,0,0,0
410510023033035,43,52,36,0,0,52
410510023033036,0,0,0,0,0,0
410510023033038,0,0,0,0,0,0
410510023033039,0,0,0,0,0,0
410510023033041,0,0,0,0,0,0
410510023033042,0,0,0,0,0,0
410510023033043,0,0,0,0,0,0
410510023033045,0,0,0,0,0,0
410510023033046,0,0,0,0,0,0
410510023033048,0,0,0,0,0,0
410510023033049,218,303,216,0,0,303
410510024011000,20,59,20,0,0,59
410510024011001,23,55,23,0,0,55
410670335003015,2,7,2,0,0,7
410670335003016,0,0,0,0,0,0
410710305012038,6,21,6,0,0,21
410710305012039,0,0,0,0,0,0
410710305012041,0,0,0,0,0,0
410710305012042,0,0,0,0,0,0
410710305012044,1,9,1,0,0,9
410710305012045,1,4,1,0,0,4
410710305012046,0,0,0,0,0,0
410710305012048,3,10,3,0,0,10
410710305012051,1,8,1,0,0,8
410710305012052,43,85,43,0,0,85
410710305012054,0,0,0,0,0,0
410710305012055,0,0,0,0,0,0
410710305012056,1,11,1,0,0,11
410710305012057,8,25,8,0,0,25
410710305012058,2,2,2,0,0,2
410710305012059,10,30,10,0,0,30
410710305012060,3,18,3,0,0,18
410710305012061,0,0,0,0,0,0
410710305012062,1,13,1,0,0,13
410710305012063,0,0,0,0,0,0
410710305012064,5,17,5,0,0,17
410710305012065,9,12,0,0,0,12
410670336003041,15,41,15,0,0,41
410670336003043,2,9,2,0,0,9
410670336003044,2,4,0,0,0,4
410670336003046,69,173,66,0,0,173
410670336003047,11,34,11,0,0,34
410670336003049,0,0,0,0,0,0
410670336003050,15,38,15,0,0,38
410670336003051,16,52,16,0,0,52
410670336003053,0,0,0,0,0,0
410670336003054,11,21,11,0,0,21
410670336003056,0,0,0,0,0,0
410670336003057,0,0,0,0,0,0
410670336003059,0,0,0,0,0,0
410670336003060,0,0,0,0,0,0
410670336003061,0,0,0,0,0,0
410670336003063,0,0,0,0,0,0
410670336003064,0,0,0,0,0,0
410670336003066,0,0,0,0,0,0
410670336003067,0,0,0,0,0,0
410670336003069,0,0,0,0,0,0
410670336003070,0,0,0,0,0,0
410670336003071,0,0,0,0,0,0
410670336003072,0,0,0,0,0,0
410670336003073,0,0,0,0,0,0
410670336003074,0,0,0,0,0,0
410670336003075,0,0,0,0,0,0
410670336003076,0,0,0,0,0,0
410670336003077,0,0,0,0,0,0
410670336003078,0,0,0,0,0,0
410670336003079,0,0,0,0,0,0
410670336003080,0,0,0,0,0,0
410670336003081,0,0,0,0,0,0
410670336003082,0,0,0,0,0,0
410670336003083,60,144,56,0,0,144
410670301033015,13,36,13,0,0,36
410670315202016,18,65,18,0,0,65
410670315202017,29,103,29,0,0,103
410559501002049,13,16,13,0,0,16
410559501002050,0,0,0,0,0,0
410559501002052,0,0,0,0,0,0
410559501002053,0,0,0,0,0,0
410559501002054,0,0,0,0,0,0
410559501002056,0,0,0,0,0,0
410559501002057,0,0,0,0,0,0
410559501002059,0,0,0,0,0,0
410559501002060,0,0,0,0,0,0
410559501002062,1,0,0,0,0,0
410559501002063,1,0,0,0,0,0
410559501002064,0,0,0,0,0,0
410559501002065,0,0,0,0,0,0
410559501002066,0,0,0,0,0,0
410559501002067,0,0,0,0,0,0
410559501002068,0,0,0,0,0,0
410559501002069,0,0,0,0,0,0
410559501002070,0,0,0,0,0,0
410559501002071,0,0,0,0,0,0
410559501002072,1,5,0,0,0,5
410559501002073,0,0,0,0,0,0
410559501002074,0,0,0,0,0,0
410559501002075,1,2,1,0,0,2
410559501002076,0,0,0,0,0,0
410559501002077,2,8,2,0,0,8
410559501002078,0,0,0,0,0,0
410559501002080,1,4,1,0,0,4
410559501002081,7,10,7,0,0,10
410559501002082,2,5,2,0,0,5
410559501002084,1,3,1,0,0,3
410579608003006,7,13,0,0,0,13
410579608003008,0,0,0,0,0,0
410579608003009,10,5,4,0,0,5
410579608003011,167,223,102,0,0,223
410579608003012,2,1,0,0,0,1
410579608003013,1,14,1,0,0,14
410579608003015,1,5,1,0,0,5
410579608003016,3,2,0,0,0,2
410670301062026,10,31,10,0,0,31
410670301062027,0,0,0,0,0,0
410670301062029,0,0,0,0,0,0
410670301062030,1,4,0,0,0,4
410670302001000,0,0,0,0,0,0
410670302001001,0,0,0,0,0,0
410670302001002,0,0,0,0,0,0
410670302001003,93,224,93,0,5,219
410670302001004,42,118,42,0,0,118
410670302001005,56,88,56,0,0,88
410670302001006,10,25,10,0,0,25
410670302001007,8,28,4,0,0,28
410670302001008,27,46,27,0,0,46
410670302001009,224,366,224,0,0,366
410670302001010,2,18,0,0,0,18
410670302001011,28,75,27,0,0,75
410670302001012,0,0,0,0,0,0
410670302001013,0,0,0,0,0,0
410670324102004,43,138,40,0,0,138
410670324102005,34,145,34,0,0,145
410670336003086,0,0,0,0,0,0
410670336003087,2,13,2,0,0,13
410670336003089,0,0,0,0,0,0
410670336003090,1,7,1,0,0,7
410670336003092,0,0,0,0,0,0
410699601001000,0,0,0,0,0,0
410699601001002,0,0,0,0,0,0
410699601001003,1,1,0,0,0,1
410699601001004,1,5,0,0,0,5
410699601001006,0,0,0,0,0,0
410699601001007,0,0,0,0,0,0
410699601001009,0,0,0,0,0,0
410699601001010,0,0,0,0,0,0
410699601001012,0,0,0,0,0,0
410699601001013,0,0,0,0,0,0
410699601001015,0,0,0,0,0,0
410699601001016,0,0,0,0,0,0
410559501002085,3,7,3,0,0,7
410559501002087,0,0,0,0,0,0
410559501002088,19,26,19,0,0,26
410559501002090,4,6,4,0,0,6
410559501002091,10,27,10,0,0,27
410559501002092,6,17,6,0,0,17
410559501002094,2,3,2,0,0,3
410559501002095,9,11,2,0,0,11
410559501002097,5,8,2,0,0,8
410559501002098,9,27,9,0,0,27
410559501002100,4,14,4,0,0,14
410559501002101,4,1,4,0,0,1
410559501002102,3,6,3,0,0,6
410559501002104,16,20,16,0,0,20
410559501002105,6,2,4,0,0,2
410559501002107,3,5,1,0,0,5
410559501002108,2,3,2,0,0,3
410639603003043,3,2,3,0,0,2
410639603003044,10,15,10,0,0,15
410639603003045,5,14,5,0,0,14
410639603003046,6,16,6,0,0,16
410639603003047,6,16,6,0,0,16
410639603003048,29,57,29,0,0,57
410639603003049,8,15,4,0,0,15
410639603003050,6,8,6,0,0,8
410639603003051,2,4,1,0,0,4
410670302001016,0,0,0,0,0,0
410670302001017,0,0,0,0,0,0
410670302001019,1,4,1,0,0,4
410670302001020,20,26,20,0,0,26
410670302001022,6,17,0,0,0,17
410670302002000,54,132,54,0,0,132
410670302002001,6,19,6,0,0,19
410670302002003,2,10,1,0,0,10
410670302002004,94,228,94,0,0,228
410670302002006,6,21,6,0,0,21
410670302002007,13,55,8,0,0,55
410670302002009,48,135,48,0,0,135
410670302002010,9,26,9,0,0,26
410670302002011,118,332,114,1,18,313
410670302002013,18,48,18,0,0,48
410670302002014,18,41,18,0,0,41
410670302002016,12,32,12,0,0,32
410670302002017,31,93,31,0,0,93
410670302003000,0,0,0,0,0,0
410670302003001,1,9,1,0,0,9
410670302003002,82,174,82,0,8,166
410670302003004,37,94,37,0,0,94
410670302003005,7,25,3,0,0,25
410670302003007,9,40,9,0,0,40
410670302003008,84,185,83,0,0,185
410670302003010,0,0,0,0,0,0
410670302003011,1,15,1,0,0,15
410670302003012,24,59,24,0,0,59
410710306011023,0,0,0,0,0,0
410710306011024,14,31,14,0,0,31
410710306011025,6,18,2,0,0,18
410710306011026,0,0,0,0,0,0
410710306011027,0,0,0,0,0,0
410710306011028,53,137,53,0,0,137
410710306011029,11,32,7,0,0,32
410710306011030,9,22,9,0,0,22
410710306011031,11,27,11,0,0,27
410710306011032,18,52,18,0,0,52
410710306011033,9,25,9,0,0,25
410710306011035,0,0,0,0,0,0
410619705003026,2,6,1,0,0,6
410639603003052,3,4,3,0,0,4
410639603003053,29,50,29,0,0,50
410639603003055,0,0,0,0,0,0
410639603003056,4,16,4,0,0,16
410639603003058,8,24,3,0,0,24
410639603003059,1,5,1,0,0,5
410639603003060,1,5,1,0,0,5
410639603003062,0,0,0,0,0,0
410639603003063,6,9,6,0,0,9
410639603003065,1,0,1,0,0,0
410639603003068,0,0,0,0,0,0
410639603003069,0,0,0,0,0,0
410639603003071,0,0,0,0,0,0
410639603003072,3,2,3,0,0,2
410639603003073,1,1,1,0,0,1
410639603003075,3,3,3,0,0,3
410639603003076,1,5,1,0,0,5
410639603003078,2,4,2,0,0,4
410639603003079,1,2,1,0,0,2
410639603003081,2,3,2,0,0,3
410639603003082,10,20,10,0,0,20
410639603003083,20,35,20,0,0,35
410639603004001,0,0,0,0,0,0
410639603004002,16,23,16,0,0,23
410639603004004,3,13,3,0,0,13
410639603004005,4,5,4,0,0,5
410639603004006,1,8,1,0,0,8
410639603004007,5,12,5,0,0,12
410639603004008,1,0,1,0,0,0
410639603004009,0,0,0,0,0,0
410639603004010,1,4,1,0,0,4
410639603004011,0,0,0,0,0,0
410639603004012,5,9,5,0,0,9
410639603004013,8,15,8,0,0,15
410639603004014,7,24,7,0,0,24
410639603004015,6,12,6,0,0,12
410639603004016,13,22,13,0,0,22
410710306011037,12,38,5,0,0,38
410710306011038,6,20,2,0,0,20
410710306011040,7,10,7,0,0,10
410710306011041,10,33,10,0,0,33
410710306011043,0,0,0,0,0,0
410710306011044,1,13,1,0,0,13
410710306011045,0,0,0,0,0,0
410710306012001,0,0,0,0,0,0
410710306012002,2,11,2,0,0,11
410710306012004,0,0,0,0,0,0
410710306012005,0,0,0,0,0,0
410710306012007,0,0,0,0,0,0
410710306012008,2,7,2,0,0,7
410710306012009,13,32,11,0,0,32
410710306012011,0,0,0,0,0,0
410710306012012,17,54,17,0,0,54
410710306012014,0,0,0,0,0,0
410710306012015,2,8,2,0,0,8
410710306012017,145,271,145,0,0,271
410710306012019,32,80,28,0,0,80
410710306012021,10,34,10,0,0,34
410710306012022,0,0,0,0,0,0
410710306012023,0,0,0,0,0,0
410710306012024,342,968,298,185,0,783
410710306012025,19,63,19,0,0,63
410710306012026,1,2,0,0,0,2
410710306012027,3,7,3,0,0,7
410710306012028,0,0,0,0,0,0
410710306012029,76,169,76,0,0,169
410710306012030,11,59,11,0,0,59
410710306012031,22,54,22,0,0,54
410710306012032,39,129,39,0,0,129
410710306012033,0,0,0,0,0,0
410710306012034,0,0,0,0,0,0
410710306012035,0,0,0,0,0,0
410710306012036,0,0,0,0,0,0
410710306012037,0,0,0,0,0,0
410619705003041,7,18,7,0,0,18
410619705003042,1,11,1,0,0,11
410619705003044,0,0,0,0,0,0
410619705003045,2,10,2,0,10,0
410619705003047,0,0,0,0,0,0
410619705003048,0,0,0,0,0,0
410619705003050,0,0,0,0,0,0
410619705003051,0,0,0,0,0,0
410619705003053,0,0,0,0,0,0
410619705003054,17,45,15,0,0,45
410619705003055,8,29,8,0,0,29
410619705003057,9,26,9,0,0,26
410619705003058,19,38,14,0,0,38
410619705003060,6,18,2,0,0,18
410619705003061,10,21,10,0,0,21
410619705003062,0,0,0,0,0,0
410619705003063,0,0,0,0,0,0
410619705003064,0,0,0,0,0,0
410619705003065,0,0,0,0,0,0
410619705003066,0,0,0,0,0,0
410619705003067,9,24,9,0,0,24
410619705003068,10,31,10,0,0,31
410619705003069,7,24,7,0,0,24
410619705003070,10,23,10,0,0,23
410619705003071,6,16,2,0,0,16
410619705003072,14,35,14,0,0,35
410619705003073,4,10,4,0,0,10
410619705003074,7,15,6,0,0,15
410619705003075,8,13,6,0,0,13
410619705003076,9,24,9,0,0,24
410619705003078,7,23,7,0,0,23
410619705003079,4,6,4,0,0,6
410619705003081,3,3,0,0,0,3
410619705003082,7,23,7,0,0,23
410619705003083,10,16,10,0,0,16
410619705003085,6,9,6,0,0,9
410619705003086,11,28,10,0,0,28
410619705003088,5,17,5,0,0,17
410670326031008,66,191,66,0,0,191
410670326032000,326,881,314,0,0,881
410670326032002,28,99,28,0,0,99
410670326032003,7,31,7,0,0,31
410670326032005,26,81,26,0,0,81
410670326032006,9,32,9,0,0,32
410670326032007,41,109,41,0,0,109
410670326032008,7,24,7,0,0,24
410670326032009,24,69,18,0,0,69
410670326032010,39,122,30,0,0,122
410670326032011,66,177,66,0,0,177
410670326033000,69,195,69,0,0,195
410670326033001,31,74,31,0,0,74
410670326033002,118,327,118,0,0,327
410670326033003,32,132,32,0,0,132
410670326033004,401,1077,394,0,0,1077
410670326033005,17,54,9,0,0,54
410670326033006,61,179,61,0,0,179
410670326033007,12,71,12,0,0,71
410670326033008,16,61,16,0,11,50
410670326033009,24,67,23,0,0,67
410670326033010,14,53,14,0,0,53
410670326033011,27,75,27,0,0,75
410670326033014,25,83,25,0,0,83
410670326034001,22,60,22,0,0,60
410670326034002,23,83,23,0,0,83
410670326034003,22,67,22,0,0,67
410670326034005,136,395,135,0,0,395
410670326034006,14,56,14,0,0,56
410670326035001,0,0,0,0,0,0
410670326035002,0,0,0,0,0,0
410670326035003,0,0,0,0,0,0
410670326035005,0,0,0,0,0,0
410670326035006,1,16,1,0,0,16
410670326035008,9,25,9,0,0,25
410670326035009,6,14,6,0,0,14
410670326035011,26,62,26,0,0,62
410599513004028,4,11,4,0,0,11
410599513004030,3,1,3,0,0,1
410599513004031,24,50,24,0,0,50
410599513004032,1,1,0,0,0,1
410599513004033,2,3,2,0,0,3
410599513004034,4,3,4,0,0,3
410599513004035,6,15,6,0,0,15
410599513004036,6,17,6,0,0,17
410599513004037,4,23,4,0,0,23
410599513004038,6,11,6,0,0,11
410599513004039,2,3,2,0,0,3
410599513004040,3,13,3,0,0,13
410599513004041,4,16,4,0,0,16
410599513004042,5,22,5,0,0,22
410599513004043,2,2,2,0,0,2
410599513004044,3,11,3,0,0,11
410599513004045,7,11,7,0,0,11
410599513004047,18,30,18,0,0,30
410599513004048,9,24,9,0,0,24
410599513004050,4,8,4,0,0,8
410599513004051,6,12,6,0,0,12
410599513004053,6,16,6,0,0,16
410599513004054,0,0,0,0,0,0
410599513004055,2,1,2,0,0,1
410599513004057,1,5,1,0,0,5
410599513004058,0,0,0,0,0,0
410599513004060,11,16,11,0,0,16
410599513004061,7,21,7,0,0,21
410599513004063,1,1,1,0,0,1
410599513004064,2,1,2,0,0,1
410599513004066,1,2,1,0,0,2
410599513004067,0,0,0,0,0,0
410599513004068,2,11,2,0,0,11
410599513004070,0,0,0,0,0,0
410599513004071,0,0,0,0,0,0
410599513004073,0,0,0,0,0,0
410599513004074,0,0,0,0,0,0
410599513004076,2,7,2,0,0,7
410670317083001,120,347,120,0,2,345
410670317083002,40,116,40,0,0,116
410670317083003,15,39,15,0,0,39
410670317083004,40,101,40,0,0,101
410670317083005,18,69,18,0,0,69
410670317083006,46,146,40,0,0,146
410670317083007,16,58,16,0,0,58
410670317083008,17,73,16,0,0,73
410670318041000,9,43,9,0,0,43
410670318041001,15,59,15,0,0,59
410670318041002,16,48,16,0,0,48
410670318041003,329,934,324,0,0,934
410670318041004,27,74,27,0,0,74
410670318041007,14,45,14,0,0,45
410670318041009,11,28,11,0,0,28
410670318041010,1,20,1,0,0,20
410670318041011,17,56,17,0,0,56
410670318041013,110,333,99,0,0,333
410670318041014,22,76,22,0,0,76
410670318041016,100,247,100,0,0,247
410670318041017,58,164,58,0,0,164
410670318041018,19,46,18,0,0,46
410670318041020,14,46,14,0,0,46
410670318041021,50,168,50,0,0,168
410670318041023,1,35,0,0,0,35
410670318041024,2,34,2,0,0,34
410670318041026,0,0,0,0,0,0
410670318041027,9,19,6,0,0,19
410670318041028,0,0,0,0,0,0
410670318042001,12,45,12,0,0,45
410670318042002,68,188,68,0,0,188
410670318042004,86,249,78,0,0,249
410670318042005,14,70,14,0,0,70
410670318043000,375,1013,361,0,0,1013
410670318043001,13,47,13,0,0,47
410670318043002,42,113,40,0,0,113
410670318043003,38,114,38,0,0,114
410599502023019,29,62,29,0,0,62
410599502023020,0,0,0,0,0,0
410599502023021,0,0,0,0,0,0
410599502023022,2,7,2,0,0,7
410599502023023,0,0,0,0,0,0
410599502023024,1,8,1,0,0,8
410599502023025,16,41,16,0,0,41
410599502023027,1,6,1,0,0,6
410599502023028,0,0,0,0,0,0
410599502023029,0,0,0,0,0,0
410599502023031,0,0,0,0,0,0
410599502023032,3,9,3,0,0,9
410599502024001,4,10,4,0,0,10
410599502024002,15,36,15,0,0,36
410599502024004,0,0,0,0,0,0
410599502024005,0,0,0,0,0,0
410599502024006,9,22,9,0,0,22
410599502024008,6,11,6,0,0,11
410599502024011,34,74,34,0,0,74
410599502024012,13,37,10,0,0,37
410599502024014,11,33,11,0,0,33
410599502024015,10,16,10,0,0,16
410599502024016,16,49,13,0,0,49
410599502024018,3,10,3,0,0,10
410599502024019,6,20,2,0,0,20
410599502024021,4,17,4,0,0,17
410599502024022,6,30,6,0,0,30
410599502024024,33,84,33,0,7,77
410599502024025,4,7,4,0,0,7
410599502024026,1,25,1,0,0,25
410599502024028,14,38,14,0,0,38
410599502024029,8,31,3,0,0,31
410599502024030,23,42,23,0,0,42
410599503001000,7,16,7,0,0,16
410599503001001,3,15,3,0,0,15
410599503001002,18,40,18,0,0,40
410599503001003,9,15,9,0,0,15
410710301013013,17,44,17,0,0,44
410710301013014,8,30,8,0,0,30
410710301013016,16,44,16,0,0,44
410710301013017,29,79,29,0,0,79
410710301013018,23,56,23,0,0,56
410710301013020,77,173,77,0,0,173
410710301013021,11,44,11,0,0,44
410710301013023,62,88,62,0,0,88
410710301013024,0,0,0,0,0,0
410710301021000,31,94,31,0,0,94
410710301021001,2,13,2,0,0,13
410710301021003,0,0,0,0,0,0
410710301021004,19,47,19,0,0,47
410710301021005,107,322,107,0,0,322
410710301021007,14,46,14,0,0,46
410710301021008,15,55,13,0,0,55
410710301021010,4,9,4,0,0,9
410710301021011,3,12,3,0,0,12
410710301021013,16,55,16,0,0,55
410710301021014,14,25,14,0,0,25
410710301021015,9,24,9,0,0,24
410710301021017,29,90,29,0,0,90
410710301021018,22,64,22,0,0,64
410710301021020,50,135,50,0,0,135
410710301021021,3,11,3,0,0,11
410710301021023,4,14,4,0,0,14
410710301021024,4,18,4,0,0,18
410710301021025,5,25,5,0,0,25
410710301021026,0,0,0,0,0,0
410710301021027,39,104,33,0,0,104
410710301021028,2,13,2,0,0,13
410710301022000,50,146,50,0,0,146
410710301022001,18,53,18,0,0,53
410710301022002,8,39,8,0,0,39
410710301022003,20,63,20,0,0,63
410710301022004,47,67,44,0,0,67
410710301022005,47,96,47,0,0,96
410579602003075,17,18,3,0,0,18
410579602003076,19,15,12,0,0,15
410579602003077,20,16,12,0,0,16
410579602003079,6,11,4,0,0,11
410579602003080,21,18,21,0,0,18
410579602003082,16,10,3,0,0,10
410579602003083,18,5,0,0,0,5
410579602003085,13,4,3,0,0,4
410579602003086,0,0,0,0,0,0
410579602003088,39,44,25,0,0,44
410579602003089,10,15,10,0,0,15
410579602003090,31,17,16,0,0,17
410579602003092,10,4,0,0,0,4
410579602003093,15,14,0,0,0,14
410579602003095,10,36,10,0,0,36
410579602003096,0,0,0,0,0,0
410579602003098,6,6,6,0,0,6
410579602003099,10,8,0,0,0,8
410579602003100,14,10,0,0,0,10
410579603001001,0,0,0,0,0,0
410579603001002,0,0,0,0,0,0
410579603001004,0,0,0,0,0,0
410579603001005,0,0,0,0,0,0
410579603001007,0,0,0,0,0,0
410579603001008,0,0,0,0,0,0
410579603001009,0,0,0,0,0,0
410579603001010,0,0,0,0,0,0
410579603001011,0,0,0,0,0,0
410579603001012,0,0,0,0,0,0
410579603001013,0,0,0,0,0,0
410579603001014,0,0,0,0,0,0
410579603001015,0,0,0,0,0,0
410579603001016,0,0,0,0,0,0
410579603001017,0,0,0,0,0,0
410579603001018,0,0,0,0,0,0
410579603001019,0,0,0,0,0,0
410579603001020,0,0,0,0,0,0
410670327002013,14,37,13,0,0,37
410670327002014,6,21,6,0,0,21
410670327002015,9,30,4,0,0,30
410670327002017,42,114,42,0,0,114
410670327002018,21,50,21,0,0,50
410670327002020,29,84,29,0,0,84
410670327002021,11,32,11,0,0,32
410670327002023,23,77,23,0,0,77
410670327002024,17,44,17,0,0,44
410670327002026,33,44,33,0,0,44
410670327002027,29,54,29,0,0,54
410670327002028,13,38,13,0,0,38
410670327002030,1,12,1,0,0,12
410670327002031,19,28,19,0,0,28
410670327002033,10,25,10,0,0,25
410670327002034,12,35,12,0,0,35
410670327002036,35,88,35,0,0,88
410670327002037,34,93,33,0,0,93
410670327002038,4,21,3,0,0,21
410670327002040,6,28,6,0,0,28
410670327002041,28,77,28,0,0,77
410670327002043,23,62,23,0,0,62
410670327002044,16,38,16,0,0,38
410670327002046,12,32,12,0,0,32
410670327002047,8,28,7,0,0,28
410670327002048,10,30,10,0,0,30
410670327002049,14,45,14,0,0,45
410670327002050,11,45,11,0,0,45
410670327002051,14,35,13,0,0,35
410670327002052,10,27,10,0,0,27
410670327002053,9,43,8,0,0,43
410670327002054,90,187,89,0,0,187
410670327002055,24,52,22,0,0,52
410670327002056,0,0,0,0,0,0
410670327002057,0,0,0,0,0,0
410670327002058,10,30,10,0,0,30
410670327002059,89,220,89,0,0,220
410659706001003,0,0,0,0,0,0
410659706001004,0,0,0,0,0,0
410659706001006,11,16,5,0,0,16
410659706001007,0,0,0,0,0,0
410659706001009,0,0,0,0,0,0
410659706001010,0,0,0,0,0,0
410659706001012,25,40,16,0,0,40
410659706001013,4,10,4,0,0,10
410659706001015,66,113,43,0,0,113
410659706001016,19,46,19,0,0,46
410659706001018,26,31,14,0,0,31
410659706001019,15,39,15,0,0,39
410659706001020,0,0,0,0,0,0
410659706001022,1,3,1,0,0,3
410659706001023,0,0,0,0,0,0
410659706001025,5,6,5,0,0,6
410659706001026,0,0,0,0,0,0
410659706001028,0,0,0,0,0,0
410659706001029,0,0,0,0,0,0
410659706001031,0,0,0,0,0,0
410659706001033,2,11,0,0,0,11
410659706001035,7,12,7,0,0,12
410659706001036,8,17,6,0,0,17
410659706001037,5,10,5,0,0,10
410659706001038,20,27,12,0,0,27
410659706001039,50,75,49,0,0,75
410659706001040,15,40,15,0,0,40
410659706001041,9,16,9,0,0,16
410659706001042,12,39,12,0,0,39
410659706001043,7,13,7,0,0,13
410659706001044,27,81,27,0,25,56
410659706001045,4,10,4,0,0,10
410659706001046,7,17,7,0,0,17
410659706001047,79,135,54,0,0,135
410659706001048,0,0,0,0,0,0
410659706001049,15,25,15,0,0,25
410659706001050,0,0,0,0,0,0
410659706001052,6,17,6,0,0,17
410659707001011,0,0,0,0,0,0
410659707001013,2,6,1,0,0,6
410659707001014,6,11,6,0,0,11
410659707001016,1,6,0,0,0,6
410659707001017,0,0,0,0,0,0
410659707001019,1,3,1,0,0,3
410659707001020,2,5,2,0,0,5
410659707001022,0,0,0,0,0,0
410659707001024,3,8,3,0,0,8
410659707001026,0,0,0,0,0,0
410659707001027,1,4,1,0,0,4
410659707001028,0,0,0,0,0,0
410659707001029,4,8,4,0,0,8
410659707001030,6,20,6,0,0,20
410659707001031,13,40,13,0,6,34
410659707001032,5,7,5,0,0,7
410659707001033,0,0,0,0,0,0
410659707001034,0,0,0,0,0,0
410659707001035,6,11,6,0,0,11
410659707001036,4,8,0,0,0,8
410659707001037,7,22,1,0,3,19
410659707001038,19,25,17,0,0,25
410659707001039,19,31,19,0,0,31
410659707001040,0,0,0,0,0,0
410659707001041,4,12,4,0,0,12
410659707001042,3,5,3,0,0,5
410659707001044,24,53,24,0,0,53
410659707001045,19,61,19,0,9,52
410659707001046,3,18,0,0,0,18
410659707001048,7,4,7,0,0,4
410659707001049,13,19,13,0,0,19
410659707001051,9,20,9,0,0,20
410659707001052,19,52,19,0,0,52
410659707001054,0,0,0,0,0,0
410659707001055,1,7,1,0,0,7
410659707001058,0,0,0,0,0,0
410659707001060,1,11,1,0,0,11
410659707001061,0,0,0,0,0,0
410710310001031,4,9,4,0,0,9
410710310001033,1,10,0,0,0,10
410710310001034,4,18,4,0,0,18
410710310001035,10,21,5,0,0,21
410710310001037,19,46,12,0,0,46
410710310001038,3,6,3,0,0,6
410710310001040,32,85,32,0,0,85
410710310001041,94,228,94,0,0,228
410710310001042,14,45,14,0,0,45
410710310001043,7,22,7,0,0,22
410710310001044,6,8,6,0,0,8
410710310001045,1,10,1,0,0,10
410710310001046,32,74,32,0,0,74
410710310001047,11,25,11,0,0,25
410710310001048,3,8,3,0,0,8
410710310001049,0,0,0,0,0,0
410710310001050,2,10,2,0,0,10
410710310001051,1,11,1,0,0,11
410710310001052,23,54,23,0,0,54
410710310001053,4,11,4,0,0,11
410710310001054,0,0,0,0,0,0
410710310001055,7,10,2,0,0,10
410710310002000,5,6,3,0,0,6
410710310002001,0,0,0,0,0,0
410710310002003,14,44,14,0,0,44
410710310002004,0,0,0,0,0,0
410710310002005,0,0,0,0,0,0
410710310002007,4,14,1,0,0,14
410710310002008,5,12,5,0,0,12
410710310002010,2,2,2,0,0,2
410710310002011,0,0,0,0,0,0
410710310002013,13,25,13,0,0,25
410710310002016,7,15,6,0,0,15
410710310002017,4,13,4,0,0,13
410710310002018,0,0,0,0,0,0
410710310002020,1,4,1,0,0,4
410710310002021,2,2,2,0,0,2
410710310002023,12,23,12,0,0,23
410619708004053,0,0,0,0,0,0
410619708004054,8,19,8,0,0,19
410619708004055,0,0,0,0,0,0
410619708004056,1,6,1,0,0,6
410619708004057,5,13,5,0,0,13
410619708004058,7,19,7,0,0,19
410619708004059,0,0,0,0,0,0
410619708004060,2,7,2,0,0,7
