"BLOCK","HH","POP","HH_Occ","GQ_Inst","GQ_Non","GP"
530110401023039,1,2,1,0,0,2
530110402011000,6,18,6,0,0,18
530110406033005,5,7,5,0,0,7
530110406033012,40,91,38,0,0,91
530110406033014,37,98,37,0,0,98
530110406033015,5,25,5,0,0,25
530110406033016,58,129,57,0,0,129
530110406033018,11,31,11,0,0,31
530110406033019,19,56,13,0,0,56
530110406034000,30,78,30,0,0,78
530110406034003,23,79,23,0,0,79
530110406034004,21,54,21,0,0,54
530110406034006,31,95,31,0,0,95
530110406034007,18,63,13,0,0,63
530110406034008,6,15,6,0,0,15
530110406034009,4,7,4,0,0,7
530110406034010,57,151,57,0,0,151
530110406034011,75,192,73,0,0,192
530110406034012,2,6,2,0,0,6
530110406034013,27,72,22,0,0,72
530110406034014,23,78,23,0,0,78
530110406034015,62,192,62,0,0,192
530110406034016,6,21,6,0,0,21
530110406034017,60,195,57,0,0,195
530110406034018,1,10,1,0,0,10
530110406041002,15,51,15,0,0,51
530110406041003,11,39,11,0,0,39
530110406041005,41,96,41,0,0,96
530110406041006,42,146,42,0,0,146
530110406041007,56,170,56,0,0,170
530110406041009,33,89,33,0,0,89
530110406041010,33,92,24,0,0,92
530110406041012,193,585,193,0,0,585
530110402022003,5,19,5,0,0,19
530110402022004,20,75,20,0,0,75
530110402022005,93,277,91,0,0,277
530110402022008,21,62,21,0,0,62
530110402022009,49,196,49,0,0,196
530110402022011,18,55,17,0,0,55
530110402022012,40,111,34,0,0,111
530110402022015,8,25,8,0,0,25
530110402022017,3,19,3,0,0,19
530110402022018,26,68,26,0,0,68
530110402022019,2,5,2,0,0,5
530110407112014,160,484,160,0,0,484
530110407112015,16,58,16,0,0,58
530110407112019,15,65,14,0,0,65
530110408031016,54,178,51,0,11,167
530110408031017,12,38,12,0,0,38
530110408031018,23,88,23,0,0,88
530110408031019,10,34,10,0,0,34
530110408031020,27,88,27,0,0,88
530110408031021,2,34,1,0,0,34
530110408032002,16,31,16,0,0,31
530110408032003,4,19,3,0,0,19
530110408032004,3,20,3,0,0,20
530110408032005,86,225,86,0,0,225
530110408032006,7,21,7,0,0,21
530110404141013,3,16,3,0,0,16
530110404142001,2,17,2,0,2,15
530110404142002,8,36,8,0,0,36
530110404142004,10,34,10,0,0,34
530110404142005,24,74,23,0,0,74
530110404142007,287,688,280,0,0,688
530110404142008,79,288,79,0,0,288
530110404142010,16,67,16,0,0,67
530110404142011,12,43,12,0,0,43
530110404142013,38,117,38,0,0,117
530110404142014,22,62,22,0,0,62
530110404142015,12,42,12,0,0,42
530110404142016,12,42,12,0,0,42
530110404142017,57,156,57,0,0,156
530110404142018,17,43,17,0,0,43
530110404142019,25,87,25,0,0,87
530110404142020,24,86,24,0,0,86
530110404142021,4,17,4,0,0,17
530110404142022,18,68,18,0,0,68
530110404142023,25,89,25,0,0,89
530110404142025,18,56,18,0,0,56
530110404142028,22,70,22,0,0,70
530110404142029,17,46,17,0,0,46
530110404142031,22,75,22,0,0,75
530110404143000,16,35,16,0,0,35
530110404143002,18,78,18,0,0,78
530110404143003,9,27,9,0,0,27
530110404143005,12,56,12,0,0,56
530110404143006,14,64,14,0,0,64
530110404143008,7,24,7,0,0,24
530110404143009,7,13,7,0,0,13
530110404143010,13,62,13,0,0,62
530110404143012,13,40,13,0,0,40
530110401022006,11,49,11,0,0,49
530110401022007,1,10,0,0,0,10
530110401022008,14,49,14,0,0,49
530110401022010,71,221,71,0,0,221
530110401022011,6,25,2,0,0,25
530110401022012,34,109,34,0,0,109
530110401022016,5,15,0,0,0,15
530110401022017,23,34,23,0,0,34
530110401023000,134,457,134,0,0,457
530110401023001,92,344,90,0,0,344
530110401023002,3,1,0,0,0,1
530110402011001,33,114,33,0,0,114
530110402011002,11,45,10,0,0,45
530110402011003,1,3,1,0,0,3
530110402011004,10,32,10,0,0,32
530110402011005,59,128,48,0,0,128
530110402011009,59,129,50,0,0,129
530110402011010,11,22,11,0,0,22
530110402011013,41,96,41,0,0,96
530110402011014,1,6,0,0,0,6
530110402011015,7,22,0,0,0,22
530110402011016,23,61,23,0,0,61
530110406041013,18,71,18,0,0,71
530110406041015,8,44,8,0,0,44
530110406041016,18,70,18,0,0,70
530110406041017,13,43,13,0,0,43
530110406041019,1,2,0,0,0,2
530110406041020,70,196,56,0,0,196
530110406041022,38,129,38,0,0,129
530110406042000,41,143,41,0,0,143
530110406042002,71,171,71,0,0,171
530110406042003,2,22,2,0,0,22
530110406042004,70,183,70,0,0,183
530110406042006,10,28,4,0,0,28
530110406042007,3,18,0,0,0,18
530110406042009,66,185,66,0,0,185
530110406042010,10,45,6,0,0,45
530110406042012,121,344,121,0,0,344
530110406042013,17,39,13,0,0,39
530110406042015,12,40,12,0,0,40
530110406042016,17,65,17,0,0,65
530110406042019,40,89,40,0,0,89
530110406042020,16,34,16,0,0,34
530110406042021,29,92,29,0,0,92
530110406042022,13,61,13,0,0,61
530110406042023,21,66,20,0,0,66
530110406042024,20,69,20,0,0,69
530110406042025,12,42,12,0,0,42
530110406042027,88,294,88,0,0,294
530110406042028,64,179,64,0,0,179
530110406042029,33,138,33,0,0,138
530110406042031,11,42,11,0,0,42
530110406042032,15,52,15,0,0,52
530110406042034,8,18,6,0,0,18
530110406042035,28,61,28,0,0,61
530110406043001,137,375,137,0,0,375
530110402022020,5,15,5,0,0,15
530110402022021,3,17,3,0,0,17
530110402022022,34,107,34,0,0,107
530110402022023,15,42,13,0,0,42
530110402022024,7,26,7,0,0,26
530110402022026,1,18,1,0,0,18
530110402022027,4,15,4,0,0,15
530110402022031,11,27,11,0,0,27
530110402022032,27,54,27,0,0,54
530110406043008,51,135,51,0,0,135
530110406043010,18,46,14,0,0,46
530110406043011,2,10,2,0,0,10
530110406043012,68,146,53,0,0,146
530110406043013,56,172,49,0,0,172
530110406043014,19,51,19,0,0,51
530110402021040,2,15,2,0,0,15
530110402031000,49,128,48,0,0,128
530110402032001,43,135,43,0,0,135
530110408032007,7,29,7,0,0,29
530110408032008,17,55,17,0,0,55
530110408032009,5,18,5,0,0,18
530110408032011,34,85,34,0,0,85
530110408032012,11,27,11,0,0,27
530110404143013,13,33,13,0,0,33
530110404143015,27,89,27,0,0,89
530110404143016,30,102,30,0,0,102
530110404143018,34,86,34,0,0,86
530110404143019,30,98,30,0,0,98
530110404143020,51,157,51,0,0,157
530110404143022,13,48,13,0,0,48
530110404143023,20,65,20,0,0,65
530110404144000,140,374,122,0,0,374
530110404144001,15,44,15,0,0,44
530110404144003,15,72,15,0,0,72
530110404144004,14,38,10,0,0,38
530110404144006,3,24,3,0,0,24
530110404144007,9,38,9,0,0,38
530110404144008,22,87,22,0,0,87
530110404144009,20,77,20,0,0,77
530110404144010,24,89,24,0,0,89
530110404144011,19,40,18,0,0,40
530110404144012,12,42,12,0,0,42
530110404144013,12,40,12,0,0,40
530110404144014,18,51,18,0,0,51
530110404144015,9,32,9,0,0,32
530110404144016,16,46,16,0,0,46
530110404144017,14,53,14,0,0,53
530110404144018,17,65,17,0,0,65
530110404151000,17,45,17,0,0,45
530110404151001,5,31,1,0,0,31
530110401023003,2,1,0,0,0,1
530110401023004,1,6,1,0,0,6
530110401023005,4,15,4,0,0,15
530110401023006,20,64,20,0,0,64
530110401023007,5,30,5,0,0,30
530110401023008,4,23,3,0,0,23
530110401023010,5,9,5,0,0,9
530110401023011,1,13,1,0,0,13
530110401023013,1,6,1,0,0,6
530110401023014,11,26,11,0,0,26
530110404151003,11,25,11,0,0,25
530110404151004,8,15,3,0,0,15
530110404151005,6,14,4,0,0,14
530110404151007,38,87,33,0,0,87
530110404151008,5,19,5,0,0,19
530110404151009,16,45,16,0,0,45
530110404151010,2,4,2,0,0,4
530110404151011,5,13,5,0,0,13
530110404151012,31,75,31,0,0,75
530110404151013,3,20,3,0,0,20
530110402011021,138,392,136,0,0,392
530110402011023,1,3,1,0,0,3
530110405041053,10,25,10,0,0,25
530110405042000,180,538,180,0,0,538
530110405042001,1,6,1,0,0,6
530110405042002,24,64,21,0,0,64
530110405042003,14,38,14,0,0,38
530110405042004,14,42,14,0,0,42
530110405042005,33,79,33,0,0,79
530110405042006,54,154,54,0,0,154
530110405042007,43,130,43,0,0,130
530110405042008,35,89,29,0,0,89
530110405042009,3,8,3,0,0,8
530110405042010,93,285,93,0,0,285
530110405042012,25,66,25,0,0,66
530110402011017,29,65,29,0,0,65
530110402011018,42,92,42,0,0,92
530110402011019,3,14,0,0,0,14
530110402011020,12,39,6,0,0,39
530110406043002,13,49,13,0,0,49
530110406043004,3,24,3,0,0,24
530110406043005,7,30,7,0,0,30
530110406043006,7,27,7,0,0,27
530110406043015,15,35,14,0,0,35
530110406043016,17,55,17,0,0,55
530110406043017,4,21,4,0,0,21
530110406043022,21,53,21,0,0,53
530110406043023,13,42,13,0,0,42
530110406043024,10,33,9,0,0,33
530110406043025,59,86,59,0,0,86
530110406051001,51,134,48,0,0,134
530110406051004,10,32,7,0,0,32
530110406051005,1,25,1,0,0,25
530110406051006,5,28,5,0,0,28
530110406051008,12,43,12,0,0,43
530110406051011,78,176,76,0,0,176
530110406051012,17,43,17,0,0,43
530110406051014,1,7,1,0,0,7
530110406051015,3,25,0,0,0,25
530110406051019,1,14,1,0,0,14
530110406051021,5,4,5,0,0,4
530110406051022,1,3,1,0,0,3
530110406051024,6,17,6,0,0,17
530110406051026,19,53,17,0,0,53
530110406052000,8,35,8,0,0,35
530110406052002,1,8,1,0,0,8
530110406052003,12,26,2,0,0,26
530110406052005,45,135,45,0,0,135
530110406052006,137,320,137,0,0,320
530110406052008,1,6,1,0,0,6
530110402031003,22,80,22,0,0,80
530110402031006,11,66,5,0,0,66
530110402031007,212,624,212,0,0,624
530110402031008,6,16,6,0,0,16
530110402031009,20,51,20,0,0,51
530110402031010,4,17,0,0,0,17
530110402031011,6,25,6,0,0,25
530110402031012,38,98,38,0,0,98
530110402031013,4,13,4,0,0,13
530110402033014,48,144,48,0,0,144
530110407111009,56,150,56,0,0,150
530110407112002,50,128,50,0,0,128
530110407112016,14,49,14,0,0,49
530110407112021,45,152,45,0,0,152
530110407121000,152,425,152,0,8,417
530110407121001,52,201,52,11,0,190
530110407121003,9,38,9,0,0,38
530110402033016,15,49,15,0,0,49
530110402033017,14,80,14,0,0,80
530110402033020,5,11,5,0,0,11
530110402033022,12,37,12,0,0,37
530110402033026,7,24,7,0,0,24
530110402033027,5,10,5,0,0,10
530110402033032,25,72,24,0,0,72
530110402033033,32,75,32,0,0,75
530110402033035,32,76,32,0,0,76
530110402033036,2,17,2,0,0,17
530110402033037,6,12,6,0,0,12
530110402033039,1,13,1,0,0,13
530110402033042,25,65,25,0,0,65
530110402033043,6,16,6,0,0,16
530110402033045,5,8,5,0,0,8
530110402033049,39,105,39,0,0,105
530110402033051,12,26,12,0,0,26
530110402033053,22,59,22,0,0,59
530110402033054,1,6,1,0,0,6
530110402033055,9,27,9,0,0,27
530110402033056,3,6,3,0,0,6
530110404151014,18,44,18,0,0,44
530110404151015,12,36,12,0,0,36
530110404151016,3,9,3,0,0,9
530110404151017,213,576,213,0,0,576
530110404151018,47,150,44,0,0,150
530110404151019,5,32,5,0,0,32
530110404151020,18,48,18,0,0,48
530110404151021,14,48,14,0,0,48
530110404151023,26,59,26,0,0,59
530110404151024,28,109,28,0,6,103
530110404151026,105,209,89,0,1,208
530110404151027,54,140,54,0,0,140
530110404151028,29,69,29,0,0,69
530110404151031,25,36,25,0,0,36
530110404151033,9,10,9,0,0,10
530110404151036,1,15,1,0,0,15
530110404151037,1,14,1,0,0,14
530110404152000,22,79,22,0,0,79
530110404152002,80,272,80,0,0,272
530110404152003,11,31,11,0,0,31
530110404152005,15,40,15,0,0,40
530110404152006,48,156,48,0,0,156
530110404152008,41,102,41,0,0,102
530110404152009,17,53,17,0,0,53
530110404152010,44,123,44,0,0,123
530110404152012,35,94,35,0,0,94
530110404152013,19,70,19,0,0,70
530110404152015,7,32,7,0,0,32
530110404152016,22,65,22,0,0,65
530110404152018,14,37,14,0,0,37
530110404152019,28,79,28,0,0,79
530110404152021,24,71,23,0,0,71
530110404152022,21,57,14,0,0,57
530110404152023,28,105,28,0,0,105
530110404152024,51,199,51,51,0,148
530110405042013,3,24,3,0,0,24
530110405043001,241,672,235,0,0,672
530110405043004,10,49,10,0,0,49
530110405043007,3,19,0,0,0,19
530110405043009,49,156,49,0,0,156
530110405043010,6,12,6,0,0,12
530110405043011,2,17,2,0,0,17
530110405051001,5,4,5,0,0,4
530110405051002,2,10,0,0,0,10
530110405051004,24,67,24,0,0,67
530110405051005,15,58,9,0,0,58
530110405051007,13,48,13,0,0,48
530110405051008,9,23,7,0,0,23
530110405051009,193,606,193,0,0,606
530110405052000,17,44,17,0,0,44
530110405052002,15,41,15,0,0,41
530110405052003,11,42,11,0,0,42
530110405052005,13,59,13,0,0,59
530110405052006,24,59,24,0,0,59
530110405052008,3,7,3,0,0,7
530110405052009,26,78,26,0,0,78
530110405052010,116,362,116,1,0,361
530110405052011,96,260,94,0,0,260
530110405052012,34,80,34,0,0,80
530110405052014,23,68,23,0,0,68
530110405052015,15,42,15,0,0,42
530110405052016,5,22,5,0,0,22
530110405052017,4,9,4,0,0,9
530110405052018,15,57,15,0,0,57
530110405052019,11,38,11,0,0,38
530110405052020,17,46,16,0,0,46
530110406052009,4,14,4,0,0,14
530110406052010,50,148,50,0,0,148
530110406052011,9,28,7,0,0,28
530110406052012,9,28,9,0,0,28
530110406052013,2,10,0,0,0,10
530110406052014,14,49,14,0,0,49
530110406053000,179,504,177,0,0,504
530110406053001,1,11,1,0,0,11
530110406053002,10,35,10,0,0,35
530110406053003,13,39,13,0,0,39
530110406053004,35,137,35,0,0,137
530110406053005,7,14,7,0,0,14
530110406053006,2,20,2,0,0,20
530110406053008,133,375,133,0,0,375
530110406053009,181,434,179,0,0,434
530110406053011,16,52,8,0,0,52
530110406053012,9,46,9,0,0,46
530110406053013,9,41,9,0,0,41
530110406053015,109,266,109,0,0,266
530110406054001,13,45,13,0,8,37
530110406054002,8,31,8,0,0,31
530110406054004,7,30,7,0,0,30
530110406054006,19,54,19,0,0,54
530110406054008,12,29,12,0,0,29
530110406054009,47,158,47,0,0,158
530110406054011,16,40,16,0,0,40
530110406054012,44,154,44,0,0,154
530110406054014,51,162,45,0,0,162
530110406054015,215,532,183,0,0,532
530110406054016,19,37,2,0,0,37
530110406054018,17,60,17,0,0,60
530110406054019,21,65,21,0,0,65
530110406054021,24,52,18,0,0,52
530110406054022,6,32,6,0,0,32
530110406054024,33,102,32,0,0,102
530110402031018,38,132,38,0,0,132
530110402031021,58,150,58,0,0,150
530110402031022,32,80,26,0,0,80
530110402031023,9,21,9,0,0,21
530110402031024,38,127,38,0,0,127
530110402031025,9,35,9,0,0,35
530110402031026,33,84,31,0,0,84
530110402032000,88,259,88,0,0,259
530110402032002,63,161,63,0,0,161
530110402032003,73,207,73,0,0,207
530110402032004,68,164,68,0,0,164
530110407121004,18,55,18,0,0,55
530110407121005,58,159,58,0,0,159
530110407121007,65,180,65,0,0,180
530110407121008,14,54,14,0,0,54
530110407121009,9,17,9,0,0,17
530110407122000,41,133,41,0,16,117
530110407122001,14,50,8,0,0,50
530110407122002,39,110,39,0,0,110
530110407122003,16,62,16,0,0,62
530110407122004,66,170,66,0,0,170
530110403011002,108,281,104,0,0,281
530110403011006,50,98,39,0,0,98
530110403011007,44,119,44,0,0,119
530110403011019,63,166,63,0,0,166
530110403011020,18,52,18,0,0,52
530110403011024,63,175,63,0,0,175
530110403011026,15,51,15,0,0,51
530110403011027,4,28,4,0,0,28
530110403011029,14,43,14,0,0,43
530110403011032,10,51,10,0,0,51
530110403012003,2,13,2,0,0,13
530110403012006,24,48,24,0,0,48
530110403012010,9,45,8,0,0,45
530110403012012,12,24,9,0,0,24
530110403012016,4,8,4,0,0,8
530110404152025,12,48,12,0,0,48
530110404152026,14,53,14,0,0,53
530110404152027,16,49,16,0,0,49
530110404152028,35,84,35,0,0,84
530110404152029,13,35,13,0,0,35
530110404161000,29,59,24,0,0,59
530110404161001,209,591,205,0,0,591
530110404161003,12,40,12,0,0,40
530110404161004,3,15,3,0,0,15
530110404161006,3,29,3,0,0,29
530110404161007,27,87,27,0,0,87
530110404161009,21,56,15,0,0,56
530110404162000,85,219,85,0,0,219
530110404162002,4,15,4,0,0,15
530110404162003,19,64,17,0,0,64
530110404162005,8,17,6,0,0,17
530110404162006,52,145,48,0,0,145
530110404162008,86,201,77,0,0,201
530110404162009,25,79,25,0,0,79
530110404162010,14,46,14,0,0,46
530110404162012,2,13,2,0,0,13
530110404162013,2,19,2,0,0,19
530110404163000,7,39,7,0,0,39
530110404163001,113,306,106,0,0,306
530110404163003,66,159,66,0,0,159
530110404163004,142,377,142,0,0,377
530110404163005,11,36,11,0,0,36
530110404163007,13,36,13,0,0,36
530110404163008,11,29,10,0,0,29
530110404163010,1,7,1,0,0,7
530110405041000,2,14,2,0,0,14
530110405041003,16,52,16,0,0,52
530110405041005,14,20,11,0,0,20
530110405052023,15,42,15,0,0,42
530110405052024,6,25,2,0,0,25
530110405052026,4,13,4,0,0,13
530110405052027,74,237,70,0,0,237
530110405052028,45,124,43,0,0,124
530110405053001,70,225,70,0,0,225
530110405053002,10,38,10,0,0,38
530110405053004,32,99,32,0,0,99
530110405053005,16,56,5,0,0,56
530110405053007,115,348,114,0,0,348
530110405053008,1,10,1,0,0,10
530110405053009,20,67,20,0,0,67
530110405053011,1,6,1,0,0,6
530110405053012,8,31,8,0,0,31
530110405053014,47,126,47,0,0,126
530110405053015,51,151,51,0,0,151
530110405053017,113,327,113,0,0,327
530110405053018,11,36,11,0,0,36
530110405053019,5,35,5,0,6,29
530110405071000,49,105,48,0,0,105
530110405071001,2,2,0,0,0,2
530110405071003,14,35,14,0,0,35
530110405071004,51,129,51,0,0,129
530110405071007,2,10,2,0,0,10
530110405071009,4,6,4,0,0,6
530110405071011,1,7,1,0,0,7
530110405071013,3,10,3,0,0,10
530110405071014,1,25,0,0,0,25
530110405071018,168,389,162,0,0,389
530110406054025,18,65,12,0,0,65
530110406054028,23,73,23,0,0,73
530110406054029,4,24,4,0,0,24
530110406054031,16,62,16,0,0,62
530110406054032,15,59,13,0,0,59
530110406054036,2,7,2,0,0,7
530110406054037,49,82,49,0,0,82
530110406054039,16,46,14,0,0,46
530110406054040,12,38,10,0,0,38
530110406081000,1,18,1,0,0,18
530110406081003,16,31,15,0,0,31
530110406081005,23,44,23,0,0,44
530110406081008,4,6,4,0,0,6
530110406081011,127,339,121,0,0,339
530110406081012,23,69,23,0,0,69
530110406081013,23,38,6,0,0,38
530110406081015,30,64,30,0,0,64
530110406081016,68,179,68,0,0,179
530110406081021,2,20,2,0,0,20
530110406081022,40,112,40,0,3,109
530110406081023,26,64,26,0,0,64
530110406081025,8,21,8,0,0,21
530110406081026,11,32,11,0,0,32
530110406081028,241,391,230,0,0,391
530110406081029,2,11,2,0,0,11
530110406081032,2,8,2,0,0,8
530110402032005,33,76,33,0,0,76
530110402033002,45,116,41,0,0,116
530110402033003,69,193,69,0,0,193
530110402033004,58,153,49,0,0,153
530110402033005,11,29,11,0,0,29
530110402033006,53,161,53,0,0,161
530110402033007,15,40,15,0,0,40
530110402033008,6,31,6,0,0,31
530110402033009,2,1,0,0,0,1
530110402033010,2,10,2,0,0,10
530110402033011,9,27,9,0,0,27
530110402033012,10,17,10,0,0,17
530110406082000,38,105,38,0,0,105
530110406082001,12,44,12,0,0,44
530599501001698,1,5,1,0,0,5
530599504001010,23,34,23,0,0,34
530599504001021,1,3,0,0,0,3
530599504001028,22,33,12,0,0,33
530599504001031,4,11,4,0,0,11
530599504001033,1,4,1,0,0,4
530599504001034,1,3,1,0,0,3
530599504001035,6,10,6,0,0,10
530599504001036,1,6,1,0,0,6
530599504001043,2,2,2,0,0,2
530599504001044,1,1,0,0,0,1
530599504001045,2,4,0,0,0,4
530599504001046,55,123,54,0,0,123
530599504001047,11,28,11,0,0,28
530599504001048,5,17,5,0,0,17
530599504001050,46,102,44,0,0,102
530599504001051,11,10,7,0,0,10
530599504001053,7,24,6,0,0,24
530599504001054,16,30,16,0,0,30
530599504001056,3,3,3,0,0,3
530599504001058,3,11,3,0,0,11
530599504001060,3,6,3,0,0,6
530599504001064,1,3,1,0,0,3
530599504001066,2,1,0,0,0,1
530599504001067,5,12,5,0,0,12
530599504001068,6,14,6,0,0,14
530599504001074,2,12,2,0,0,12
530599504001076,2,6,2,0,0,6
530599504002004,12,16,12,0,0,16
530599504002005,2,7,2,0,0,7
530599504002006,3,9,3,0,0,9
530599504002007,5,9,5,0,0,9
530599504002008,3,1,3,0,0,1
530599504002009,7,9,3,0,0,9
530599504002010,6,14,6,0,0,14
530599504002015,55,88,51,0,0,88
530599504002016,14,32,12,0,0,32
530599504002017,2,3,2,0,0,3
530599504002018,8,13,8,0,0,13
530599501001766,1,2,1,0,0,2
530599504002021,8,22,8,0,0,22
530599504002022,3,8,0,0,0,8
530599504002024,27,40,17,0,0,40
530599504002028,5,10,0,0,0,10
530599504002029,3,6,3,0,0,6
530599504002032,9,32,9,0,0,32
530599504002034,3,16,3,0,0,16
530599504002042,1,8,1,0,0,8
530599504002044,4,16,0,0,0,16
530599504002045,4,4,0,0,0,4
530599504002051,33,83,31,0,0,83
530599504002052,17,25,17,0,0,25
530599504002054,11,23,11,0,0,23
530599504002057,1,5,1,0,0,5
530599504002059,3,6,3,0,0,6
530599504002060,1,16,1,0,0,16
530599504002061,178,304,143,0,0,304
530599504002062,2,1,2,0,0,1
530599504002063,3,13,3,0,0,13
530599504002064,2,12,0,0,0,12
530599504002065,8,22,8,0,0,22
530599504002066,19,44,17,0,0,44
530599504002067,54,98,49,0,0,98
530599501001832,1,3,1,0,0,3
530599502001005,2,6,1,0,0,6
530599502001008,1,13,0,0,0,13
530599504002068,7,12,7,0,0,12
530599504002069,1,4,1,0,0,4
530599504002071,7,15,7,0,0,15
530599504002072,47,103,37,0,0,103
530599504002081,7,8,0,0,0,8
530599504002084,1,10,1,0,0,10
530599504002087,24,49,21,0,0,49
530599505001001,14,26,13,0,0,26
530599505001004,21,40,19,0,0,40
530599505001005,7,9,3,0,0,9
530599505001007,43,85,25,0,0,85
530599505001008,13,19,13,0,0,19
530599505001010,22,44,12,0,0,44
530599502001012,63,151,63,0,0,151
530599502001013,1,6,0,0,0,6
530599502001014,43,111,43,0,0,111
530599502001015,22,50,12,0,0,50
530599502001016,43,84,43,0,0,84
530599502001017,1,7,1,0,0,7
530599502001018,17,29,17,0,0,29
530599502001019,4,15,4,0,0,15
530599502001021,20,31,14,0,0,31
530599502001022,2,6,2,0,0,6
530599502001023,2,8,2,0,0,8
530599502001024,3,7,3,0,0,7
530599502001025,13,28,10,0,0,28
530599502001026,32,62,31,0,0,62
530599505001014,12,29,12,0,0,29
530599505001015,9,24,9,0,0,24
530599505001018,21,45,21,0,0,45
530599505001020,1,3,0,0,0,3
530599505001021,1,10,1,0,0,10
530599505001022,4,10,4,0,0,10
530599505001023,14,38,7,0,0,38
530599505001024,3,4,0,0,0,4
530599505001025,88,148,76,0,0,148
530599505001027,10,20,8,0,0,20
530599505001030,8,26,8,0,0,26
530599505001031,14,31,12,0,0,31
