"BLOCK","HH","POP","HH_Occ","GQ_Inst","GQ_Non","GP"
530110405092011,11,30,11,0,0,30
530110405092012,4,11,1,0,0,11
530110405092014,5,18,5,0,0,18
530110405092015,6,37,6,0,0,37
530110405092016,9,32,9,0,0,32
530110405092018,1,3,1,0,0,3
530110405092019,3,11,3,0,0,11
530110405092021,9,26,9,0,0,26
530110405092022,25,48,25,0,0,48
530110405092025,4,6,4,0,0,6
530110405092026,6,6,4,0,0,6
530110405092028,51,109,48,0,0,109
530110405092029,5,4,5,0,0,4
530110405092031,9,18,9,0,0,18
530110405092032,5,26,5,0,0,26
530110405092034,7,31,7,0,0,31
530110405092035,5,14,5,0,0,14
530110405092036,4,14,3,0,0,14
530110402013000,42,93,42,0,0,93
530110402013002,2,8,2,0,0,8
530110402013007,33,93,24,0,0,93
530110402013008,8,16,8,0,0,16
530110402013009,22,39,22,0,0,39
530110402013010,7,23,7,0,0,23
530110402013011,2,13,2,0,0,13
530110402013013,1,11,1,0,0,11
530110402013014,31,65,31,0,0,65
530110402013015,4,17,4,0,0,17
530110402013016,14,37,14,0,0,37
530110407073005,22,72,22,0,0,72
530110407073006,60,156,60,0,15,141
530110407073008,13,39,13,0,0,39
530110407073009,10,36,10,0,0,36
530110407073011,35,117,35,0,0,117
530110407073012,57,133,57,0,0,133
530110407073013,45,142,45,0,6,136
530110407073014,18,48,18,0,0,48
530110407091000,25,79,24,0,0,79
530110407091001,8,26,8,0,0,26
530110407091003,12,29,12,0,0,29
530110407091004,1,12,1,0,0,12
530110407091005,48,136,48,0,0,136
530110407091006,18,45,18,0,0,45
530110407091007,77,196,77,0,0,196
530110407091008,23,58,23,0,0,58
530110407091011,23,62,23,0,0,62
530110407091015,20,48,20,0,0,48
530110407131001,6,32,6,0,0,32
530110407131002,18,52,18,0,0,52
530110407131004,56,133,56,0,0,133
530110407131005,72,165,70,0,0,165
530110407131007,36,99,36,0,0,99
530110407131008,40,107,40,0,0,107
530110407131010,27,103,27,0,0,103
530110407131011,19,70,19,0,0,70
530110407131012,47,129,45,0,0,129
530110407131014,12,28,12,0,0,28
530110407132000,185,546,185,0,0,546
530110407132002,46,118,44,0,0,118
530110407132003,12,43,10,0,0,43
530110407132005,40,142,40,0,0,142
530110407132006,12,47,4,0,0,47
530110407132007,40,106,36,0,0,106
530110407132009,13,73,13,0,0,73
530110407133000,22,99,22,0,0,99
530110407133002,23,53,23,0,0,53
530110407133003,306,786,294,0,0,786
530110407133005,27,82,25,0,7,75
530110407133006,24,76,24,0,0,76
530110407133008,40,126,40,0,0,126
530110407133009,20,83,20,0,0,83
530110407133010,12,22,12,0,0,22
530110407133011,17,40,17,0,0,40
530110407133012,26,95,26,0,0,95
530110407133013,12,30,12,0,0,30
530110407133014,13,23,13,0,0,23
530110404031031,10,40,10,0,0,40
530110404031032,1,19,0,0,7,12
530110404031033,1,5,1,0,0,5
530110404031034,53,156,53,0,0,156
530110404031035,64,199,59,0,0,199
530110404031036,7,17,7,0,0,17
530110404031037,15,41,15,0,0,41
530110404031038,55,128,53,0,0,128
530110404031039,12,33,12,0,0,33
530110404031040,162,423,162,0,0,423
530110404031041,10,29,9,0,0,29
530110404031044,29,90,29,0,0,90
530110404031045,42,97,42,0,0,97
530110404031047,3,17,0,0,0,17
530110404031048,9,29,9,0,0,29
530110404031050,20,59,20,0,0,59
530110404031051,18,82,18,0,0,82
530110404031052,4,31,4,0,0,31
530110404032001,41,108,40,0,0,108
530110404032002,15,51,8,0,0,51
530110404032004,48,147,48,0,0,147
530110404032005,18,54,18,0,0,54
530110404032007,34,62,34,0,0,62
530110404032008,18,39,18,0,0,39
530110404032009,14,62,12,0,0,62
530110404032011,10,25,6,0,0,25
530110404032012,20,61,20,0,0,61
530110404032014,33,87,31,0,0,87
530110404032015,5,24,5,0,0,24
530110404032017,8,20,8,0,0,20
530110404032018,4,27,4,0,0,27
530110404032019,6,18,6,0,0,18
530110404032021,11,26,11,0,0,26
530110404032022,8,16,8,0,0,16
530110404032024,21,51,21,0,0,51
530110401011047,3,15,3,0,0,15
530110401011048,2,17,2,0,0,17
530110401011049,1,9,1,0,0,9
530110401011050,2,16,0,0,0,16
530110401011051,4,19,0,0,0,19
530110401012000,54,228,51,0,0,228
530110401012002,28,79,27,0,0,79
530110401012003,5,19,5,0,0,19
530110401012004,11,26,11,0,0,26
530110405092038,1,7,1,0,0,7
530110405092039,8,16,8,0,0,16
530110405092041,13,12,13,0,0,12
530110405092042,13,15,13,0,0,15
530110405092044,2,2,2,0,0,2
530110405092047,6,13,6,0,0,13
530110405092049,2,4,0,0,0,4
530110405092050,2,2,2,0,0,2
530110405092051,4,1,2,0,0,1
530110405092052,8,15,8,0,0,15
530110405092053,2,18,2,0,0,18
530110405092055,11,21,11,0,0,21
530110405092056,4,19,0,0,0,19
530110405101000,8,27,5,0,0,27
530110405101001,25,84,16,0,0,84
530110405101003,39,107,39,0,0,107
530110405101005,3,7,3,0,0,7
530110405101006,6,24,6,0,0,24
530110405101008,24,52,24,0,0,52
530110405101009,59,166,59,0,0,166
530110405101010,3,16,3,0,0,16
530110405101012,4,11,4,0,0,11
530110405101013,42,100,41,0,0,100
530110405101016,8,16,8,0,0,16
530110405101018,19,50,19,0,0,50
530110405101019,24,65,24,0,0,65
530110405101020,10,38,10,0,0,38
530110405101022,10,31,10,0,0,31
530110405101023,20,64,20,0,0,64
530110405101025,3,12,3,0,0,12
530110405101026,10,14,10,0,0,14
530110405101028,4,11,4,0,0,11
530110402013017,4,18,4,0,0,18
530110402013018,3,11,3,0,0,11
530110402013019,2,13,2,0,0,13
530110402013021,37,104,37,0,0,104
530110402013023,5,15,5,0,0,15
530110402014000,11,32,5,0,0,32
530110402014001,52,129,52,0,0,129
530110402014002,13,42,13,0,0,42
530110402014003,161,445,161,0,0,445
530110402014004,11,29,2,0,0,29
530110407092001,38,101,38,0,0,101
530110407092003,9,34,9,0,0,34
530110407092004,179,495,176,0,0,495
530110407092007,12,53,12,0,0,53
530110407092008,130,369,130,0,0,369
530110407092009,16,40,16,0,0,40
530110407133015,14,39,14,0,0,39
530110407133016,10,27,10,0,0,27
530110407133018,12,37,12,0,0,37
530110407133019,28,82,28,0,0,82
530110407141000,37,133,37,0,0,133
530110407141001,131,384,131,0,0,384
530110407141002,8,34,8,0,0,34
530110407141003,8,32,8,0,0,32
530110407141004,18,79,18,0,0,79
530110407141005,174,373,163,0,0,373
530110407141007,11,55,11,0,0,55
530110407141008,202,346,159,0,0,346
530110407141009,23,90,23,0,0,90
530110407141010,1,38,1,0,0,38
530110404032025,23,57,23,0,0,57
530110404032027,10,39,10,0,0,39
530110404032028,7,13,7,0,0,13
530110404032030,15,42,15,0,0,42
530110404032031,8,15,8,0,0,15
530110404032032,24,69,24,0,0,69
530110404071001,11,48,11,0,0,48
530110404071003,275,548,261,0,0,548
530110404071004,44,125,44,0,0,125
530110404071005,9,29,9,0,0,29
530110404071006,23,55,18,0,0,55
530110404071007,28,88,28,0,0,88
530110404071008,13,53,7,0,0,53
530110404071009,11,37,11,0,0,37
530110404071010,11,69,11,0,0,69
530110404071012,17,37,17,0,0,37
530110404071013,14,39,14,0,0,39
530110404071015,12,28,12,0,0,28
530110404071016,33,97,33,0,0,97
530110404071017,11,42,11,0,0,42
530110404071019,10,38,10,0,0,38
530110404071020,31,100,31,0,0,100
530110404071022,14,51,14,0,0,51
530110404071023,16,54,16,0,0,54
530110404071025,21,55,21,0,0,55
530110404072002,3,16,3,0,0,16
530110404072003,8,25,8,0,0,25
530110404072008,1,13,1,0,0,13
530110404072009,3,15,3,0,0,15
530110404072010,7,25,7,0,0,25
530110404072012,3,16,3,0,0,16
530110401012008,8,19,7,0,0,19
530110401012009,40,138,40,0,0,138
530110401012016,3,15,0,0,0,15
530110401012017,3,19,3,0,0,19
530110401012018,13,45,13,0,0,45
530110401012019,7,11,7,0,0,11
530110401012020,6,13,6,0,0,13
530110401012021,5,17,5,0,0,17
530110401012022,6,30,6,0,0,30
530110405102001,185,459,185,0,0,459
530110405102003,53,142,48,0,0,142
530110405102004,26,55,23,0,0,55
530110405102006,17,54,17,0,0,54
530110405102007,8,30,8,0,0,30
530110405102009,9,23,9,0,0,23
530110405102010,206,585,205,0,0,585
530110405102012,27,64,27,0,0,64
530110405102013,15,37,15,0,0,37
530110405102014,13,42,13,0,0,42
530110405102015,1,18,0,0,0,18
530110405103000,211,578,209,0,0,578
530110405103003,50,114,45,0,0,114
530110405103004,68,169,60,0,0,169
530110405103005,28,81,18,0,0,81
530110405103006,27,78,27,0,0,78
530110405103008,19,46,17,0,0,46
530110405103009,17,51,17,0,0,51
530110405104000,1,12,0,0,0,12
530110405104003,2,16,0,0,0,16
530110405104005,31,86,30,0,0,86
530110405104006,16,34,16,0,0,34
530110405104007,17,32,17,0,0,32
530110405104009,136,335,124,0,0,335
530110405104010,21,69,21,0,0,69
530110405104012,7,21,7,0,0,21
530110405104013,3,19,3,0,0,19
530110405104015,21,65,19,0,0,65
530110405104016,3,10,3,0,0,10
530110405104017,7,27,7,0,0,27
530110405104019,5,6,5,0,0,6
530110405104020,23,48,23,0,0,48
530110405104022,9,39,9,0,0,39
530110402014008,30,75,27,0,0,75
530110402014009,24,70,24,0,0,70
530110402014010,25,66,25,0,0,66
530110402014011,34,86,34,0,0,86
530110402014012,82,203,80,0,0,203
530110402014013,61,156,61,0,0,156
530110402014014,5,13,5,0,0,13
530110402014016,3,8,3,0,0,8
530110402014017,6,15,6,0,0,15
530110402014018,4,3,4,0,0,3
530110402014019,10,43,10,0,0,43
530110402014020,5,25,5,0,0,25
530110402014021,94,225,94,0,0,225
530110402013012,44,112,44,0,0,112
530110402014023,29,73,29,0,0,73
530110402014024,39,93,39,0,0,93
530110407092010,6,19,0,0,0,19
530110407092012,26,104,26,0,0,104
530110407092015,2,27,2,0,0,27
530110407092016,8,21,8,0,0,21
530110407092017,18,75,18,0,0,75
530110407092019,18,88,18,0,0,88
530110407092020,47,151,47,0,0,151
530110407092022,2,22,1,0,0,22
530110407141011,9,43,9,0,0,43
530110407142002,44,126,44,0,0,126
530110407142003,22,75,16,0,0,75
530110407142007,177,392,160,0,0,392
530110407142008,36,97,36,0,0,97
530110404072013,84,178,83,0,0,178
530110404072015,10,23,10,0,0,23
530110404072016,5,14,5,0,0,14
530110404072018,16,53,16,0,0,53
530110404072019,8,39,8,0,0,39
530110404072021,7,34,7,0,0,34
530110404072022,7,31,7,0,0,31
530110404072023,25,64,25,0,0,64
530110404072024,9,29,9,0,0,29
530110404072025,5,13,4,0,0,13
530110404072026,18,28,16,0,0,28
530110404072027,16,36,15,0,0,36
530110404073001,199,438,199,0,0,438
530110404073002,42,135,42,0,0,135
530110404073003,21,53,21,0,0,53
530110407133017,10,37,6,0,0,37
530110407142010,353,684,333,0,0,684
530110407142011,125,269,125,0,0,269
530110407142012,77,181,72,0,0,181
530110407142014,4,30,4,0,0,30
530110407151000,1,10,1,0,0,10
530110407151001,1,2,1,0,0,2
530110407151004,35,91,35,0,0,91
530110407151007,4,19,4,0,0,19
530110407151008,13,38,13,0,0,38
530110407151010,3,16,3,0,0,16
530110407151011,2,11,2,0,0,11
530110407151013,5,18,2,0,0,18
530110407151014,2,6,1,0,0,6
530110401012028,68,222,68,0,0,222
530110401012029,6,22,6,0,0,22
530110404073004,15,60,15,0,0,60
530110404073005,21,52,20,0,0,52
530110404073007,75,206,75,0,0,206
530110404073008,10,55,10,0,0,55
530110404073010,12,33,12,0,0,33
530110404073011,10,39,10,0,0,39
530110404073012,12,40,7,0,0,40
530110404073014,58,170,53,0,0,170
530110404073015,19,57,19,0,0,57
530110404073017,14,21,6,0,0,21
530110404073018,5,13,4,0,0,13
530110404074001,2,8,1,0,0,8
530110404074002,151,327,150,0,0,327
530110404074003,20,60,19,0,0,60
530110404074005,10,28,10,0,0,28
530110404074006,11,35,11,0,0,35
530110404074009,10,49,10,0,0,49
530110404074010,6,15,0,0,0,15
530110404074011,1,16,1,0,0,16
530110404074012,9,18,9,0,0,18
530110404074014,1,8,1,0,0,8
530110404074015,92,105,90,0,0,105
530110404074016,8,18,5,0,0,18
530110404081000,21,55,20,0,0,55
530110404081001,11,22,11,0,0,22
530110401012001,1,4,1,0,0,4
530110401012027,7,25,7,0,0,25
530110401012032,14,41,14,0,0,41
530110401012033,5,9,5,0,0,9
530110401012034,7,29,7,0,0,29
530110401012036,6,20,6,0,0,20
530110401012037,4,13,4,0,0,13
530110405104023,1,5,1,0,0,5
530110405104026,37,83,36,0,0,83
530110405104028,20,38,20,0,0,38
530110402014022,16,53,16,0,0,53
530110405104029,3,10,1,0,0,10
530110405104031,5,29,5,0,0,29
530110405104032,40,70,40,0,0,70
530110405104034,77,148,67,0,0,148
530110405104035,12,27,12,0,0,27
530110405104038,16,55,16,0,0,55
530110405104041,9,21,9,0,0,21
530110405111002,5,6,5,0,0,6
530110405111003,162,458,162,0,0,458
530110405111005,8,30,3,0,0,30
530110405111006,15,41,15,0,0,41
530110405111008,4,18,4,0,0,18
530110405111010,51,138,51,0,0,138
530110405111012,3,22,3,0,0,22
530110405111019,5,23,5,0,0,23
530110405111020,7,26,2,0,0,26
530110405112001,1,11,1,0,0,11
530110405112002,10,32,10,0,0,32
530110405112004,101,234,101,0,0,234
530110405112005,9,37,9,0,0,37
530110405112006,1,4,1,0,0,4
530110405112007,7,20,7,0,0,20
530110405112008,22,48,20,0,0,48
530110405112009,79,226,79,0,0,226
530110405112010,26,73,23,0,0,73
530110405112011,18,61,18,0,0,61
530110402014028,3,11,3,0,0,11
530110402014030,4,20,4,0,0,20
530110402014031,5,27,2,0,0,27
530110402014032,1,7,1,0,0,7
530110402014033,17,53,17,0,0,53
530110402021003,25,59,22,0,0,59
530110407093000,4,38,4,0,0,38
530110407093001,57,141,57,0,0,141
530110407093003,14,68,14,0,0,68
530110407093005,267,535,259,0,0,535
530110407093006,69,178,69,0,0,178
530110407093010,35,115,35,0,0,115
530110407093011,93,317,93,0,0,317
530110407093012,24,85,19,0,0,85
530110407151017,21,52,21,0,0,52
530110407151018,5,17,0,0,0,17
530110407151019,16,64,16,0,0,64
530110407151020,44,155,44,0,0,155
530110407151021,2,13,2,0,0,13
530110407151022,71,209,71,0,0,209
530110407151023,51,182,51,0,0,182
530110407151024,5,18,5,0,0,18
530110407151028,89,265,89,0,0,265
530110404081003,43,121,42,0,0,121
530110404081004,6,23,6,0,0,23
530110404081005,41,93,41,0,0,93
530110404081007,44,106,41,0,0,106
530110404081008,9,23,9,0,0,23
530110404081010,5,12,3,0,0,12
530110404081011,20,61,20,0,0,61
530110404081014,13,51,8,0,0,51
530110404081015,35,106,35,0,0,106
530110404081018,4,31,4,0,0,31
530110404082000,66,147,63,0,0,147
530110404082001,24,65,24,0,0,65
530110404082003,96,300,93,0,16,284
530110404082004,10,32,10,0,0,32
530110404082005,12,47,12,0,0,47
530110404082007,112,309,112,0,0,309
530110404082008,2,6,2,0,0,6
530110404082010,5,19,5,0,0,19
530110404082011,46,179,46,0,6,173
530110404082013,3,24,2,0,0,24
530110404082014,59,192,59,0,15,177
530110404082016,34,90,34,0,0,90
530110404082017,24,67,24,0,0,67
530110404083001,123,383,123,0,7,376
530110404083002,1,4,1,0,0,4
530110404083003,38,116,38,0,0,116
530110404083004,3,15,0,0,0,15
530110404083005,43,144,40,0,0,144
530110404083006,36,106,36,0,0,106
530110404083007,28,58,26,0,0,58
530110404083008,72,221,70,0,0,221
530110404083009,19,65,19,0,0,65
530110404083010,10,30,10,0,0,30
530110404083011,9,25,9,0,0,25
530110401013000,13,31,13,0,0,31
530110401013001,8,36,8,0,0,36
530110401013002,3,6,0,0,0,6
530110401013004,2,15,2,0,0,15
530110401013005,12,29,5,0,0,29
530110401013006,6,24,6,0,0,24
530110401013007,2,14,2,0,0,14
530110401013008,145,402,145,0,0,402
530110401013009,167,548,167,0,0,548
530110401013010,1,6,1,0,0,6
530110401013012,7,35,7,0,0,35
530110401013013,11,40,11,0,0,40
530110401013015,14,41,14,0,0,41
530110405112012,25,49,23,0,0,49
530110405112015,2,6,2,0,0,6
530110405112016,13,30,13,0,0,30
530110405112018,38,100,38,0,0,100
530110405112019,6,18,6,0,0,18
530110405112021,4,10,4,0,0,10
530110405112025,3,5,3,0,0,5
530110405112026,17,46,12,0,0,46
530110405112028,1,11,0,0,0,11
530110405112029,1,3,1,0,0,3
530110405121003,3,6,3,0,0,6
530110405121006,54,101,54,0,0,101
530110405121007,6,21,0,0,0,21
530110405121009,9,31,9,0,0,31
530110405121010,62,207,62,0,0,207
530110405121011,135,416,130,0,0,416
530110405121013,32,85,30,0,0,85
530110405121014,12,43,12,0,0,43
530110405121016,21,40,19,0,0,40
530110405121017,13,42,13,0,0,42
530110405121019,12,27,12,0,0,27
530110405121020,13,43,13,0,0,43
530110405121022,23,75,23,0,0,75
530110405121023,12,42,12,0,0,42
530110405121024,27,95,27,0,0,95
530110405121025,130,383,130,0,0,383
530110405121026,6,26,6,0,0,26
530110405121027,6,13,6,0,0,13
530110405121028,8,29,8,0,0,29
530110402021010,9,21,3,0,0,21
530110402021011,1,3,0,0,0,3
530110402021012,11,35,11,0,0,35
530110402021013,6,18,5,0,0,18
530110402021014,12,32,12,0,0,32
530110402021015,22,71,22,0,0,71
530110402021016,3,6,3,0,0,6
530110402021017,24,98,24,0,0,98
530110402021020,25,49,25,0,0,49
530110402021021,2,6,2,0,0,6
530110407093013,21,71,16,0,0,71
530110407093014,20,87,16,0,0,87
530110407093015,50,172,50,0,0,172
530110407093016,28,99,28,0,0,99
530110407093017,20,70,20,0,0,70
530110407093018,21,75,21,0,0,75
530110407092021,22,77,22,0,0,77
530110407093002,31,114,26,0,0,114
530110407093019,21,66,21,0,0,66
530110407093020,21,67,21,0,0,67
530110407093021,9,33,9,0,0,33
530110407093022,30,74,30,0,0,74
530110407111000,283,719,282,0,0,719
530110407111001,2,12,2,0,0,12
530110407152002,70,206,66,0,0,206
530110407152004,19,50,11,0,0,50
530110407152005,29,86,29,0,0,86
530110407152006,1,11,1,0,0,11
530110407152007,16,50,16,0,0,50
530110407152008,4,14,4,0,0,14
530110404091001,1,9,1,0,0,9
530110404091002,94,205,94,0,0,205
530110404091004,27,53,27,0,0,53
530110404091005,17,52,17,0,0,52
530110404091006,40,88,40,0,0,88
530110404091008,31,84,31,0,0,84
530110404091009,11,34,5,0,0,34
530110404091011,23,69,22,0,0,69
530110404091012,23,59,23,0,0,59
530110404091014,12,56,12,0,0,56
530110404091015,28,51,26,0,0,51
530110404091018,6,25,5,0,0,25
530110404091019,17,44,17,0,0,44
530110404091021,15,41,15,0,0,41
530110404092000,98,272,98,0,0,272
530110404092002,10,43,9,0,0,43
530110404092003,9,22,9,0,0,22
530110404092004,16,36,16,0,0,36
530110404092006,37,110,37,0,0,110
530110404092007,2,8,0,0,0,8
530110404111000,22,57,12,0,0,57
530110404111001,1,22,0,0,0,22
530110404111003,10,32,0,0,0,32
530110404111004,16,51,15,0,0,51
530110404111006,10,25,6,0,0,25
530110404111007,42,130,42,0,8,122
530110404112000,42,166,41,52,0,114
530110404112001,91,18,3,1,0,17
530110404112004,108,269,100,0,54,215
530110404112005,12,13,12,0,0,13
530110404112007,138,249,128,55,0,194
530110404121000,38,87,37,0,0,87
530110404121001,10,29,10,0,0,29
530110401013017,5,17,1,0,0,17
530110401013018,6,23,6,0,0,23
530110401014003,190,477,184,0,0,477
530110401014005,18,35,18,0,0,35
530110401014008,12,24,12,0,0,24
530110401014010,4,17,4,0,0,17
530110401014015,14,50,14,0,0,50
530110405121029,14,48,14,0,0,48
530110405121030,34,90,34,0,0,90
530110405121031,11,62,11,0,0,62
530110405131000,5,13,1,0,0,13
530110405131002,3,8,3,0,0,8
530110405131005,57,132,57,0,0,132
530110405131006,18,48,18,0,0,48
530110405131009,71,205,71,0,0,205
530110405131010,16,49,16,0,0,49
530110405131015,50,128,50,0,0,128
530110405131018,22,57,22,0,0,57
530110405131019,44,87,44,0,0,87
530110405131020,25,80,25,0,0,80
530110405131022,28,64,28,0,0,64
530110405131023,33,94,29,0,0,94
530110405131025,146,339,146,0,0,339
530110405131026,28,93,26,0,0,93
530110405131028,10,31,10,0,0,31
530110405131029,1,13,1,0,0,13
530110405131030,13,33,13,0,0,33
530110405131033,8,32,8,0,0,32
530110405131035,27,48,27,0,0,48
530110405131036,10,27,8,0,0,27
530110405131038,11,36,11,0,0,36
530110405131039,9,19,9,0,0,19
530110405132001,12,53,12,0,0,53
530110405132002,7,32,7,0,0,32
530110405132003,24,68,24,0,0,68
530110405132004,7,24,5,0,0,24
530110405132005,20,54,20,0,0,54
530110402021026,19,59,14,0,0,59
530110402021027,7,25,7,0,0,25
530110402021028,20,62,17,0,0,62
530110402021030,4,7,4,0,0,7
530110402021031,4,9,4,0,0,9
530110402021032,17,54,17,0,0,54
530110402021033,10,35,8,0,0,35
530110402021035,1,4,0,0,0,4
530110402021036,7,24,7,0,0,24
530110402021037,1,13,0,0,0,13
530110405132017,20,64,20,0,0,64
530110405132018,24,77,24,0,0,77
530110405132019,39,97,39,0,0,97
530110402021019,15,50,15,0,0,50
530110402021022,3,3,0,0,0,3
530110402021038,8,15,8,0,0,15
530110402021039,5,22,5,0,0,22
530110402021041,4,10,4,0,0,10
530110407111004,8,36,8,0,0,36
530110407111005,14,47,14,0,0,47
530110407111006,14,45,12,0,0,45
530110407111007,14,33,14,0,0,33
530110407111008,8,25,8,0,0,25
530110407112000,16,50,16,0,0,50
530110407112001,19,63,13,0,0,63
530110408031002,35,85,35,0,0,85
530110408031003,3,23,3,0,0,23
530110408031005,22,72,22,0,0,72
530110404121002,76,235,71,0,0,235
530110404121003,12,35,12,0,0,35
530110404121004,12,49,12,0,0,49
530110404121007,22,57,22,0,0,57
530110404121008,14,55,14,0,0,55
530110404121010,93,280,93,0,0,280
530110404121011,23,58,23,0,0,58
530110404121016,34,77,31,0,0,77
530110404121017,308,640,302,0,0,640
530110404121018,15,55,15,0,0,55
530110404121020,20,57,20,0,0,57
530110404121021,20,55,20,0,0,55
530110404121023,17,74,17,0,0,74
530110401014016,25,61,23,0,0,61
530110401021000,67,204,60,0,0,204
530110401021001,2,10,2,0,0,10
530110401021002,77,266,74,0,0,266
530110401021003,14,56,14,0,0,56
530110401021004,9,35,9,0,0,35
530110404121024,19,62,19,0,0,62
530110404122000,17,45,17,0,0,45
530110404122001,30,72,28,0,0,72
530110404122003,397,872,381,0,0,872
530110404122004,16,54,16,0,0,54
530110404122006,5,22,5,0,0,22
530110404122007,37,73,35,0,0,73
530110404122008,44,111,44,0,0,111
530110404122010,17,38,11,0,0,38
530110404122011,315,541,286,0,0,541
530110404122013,26,31,22,0,0,31
530110404122014,6,27,5,0,0,27
530110404122016,11,19,10,0,0,19
530110404122017,25,41,18,0,0,41
530110404122019,18,43,18,0,0,43
530110404122021,153,408,147,0,0,408
530110404122023,6,22,6,0,0,22
530110401012035,7,8,7,0,0,8
530110401014002,3,1,3,0,0,1
530110401014011,11,14,11,0,0,14
530110401021005,3,12,3,0,0,12
530110401021006,27,81,27,0,0,81
530110401023016,6,13,6,0,0,13
530110401023017,2,10,0,0,0,10
530110401023021,6,6,4,0,0,6
530110401023022,4,1,4,0,0,1
530110401023023,7,16,7,0,0,16
530110401023024,7,20,7,0,0,20
530110405132006,34,90,29,0,0,90
530110405132007,142,327,132,0,0,327
530110405132008,9,32,9,0,0,32
530110405132009,12,23,12,0,0,23
530110405132010,104,285,104,0,0,285
530110405132011,15,38,15,0,0,38
530110405132012,93,231,90,0,0,231
530110405132013,8,39,8,0,0,39
530110405132014,10,22,10,0,0,22
530110405132015,79,180,79,0,0,180
530110405132021,54,181,54,0,15,166
530110405132022,9,23,9,0,0,23
530110405132024,22,74,22,0,0,74
530110405132025,20,51,20,0,0,51
530110405132027,4,18,4,0,0,18
530110406031000,24,88,22,0,0,88
530110406031001,106,312,96,0,0,312
530110406031003,53,158,53,0,0,158
530110406031004,41,94,37,0,0,94
530110406031006,12,47,12,0,0,47
530110406032000,7,24,7,0,0,24
530110406032001,6,24,6,0,0,24
530110406032002,1,5,1,0,0,5
530110406032003,23,47,23,0,0,47
530110406032004,51,119,51,0,0,119
530110406032005,22,59,22,0,0,59
530110406032006,4,15,4,0,0,15
530110406032007,5,29,5,0,0,29
530110406032008,57,157,57,0,0,157
530110406032009,46,106,43,0,0,106
530110406032010,4,11,4,0,0,11
530110406032011,16,54,16,0,0,54
530110406032012,2,8,2,0,0,8
530110406032013,1,10,1,0,0,10
530110406032014,1,17,1,0,0,17
530110406032016,10,35,10,0,0,35
530110406032017,18,47,18,0,0,47
530110406032019,15,75,15,0,0,75
530110406032020,4,25,4,0,0,25
530110406032021,53,121,53,0,0,121
530110406032024,6,32,6,0,0,32
530110406033002,4,14,3,0,0,14
530110406033004,21,56,21,0,0,56
530110402021042,5,17,5,0,0,17
530110402021043,9,30,7,0,0,30
530110402021045,13,39,13,0,0,39
530110402021046,98,285,98,0,0,285
530110402021047,4,16,4,0,0,16
530110402021049,17,27,17,0,0,27
530110402021050,40,100,40,0,0,100
530110402021051,13,60,10,0,0,60
530110402022000,86,238,85,0,0,238
530110402022001,36,105,36,0,0,105
530110402022002,17,58,17,0,0,58
530110407112003,10,32,10,0,0,32
530110407112005,18,74,18,0,0,74
530110407112006,23,55,19,0,0,55
530110407112007,12,44,5,0,0,44
530110407112008,46,126,46,0,0,126
530110407112009,6,30,6,0,0,30
530110407112010,24,71,24,0,8,63
530110407112013,11,43,11,0,0,43
530110407152012,7,19,7,0,0,19
530110408031008,10,40,10,0,0,40
530110408031009,22,56,22,0,0,56
530110408031013,20,68,20,0,0,68
530110408031014,111,129,111,0,0,129
530110408031015,173,426,173,0,0,426
530110404122024,14,30,14,0,0,30
530110404122026,14,52,13,0,0,52
530110404122027,10,25,7,0,0,25
530110404122030,31,114,31,0,0,114
530110404122031,26,72,26,0,0,72
530110404122033,8,37,8,0,0,37
530110404122034,9,24,9,0,0,24
530110404131000,153,376,153,0,0,376
530110404131001,11,32,11,0,0,32
530110404131002,26,60,20,0,0,60
530110404131003,30,115,22,0,0,115
530110404131004,36,109,36,0,0,109
530110404131005,29,104,27,0,0,104
530110404131006,4,20,3,0,0,20
530110404131007,88,292,88,0,0,292
530110404131008,15,64,13,0,11,53
530110404131009,15,63,15,0,0,63
530110404131010,70,213,70,0,0,213
530110404131011,20,89,20,0,0,89
530110404131012,13,53,13,0,0,53
530110404131013,100,302,96,0,0,302
530110404131015,13,37,13,0,0,37
530110404132000,55,178,55,0,0,178
530110404132002,126,317,126,0,0,317
530110404132003,18,67,18,0,0,67
530110404132004,90,184,81,0,0,184
530110404132006,190,329,165,0,0,329
530110404141000,64,181,58,0,0,181
530110404141002,7,18,7,0,0,18
530110404141005,84,237,84,0,0,237
530110404141006,9,19,7,0,0,19
530110404141007,4,11,4,0,0,11
530110404141009,1,10,1,0,0,10
530110404141010,2,16,2,0,0,16
530110404141012,69,202,69,0,0,202
530110401021008,12,53,12,0,0,53
530110401021009,1,12,1,0,0,12
530110401021010,18,60,18,0,0,60
530110401021011,3,11,3,0,0,11
530110401021012,30,62,30,0,0,62
530110401021013,42,106,41,0,0,106
530110401021014,3,15,3,0,0,15
530110401021015,4,14,4,0,0,14
530110401021016,25,68,25,0,0,68
530110401022001,6,12,5,0,0,12
530110401022002,27,74,27,0,0,74
530110401022003,4,12,4,0,0,12
530110401022004,3,28,0,0,0,28
530110401022005,7,43,2,0,0,43
530110401023025,9,15,9,0,0,15
530110401023026,4,17,2,0,0,17
530110401023027,9,25,9,0,0,25
530110401023028,7,20,7,0,0,20
530110401023029,10,28,10,0,0,28
530110401023030,11,34,11,0,0,34
530110401023033,6,16,6,0,0,16
