geography,id,num_hh_control,hh_by_type_sf_control,hh_by_type_sfa_control,hh_by_type_dup_control,hh_by_type_mf4_control,hh_by_type_mf9_control,hh_by_type_mf19_control,hh_by_type_mf49_control,hh_by_type_mf50_control,hh_by_type_mh_control,hh_by_type_rv_control,hh_size_1_control,hh_size_2_control,hh_size_3_control,hh_size_4_control,hh_size_5_control,hh_size_6_control,hh_size_7_control,hh_inc_1_control,hh_inc_2_control,hh_inc_3_control,hh_inc_4_control,hh_inc_5_control,hh_inc_6_control,hh_inc_7_control,hh_inc_8_control,hh_inc_9_control,hhkid_control,hh_veh_0_control,hh_veh_1_control,hh_veh_2_control,hh_veh_3_control,hh_veh_4_control,hh_veh_5_control,hh_age_1_control,hh_age_2_control,hh_age_3_control,hh_age_4_control,hh_age_5_control,hh_age_6_control,hh_age_7_control,hh_age_8_control,hh_age_9_control,hh_age_10_control,hh_age_11_control,hh_age_12_control,persons_occ_1_control,persons_occ_2_control,persons_occ_4_control,persons_occ_5_control,persons_occ_6_control,hh_wrks_0_control,hh_wrks_1_control,hh_wrks_2_control,hh_wrks_3_plus_control,num_hh_result,hh_by_type_sf_result,hh_by_type_sfa_result,hh_by_type_dup_result,hh_by_type_mf4_result,hh_by_type_mf9_result,hh_by_type_mf19_result,hh_by_type_mf49_result,hh_by_type_mf50_result,hh_by_type_mh_result,hh_by_type_rv_result,hh_size_1_result,hh_size_2_result,hh_size_3_result,hh_size_4_result,hh_size_5_result,hh_size_6_result,hh_size_7_result,hh_inc_1_result,hh_inc_2_result,hh_inc_3_result,hh_inc_4_result,hh_inc_5_result,hh_inc_6_result,hh_inc_7_result,hh_inc_8_result,hh_inc_9_result,hhkid_result,hh_veh_0_result,hh_veh_1_result,hh_veh_2_result,hh_veh_3_result,hh_veh_4_result,hh_veh_5_result,hh_age_1_result,hh_age_2_result,hh_age_3_result,hh_age_4_result,hh_age_5_result,hh_age_6_result,hh_age_7_result,hh_age_8_result,hh_age_9_result,hh_age_10_result,hh_age_11_result,hh_age_12_result,persons_occ_1_result,persons_occ_2_result,persons_occ_4_result,persons_occ_5_result,persons_occ_6_result,hh_wrks_0_result,hh_wrks_1_result,hh_wrks_2_result,hh_wrks_3_plus_result,num_hh_diff,hh_by_type_sf_diff,hh_by_type_sfa_diff,hh_by_type_dup_diff,hh_by_type_mf4_diff,hh_by_type_mf9_diff,hh_by_type_mf19_diff,hh_by_type_mf49_diff,hh_by_type_mf50_diff,hh_by_type_mh_diff,hh_by_type_rv_diff,hh_size_1_diff,hh_size_2_diff,hh_size_3_diff,hh_size_4_diff,hh_size_5_diff,hh_size_6_diff,hh_size_7_diff,hh_inc_1_diff,hh_inc_2_diff,hh_inc_3_diff,hh_inc_4_diff,hh_inc_5_diff,hh_inc_6_diff,hh_inc_7_diff,hh_inc_8_diff,hh_inc_9_diff,hhkid_diff,hh_veh_0_diff,hh_veh_1_diff,hh_veh_2_diff,hh_veh_3_diff,hh_veh_4_diff,hh_veh_5_diff,hh_age_1_diff,hh_age_2_diff,hh_age_3_diff,hh_age_4_diff,hh_age_5_diff,hh_age_6_diff,hh_age_7_diff,hh_age_8_diff,hh_age_9_diff,hh_age_10_diff,hh_age_11_diff,hh_age_12_diff,persons_occ_1_diff,persons_occ_2_diff,persons_occ_4_diff,persons_occ_5_diff,persons_occ_6_diff,hh_wrks_0_diff,hh_wrks_1_diff,hh_wrks_2_diff,hh_wrks_3_plus_diff
TRACT,53011041326,826,768,45,0,0,0,0,0,0,13,0,194,150,191,155,88,35,13,28,46,42,86,201,167,154,69,33,356,16,168,437,117,59,29,109,242,224,171,273,306,394,392,223,180,42,4,445,175,220,107,279,176,300,256,94,826,768,45,0,0,0,0,0,0,13,0,186,147,191,158,91,38,15,28,46,42,86,201,167,154,69,33,357,16,167,438,116,60,29,107,236,219,166,266,299,385,383,220,175,41,4,421,169,210,102,265,167,297,262,100,0,0,0,0,0,0,0,0,0,0,0,-8,-3,0,3,3,3,2,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0,-2,-6,-5,-5,-7,-7,-9,-9,-3,-5,-1,0,-24,-6,-10,-5,-14,-9,-3,6,6
TRACT,53011041328,2505,1174,246,27,165,476,92,69,214,42,0,664,848,545,334,93,21,0,124,15,69,185,472,396,659,337,248,745,255,864,985,401,0,0,273,594,305,139,412,1264,863,664,952,427,123,42,1631,354,787,156,415,459,972,1038,36,2505,1175,246,27,164,476,92,69,214,42,0,654,842,549,340,98,22,0,124,15,69,185,472,397,659,337,247,745,255,864,985,401,0,0,268,584,300,137,405,1243,847,656,944,420,121,42,1564,345,756,152,403,437,964,1065,39,0,1,0,0,-1,0,0,0,0,0,0,-10,-6,4,6,5,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-5,-10,-5,-2,-7,-21,-16,-8,-8,-7,-2,0,-67,-9,-31,-4,-12,-22,-8,27,3
TRACT,53011041329,2399,1285,75,0,17,170,261,67,524,0,0,709,939,274,172,149,144,12,91,13,158,241,531,319,450,247,349,760,233,884,942,244,44,52,304,381,372,179,350,903,845,674,578,368,337,106,1131,334,526,61,241,696,1014,560,129,2399,1287,74,0,18,170,260,67,523,0,0,749,948,266,161,136,126,13,91,13,158,241,532,318,451,247,348,755,233,885,940,244,44,53,318,397,387,187,365,939,878,702,606,384,354,112,1202,361,558,66,262,725,1020,539,115,0,2,-1,0,1,0,-1,0,-1,0,0,40,9,-8,-11,-13,-18,1,0,0,0,0,1,-1,1,0,-1,-5,0,1,-2,0,0,1,14,16,15,8,15,36,33,28,28,16,17,6,71,27,32,5,21,29,6,-21,-14
TRACT,53011041330,1661,1523,49,13,24,0,0,0,0,52,0,304,483,330,405,82,35,22,110,23,140,156,210,365,349,231,77,611,16,354,623,391,199,78,265,353,393,113,393,850,841,686,516,298,129,30,864,471,595,522,240,295,582,530,254,1661,1523,49,13,24,0,0,0,0,52,0,296,476,328,411,85,38,26,110,23,140,156,211,364,349,231,77,612,16,355,622,391,199,78,261,349,384,111,387,841,828,675,511,293,127,30,823,454,573,494,234,281,573,542,265,0,0,0,0,0,0,0,0,0,0,0,-8,-7,-2,6,3,3,4,0,0,0,0,1,-1,0,0,0,1,0,1,-1,0,0,0,-4,-4,-9,-2,-6,-9,-13,-11,-5,-5,-2,0,-41,-17,-22,-28,-6,-14,-9,12,11
TRACT,53011041331,1058,365,235,24,94,192,46,12,73,17,0,275,300,174,145,101,15,48,83,26,136,79,265,184,188,95,2,328,32,342,395,211,59,19,179,159,186,113,528,580,340,218,194,296,76,53,499,281,436,128,232,223,400,294,141,1058,365,234,24,95,193,46,12,72,17,0,279,301,173,143,99,15,48,83,25,135,80,266,184,188,95,2,328,31,342,397,211,58,19,181,163,186,115,533,589,344,219,196,301,77,54,496,281,435,127,233,220,398,298,142,0,0,-1,0,1,1,0,0,-1,0,0,4,1,-1,-2,-2,0,0,0,-1,-1,1,1,0,0,0,0,0,-1,0,2,0,-1,0,2,4,0,2,5,9,4,1,2,5,1,1,-3,0,-1,-1,1,-3,-2,4,1
TRACT,53011041332,1244,1208,16,0,0,0,0,0,9,11,0,278,392,265,165,65,79,0,31,69,18,182,155,134,466,161,28,410,16,211,410,246,241,120,111,266,231,175,347,518,573,358,420,437,123,36,584,351,372,339,515,335,221,481,207,1244,1208,16,0,0,0,0,0,9,11,0,259,378,263,168,71,88,0,31,69,18,182,155,134,466,161,28,410,16,210,410,247,241,120,108,258,225,169,334,501,553,343,408,424,120,35,543,332,349,315,484,312,217,492,223,0,0,0,0,0,0,0,0,0,0,0,-19,-14,-2,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-3,-8,-6,-6,-13,-17,-20,-15,-12,-13,-3,-1,-41,-19,-23,-24,-31,-23,-4,11,16
TRACT,53011041333,1098,1082,9,0,0,0,0,0,0,7,0,275,413,102,184,84,32,8,14,95,80,153,208,157,162,122,107,347,7,300,402,247,100,42,190,232,161,201,268,389,588,261,672,293,28,22,560,230,364,184,261,303,367,343,85,1098,1082,9,0,0,0,0,0,0,7,0,244,384,99,187,90,36,10,14,95,80,153,207,157,163,122,107,348,7,298,403,246,100,44,182,222,155,192,255,369,557,248,642,278,27,21,513,216,337,171,245,281,363,358,96,0,0,0,0,0,0,0,0,0,0,0,-31,-29,-3,3,6,4,2,0,0,0,0,-1,0,1,0,0,1,0,-2,1,-1,0,2,-8,-10,-6,-9,-13,-20,-31,-13,-30,-15,-1,-1,-47,-14,-27,-13,-16,-22,-4,15,11
TRACT,53011041334,878,878,0,0,0,0,0,0,0,0,0,10,219,178,177,245,32,17,0,14,16,44,74,64,214,122,330,439,29,78,263,260,142,106,108,114,236,227,391,166,431,592,283,305,86,4,609,304,455,81,567,87,232,283,276,878,878,0,0,0,0,0,0,0,0,0,13,242,183,173,226,28,13,0,14,16,44,75,64,213,122,330,440,29,78,264,261,142,104,116,121,251,241,412,177,460,635,304,326,93,4,600,302,447,82,558,83,225,283,287,0,0,0,0,0,0,0,0,0,0,0,3,23,5,-4,-19,-4,-4,0,0,0,0,1,0,-1,0,0,1,0,0,1,1,0,-2,8,7,15,14,21,11,29,43,21,21,7,0,-9,-2,-8,1,-9,-4,-7,0,11
TRACT,53011041335,1911,1782,58,0,11,0,0,0,45,15,0,413,523,365,350,167,0,93,24,63,58,115,350,244,454,248,355,758,0,405,723,600,91,92,477,377,619,258,456,732,767,972,646,662,262,20,1132,273,808,242,279,445,554,613,299,1911,1780,58,0,13,0,0,0,45,15,0,376,497,360,358,179,0,113,24,63,58,115,350,244,454,248,355,760,0,405,722,600,91,93,460,362,595,248,438,700,732,932,620,635,253,19,1117,276,797,240,282,449,556,614,292,0,-2,0,0,2,0,0,0,0,0,0,-37,-26,-5,8,12,0,20,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,1,-17,-15,-24,-10,-18,-32,-35,-40,-26,-27,-9,-1,-15,3,-11,-2,3,4,2,1,-7
TRACT,53011041336,1277,547,244,0,69,188,76,14,24,115,0,517,300,207,153,43,57,0,0,75,262,143,275,168,241,72,41,329,7,676,344,235,0,15,224,375,183,40,405,571,466,446,319,298,119,15,584,142,383,59,174,164,815,263,35,1277,547,244,0,69,188,76,14,24,115,0,467,278,199,153,44,63,0,0,76,262,143,275,168,240,72,41,329,7,677,343,235,0,15,216,363,178,39,390,552,449,430,307,287,115,15,608,152,404,63,185,180,814,251,32,0,0,0,0,0,0,0,0,0,0,0,-50,-22,-8,0,1,6,0,0,1,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,-8,-12,-5,-1,-15,-19,-17,-16,-12,-11,-4,0,24,10,21,4,11,16,-1,-12,-3
TRACT,53011041337,1424,811,11,20,27,158,132,52,196,17,0,412,392,241,218,54,107,0,63,42,62,146,296,202,296,198,119,469,75,537,462,195,118,37,115,126,316,36,355,627,385,506,233,302,62,92,903,269,295,130,279,342,557,428,97,1424,811,11,20,28,157,132,52,196,17,0,470,408,229,191,44,82,0,63,42,62,146,295,203,297,197,119,465,75,538,461,195,119,36,125,137,341,39,389,687,421,553,257,331,69,100,896,267,297,131,277,327,557,438,102,0,0,0,0,1,-1,0,0,0,0,0,58,16,-12,-27,-10,-25,0,0,0,0,0,-1,1,1,-1,0,-4,0,1,-1,0,1,-1,10,11,25,3,34,60,36,47,24,29,7,8,-7,-2,2,1,-2,-15,0,10,5
TRACT,53011041400,2235,1630,296,126,25,107,0,25,26,0,0,500,830,252,519,79,14,41,160,50,213,114,308,282,502,208,398,600,96,440,971,531,86,111,423,260,319,190,529,739,684,790,1098,751,252,141,1232,458,468,163,327,709,746,610,170,2235,1629,294,126,29,106,0,25,26,0,0,475,811,254,537,85,16,49,159,49,213,114,308,282,502,209,399,600,96,438,971,532,87,111,409,254,308,184,514,714,660,766,1071,729,245,138,1192,449,453,159,321,686,744,625,180,0,-1,-2,0,4,-1,0,0,0,0,0,-25,-19,2,18,6,2,8,-1,-1,0,0,0,0,0,1,1,0,0,-2,0,1,1,0,-14,-6,-11,-6,-15,-25,-24,-24,-27,-22,-7,-3,-40,-9,-15,-4,-6,-23,-2,15,10
TRACT,53011041500,1106,809,72,38,38,79,35,27,0,10,0,154,490,202,148,84,10,20,31,41,92,94,228,195,191,111,125,389,14,362,461,161,58,52,159,127,142,185,204,553,247,373,261,333,139,0,634,309,192,116,151,343,291,416,58,1106,808,72,38,37,79,35,27,0,10,0,168,505,196,137,74,8,18,31,41,92,95,228,194,191,111,123,388,13,363,460,161,57,52,168,135,150,195,212,585,262,393,275,354,149,0,624,305,191,115,150,331,291,424,60,0,-1,0,0,-1,0,0,0,0,0,0,14,15,-6,-11,-10,-2,-2,0,0,0,1,0,-1,0,0,-2,-1,-1,1,-1,0,-1,0,9,8,8,10,8,32,15,20,14,21,10,0,-10,-4,-1,-1,-1,-12,0,8,2
TRACT,53011041600,1433,315,149,158,166,51,176,111,160,127,20,450,350,162,409,20,27,15,167,200,97,288,252,86,287,15,41,578,250,628,369,141,41,4,296,398,269,159,424,463,556,471,330,196,59,72,356,413,150,215,380,328,753,318,34,1433,316,149,157,166,51,176,111,159,128,20,447,346,163,411,20,29,16,167,200,96,288,253,85,288,15,41,581,250,626,370,140,42,5,297,397,266,159,423,465,554,472,327,194,59,71,359,417,154,217,383,330,751,317,35,0,1,0,-1,0,0,0,0,-1,1,0,-3,-4,1,2,0,2,1,0,0,-1,0,1,-1,1,0,0,3,0,-2,1,-1,1,1,1,-1,-3,0,-1,2,-2,1,-3,-2,0,-1,3,4,4,2,3,2,-2,-1,1
TRACT,53011041700,1660,568,50,293,206,246,135,122,40,0,0,587,584,158,220,73,38,0,287,90,124,102,365,285,338,40,29,383,105,649,721,165,8,12,244,330,170,68,540,1090,739,379,278,178,67,29,703,538,689,248,206,302,792,389,177,1660,568,49,293,206,246,135,122,41,0,0,554,561,156,223,76,42,0,286,91,125,102,366,283,338,40,29,383,106,650,719,165,8,12,239,323,164,67,525,1062,717,369,270,172,67,29,653,507,646,232,196,284,776,407,193,0,0,-1,0,0,0,0,0,1,0,0,-33,-23,-2,3,3,4,0,-1,1,1,0,1,-2,0,0,0,0,1,1,-2,0,0,0,-5,-7,-6,-1,-15,-28,-22,-10,-8,-6,0,0,-50,-31,-43,-16,-10,-18,-16,18,16
TRACT,53011041800,1680,1068,110,306,58,24,7,27,0,73,7,487,582,244,191,108,32,36,141,114,108,383,340,147,307,86,54,503,108,467,692,278,93,42,272,222,302,166,259,783,567,485,590,392,94,85,537,452,375,324,361,479,673,410,118,1680,1068,110,306,58,24,7,27,0,73,7,488,579,243,190,108,33,38,141,114,108,383,340,147,308,86,53,503,108,467,692,278,93,42,273,222,298,166,258,788,565,485,592,391,94,86,526,447,369,316,356,471,671,418,120,0,0,0,0,0,0,0,0,0,0,0,1,-3,-1,-1,0,1,2,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,-4,0,-1,5,-2,0,2,-1,0,1,-11,-5,-6,-8,-5,-8,-2,8,2
TRACT,53011041900,981,621,16,70,74,33,4,6,157,0,0,362,438,103,44,19,2,13,68,104,68,56,150,102,182,133,118,155,144,299,327,121,56,34,69,43,117,25,82,503,253,294,264,200,120,38,625,133,194,65,200,270,361,299,51,981,620,17,71,73,33,4,6,157,0,0,358,436,104,45,20,2,15,68,104,68,55,150,102,182,134,118,155,144,299,327,121,56,34,68,43,116,25,80,501,249,290,263,196,120,38,600,131,190,62,194,262,359,307,53,0,-1,1,1,-1,0,0,0,0,0,0,-4,-2,1,1,1,0,2,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,-2,-2,-4,-4,-1,-4,0,0,-25,-2,-4,-3,-6,-8,-2,8,2
TRACT,53011042000,695,612,0,4,8,16,25,0,26,4,0,181,188,177,107,33,9,0,78,18,55,44,68,67,208,85,72,260,33,196,321,109,20,16,117,127,106,29,113,292,244,155,207,145,46,31,495,79,158,56,74,214,176,272,33,695,612,0,4,8,16,25,0,26,4,0,194,192,171,100,30,8,0,78,18,55,44,68,68,208,84,72,260,33,196,320,110,20,16,121,132,110,31,118,306,254,165,219,152,48,33,486,79,156,56,73,207,178,276,34,0,0,0,0,0,0,0,0,0,0,0,13,4,-6,-7,-3,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,1,0,0,4,5,4,2,5,14,10,10,12,7,2,2,-9,0,-2,0,-1,-7,2,4,1
TRACT,53011042100,1319,845,36,328,52,8,50,0,0,0,0,351,495,260,107,47,0,59,107,111,54,64,176,210,204,181,212,297,122,419,460,227,62,29,114,169,236,115,250,578,509,503,304,306,42,61,809,287,219,81,264,322,429,482,86,1319,846,36,328,52,8,49,0,0,0,0,358,495,258,105,46,0,57,107,110,54,64,176,210,205,181,212,299,122,419,460,227,62,29,115,171,238,117,253,588,516,509,308,311,42,62,822,294,226,82,270,326,432,478,83,0,1,0,0,0,0,-1,0,0,0,0,7,0,-2,-2,-1,0,-2,0,-1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,2,2,3,10,7,6,4,5,0,1,13,7,7,1,6,4,3,-4,-3
TRACT,53011042300,1767,616,99,65,36,78,9,125,683,0,56,892,462,320,36,13,44,0,250,337,93,181,174,136,144,159,293,372,449,661,512,61,28,56,207,131,89,142,217,717,425,343,257,445,273,33,697,252,758,21,62,681,644,364,78,1767,618,99,65,36,78,9,124,683,0,55,889,461,322,36,13,46,0,250,337,93,181,174,135,144,160,293,371,449,662,511,60,29,56,204,129,87,141,217,718,421,342,257,442,271,33,660,243,721,20,60,654,645,383,85,0,2,0,0,0,0,0,-1,0,0,-1,-3,-1,2,0,0,2,0,0,0,0,0,0,-1,0,1,0,-1,0,1,-1,-1,1,0,-3,-2,-2,-1,0,1,-4,-1,0,-3,-2,0,-37,-9,-37,-1,-2,-27,1,19,7
TRACT,53011042400,973,1,3,0,4,43,23,88,811,0,0,783,172,17,1,0,0,0,166,139,39,211,111,39,101,99,68,8,284,584,104,0,1,0,2,0,3,4,61,287,222,165,221,226,113,67,396,28,136,17,66,494,392,83,4,973,1,2,0,4,44,22,89,811,0,0,761,187,21,1,0,0,0,166,139,40,211,110,39,102,99,67,5,284,583,105,0,1,0,2,0,4,5,53,257,197,146,196,202,101,60,361,27,127,16,61,480,398,91,4,0,0,-1,0,0,1,-1,1,0,0,0,-22,15,4,0,0,0,0,0,0,1,0,-1,0,1,0,-1,-3,0,-1,1,0,0,0,0,0,1,1,-8,-30,-25,-19,-25,-24,-12,-7,-35,-1,-9,-1,-5,-14,6,8,0
TRACT,53011042500,903,325,18,99,49,73,13,252,74,0,0,379,350,100,70,4,0,0,88,65,54,95,185,113,161,37,105,174,102,418,300,76,7,0,66,47,59,57,128,403,254,224,138,119,40,0,593,151,185,52,63,193,388,296,26,903,325,18,99,49,74,13,251,74,0,0,400,346,92,62,3,0,0,88,65,54,95,185,112,161,37,106,174,102,418,300,76,7,0,69,50,62,60,136,431,269,237,147,127,43,0,599,153,187,54,64,193,389,296,25,0,0,0,0,0,1,0,-1,0,0,0,21,-4,-8,-8,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,8,28,15,13,9,8,3,0,6,2,2,2,1,0,1,0,-1
TRACT,53011042601,1178,126,80,0,0,93,228,254,313,43,41,434,675,63,6,0,0,0,62,84,68,67,296,69,190,159,183,63,106,506,389,98,79,0,0,21,0,42,187,114,127,188,521,562,181,12,665,94,211,33,270,303,618,239,18,1178,128,80,0,0,92,228,254,313,43,40,440,670,62,6,0,0,0,62,83,68,67,296,69,190,159,184,63,106,505,389,99,79,0,0,21,0,43,189,116,129,191,531,574,184,12,618,90,199,32,253,286,616,255,21,0,2,0,0,0,-1,0,0,0,0,-1,6,-5,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,1,2,2,2,3,10,12,3,0,-47,-4,-12,-1,-17,-17,-2,16,3
TRACT,53011042602,1809,527,201,358,166,187,114,145,111,0,0,823,563,176,164,13,41,29,218,74,167,133,581,178,311,54,93,415,125,967,488,171,45,13,285,80,258,73,418,859,359,345,472,229,130,35,694,511,480,211,510,382,893,465,69,1809,528,201,357,166,187,114,145,111,0,0,841,560,171,158,12,39,27,218,74,167,133,580,178,311,54,94,417,125,965,489,172,45,13,291,83,262,75,428,883,369,354,484,236,134,36,647,479,450,197,475,353,882,495,79,0,1,0,-1,0,0,0,0,0,0,0,18,-3,-5,-6,-1,-2,-2,0,0,0,0,-1,0,0,0,1,2,0,-2,1,1,0,0,6,3,4,2,10,24,10,9,12,7,4,1,-47,-32,-30,-14,-35,-29,-11,30,10
TRACT,53011042700,2150,455,104,440,235,231,208,114,281,82,0,960,720,209,108,125,19,9,381,289,100,282,470,352,172,58,46,366,202,1054,523,249,84,38,306,190,134,119,660,985,658,672,646,363,137,40,584,564,540,224,380,802,762,466,120,2150,456,104,440,235,231,208,114,281,81,0,903,692,207,110,129,21,11,381,289,100,282,470,352,172,58,46,366,202,1054,522,249,85,38,297,187,129,118,638,962,638,652,628,351,133,40,563,546,524,216,368,780,762,480,128,0,1,0,0,0,0,0,0,0,-1,0,-57,-28,-2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-9,-3,-5,-1,-22,-23,-20,-20,-18,-12,-4,0,-21,-18,-16,-8,-12,-22,0,14,8
TRACT,53011042800,1279,1068,20,106,22,35,19,9,0,0,0,385,647,114,93,16,0,24,68,27,63,131,264,134,183,111,298,221,65,339,606,182,31,56,135,98,94,88,194,263,364,487,429,559,155,55,780,101,390,83,207,277,586,362,54,1279,1068,20,106,22,35,19,9,0,0,0,372,636,114,95,17,0,29,68,27,63,131,263,134,183,111,299,220,65,338,606,182,31,57,131,96,93,87,191,258,357,477,421,548,152,55,765,103,387,83,206,277,583,363,56,0,0,0,0,0,0,0,0,0,0,0,-13,-11,0,2,1,0,5,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,1,-4,-2,-1,-1,-3,-5,-7,-10,-8,-11,-3,0,-15,2,-3,0,-1,0,-3,1,2
TRACT,53011042900,632,500,48,36,5,0,14,29,0,0,0,73,302,63,103,70,13,8,56,25,39,40,125,63,91,67,126,247,5,138,326,92,41,30,124,78,97,71,175,144,158,180,237,187,125,51,276,118,152,51,122,201,221,165,45,632,501,48,36,5,0,13,29,0,0,0,81,311,61,98,63,11,6,56,25,39,40,125,64,90,68,125,247,5,138,326,93,40,30,132,82,101,75,182,153,168,191,249,197,131,55,280,120,153,51,123,200,221,166,45,0,1,0,0,0,0,-1,0,0,0,0,8,9,-2,-5,-7,-2,-2,0,0,0,0,0,1,-1,1,-1,0,0,0,0,1,-1,0,8,4,4,4,7,9,10,11,12,10,6,4,4,2,1,0,1,-1,0,1,0
TRACT,53011043000,742,512,51,35,87,5,6,9,20,17,0,169,275,110,114,32,37,5,27,22,49,48,167,127,185,83,34,218,55,216,263,112,72,24,163,74,116,108,127,232,270,176,221,200,141,40,303,193,298,96,116,228,196,254,64,742,511,52,35,87,5,6,9,20,17,0,174,277,109,111,30,36,5,26,22,49,48,167,127,185,84,34,219,54,216,265,112,72,23,167,76,116,109,130,240,278,177,226,206,144,41,293,186,288,93,114,218,195,262,67,0,-1,1,0,0,0,0,0,0,0,0,5,2,-1,-3,-2,-1,0,-1,0,0,0,0,0,0,1,0,1,-1,0,2,0,0,-1,4,2,0,1,3,8,8,1,5,6,3,1,-10,-7,-10,-3,-2,-10,-1,8,3
TRACT,53011043100,1744,1512,81,38,29,6,10,38,18,12,0,443,709,324,148,92,6,22,128,94,57,160,235,294,285,203,288,368,56,548,473,445,167,55,220,218,206,101,106,543,431,767,616,541,350,201,828,222,348,289,160,575,634,448,87,1744,1512,81,38,29,6,10,38,18,12,0,434,704,324,150,96,7,26,128,94,57,160,235,293,285,203,289,367,56,548,474,444,167,55,215,214,201,100,105,536,424,755,608,534,345,198,819,224,350,285,161,577,632,450,85,0,0,0,0,0,0,0,0,0,0,0,-9,-5,0,2,4,1,4,0,0,0,0,0,-1,0,0,1,-1,0,0,1,-1,0,0,-5,-4,-5,-1,-1,-7,-7,-12,-8,-7,-5,-3,-9,2,2,-4,1,2,-2,2,-2
TRACT,53059950100,40,55,0,0,0,0,0,0,0,0,0,26,22,0,7,0,0,0,0,0,26,0,0,0,17,12,0,0,12,26,17,0,0,0,0,17,0,0,0,7,7,0,47,26,0,0,9,3,0,0,6,26,17,12,0,40,40,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,0,0,19,0,0,0,12,9,0,0,9,19,12,0,0,0,0,0,0,0,0,3,3,0,35,20,0,0,11,3,0,0,8,24,10,6,0,0,-15,0,0,0,0,0,0,0,0,0,-7,-1,0,-7,0,0,0,0,0,-7,0,0,0,-5,-3,0,0,-3,-7,-5,0,0,0,0,-17,0,0,0,-4,-4,0,-12,-6,0,0,2,0,0,0,2,-2,-7,-6,0
TRACT,53059950200,1795,1469,27,58,32,0,0,24,6,177,11,386,817,313,133,104,30,21,152,94,89,122,188,327,397,156,279,377,41,309,661,429,243,121,141,211,275,147,359,372,597,906,661,642,248,71,1092,290,438,271,393,553,509,583,159,1795,1465,27,57,30,0,0,24,6,175,11,379,809,311,137,106,32,21,151,93,90,121,187,324,396,156,277,378,41,310,656,428,240,120,141,214,273,145,353,366,590,895,658,635,245,71,1065,288,431,306,384,543,509,584,159,0,-4,0,-1,-2,0,0,0,0,-2,0,-7,-8,-2,4,2,2,0,-1,-1,1,-1,-1,-3,-1,0,-2,1,0,1,-5,-1,-3,-1,0,3,-2,-2,-6,-6,-7,-11,-3,-7,-3,0,-27,-2,-7,35,-9,-10,0,1,0
TRACT,53059950300,901,647,18,40,47,21,26,25,0,80,0,245,352,114,126,37,30,0,81,62,91,82,109,119,164,115,81,214,92,162,313,157,75,105,47,157,107,70,121,179,258,277,254,388,89,28,360,162,193,109,102,270,418,199,17,901,646,18,40,46,21,26,25,0,79,0,260,355,109,119,32,25,0,81,62,92,81,108,118,164,115,80,215,93,163,310,157,74,104,50,171,114,73,127,190,273,292,269,407,94,30,355,159,189,99,101,261,417,205,18,0,-1,0,0,-1,0,0,0,0,-1,0,15,3,-5,-7,-5,-5,0,0,0,1,-1,-1,-1,0,0,-1,1,1,1,-3,0,-1,-1,3,14,7,3,6,11,15,15,15,19,5,2,-5,-3,-4,-10,-1,-9,-1,6,1
TRACT,53059950400,951,757,2,24,18,0,0,0,0,121,31,220,447,152,85,29,19,1,45,77,71,55,168,135,188,121,93,156,27,130,382,221,142,51,79,65,104,90,161,192,336,255,536,287,143,31,518,162,211,104,123,342,296,248,67,951,756,2,25,18,0,0,0,0,120,30,213,439,152,88,31,20,2,45,76,72,55,167,134,188,122,92,157,27,130,382,221,140,51,77,66,103,89,160,193,330,251,532,283,140,32,496,157,206,96,120,330,296,253,72,0,-1,0,1,0,0,0,0,0,-1,-1,-7,-8,0,3,2,1,1,0,-1,1,0,-1,-1,0,1,-1,1,0,0,0,0,-2,0,-2,1,-1,-1,-1,1,-6,-4,-4,-4,-3,1,-22,-5,-5,-8,-3,-12,0,5,5
