GEOID,NAME,HH,POP,HH_Occ,GQ_Inst,GQ_Non
530110405101008,"Block 1008, Block Group 1, Census Tract 405.10, Clark County, Washington",24,52,24,0,0
530110405101009,"Block 1009, Block Group 1, Census Tract 405.10, Clark County, Washington",59,166,59,0,0
530110405101010,"Block 1010, Block Group 1, Census Tract 405.10, Clark County, Washington",3,16,3,0,0
530110405101012,"Block 1012, Block Group 1, Census Tract 405.10, Clark County, Washington",4,11,4,0,0
530110405101013,"Block 1013, Block Group 1, Census Tract 405.10, Clark County, Washington",42,100,41,0,0
530110405101015,"Block 1015, Block Group 1, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405101016,"Block 1016, Block Group 1, Census Tract 405.10, Clark County, Washington",8,16,8,0,0
530110405101018,"Block 1018, Block Group 1, Census Tract 405.10, Clark County, Washington",19,50,19,0,0
530110405101019,"Block 1019, Block Group 1, Census Tract 405.10, Clark County, Washington",24,65,24,0,0
530110405101020,"Block 1020, Block Group 1, Census Tract 405.10, Clark County, Washington",10,38,10,0,0
530110405101022,"Block 1022, Block Group 1, Census Tract 405.10, Clark County, Washington",10,31,10,0,0
530110405101023,"Block 1023, Block Group 1, Census Tract 405.10, Clark County, Washington",20,64,20,0,0
530110405101025,"Block 1025, Block Group 1, Census Tract 405.10, Clark County, Washington",3,12,3,0,0
530110405101026,"Block 1026, Block Group 1, Census Tract 405.10, Clark County, Washington",10,14,10,0,0
530110405101028,"Block 1028, Block Group 1, Census Tract 405.10, Clark County, Washington",4,11,4,0,0
530110402013017,"Block 3017, Block Group 3, Census Tract 402.01, Clark County, Washington",4,18,4,0,0
530110402013018,"Block 3018, Block Group 3, Census Tract 402.01, Clark County, Washington",3,11,3,0,0
530110402013019,"Block 3019, Block Group 3, Census Tract 402.01, Clark County, Washington",2,13,2,0,0
530110402013020,"Block 3020, Block Group 3, Census Tract 402.01, Clark County, Washington",0,0,0,0,0
530110402013021,"Block 3021, Block Group 3, Census Tract 402.01, Clark County, Washington",37,104,37,0,0
530110402013023,"Block 3023, Block Group 3, Census Tract 402.01, Clark County, Washington",5,15,5,0,0
530110402013025,"Block 3025, Block Group 3, Census Tract 402.01, Clark County, Washington",0,0,0,0,0
530110402013026,"Block 3026, Block Group 3, Census Tract 402.01, Clark County, Washington",0,0,0,0,0
530110402013027,"Block 3027, Block Group 3, Census Tract 402.01, Clark County, Washington",0,0,0,0,0
530110402013028,"Block 3028, Block Group 3, Census Tract 402.01, Clark County, Washington",0,0,0,0,0
530110402014000,"Block 4000, Block Group 4, Census Tract 402.01, Clark County, Washington",11,32,5,0,0
530110402014001,"Block 4001, Block Group 4, Census Tract 402.01, Clark County, Washington",52,129,52,0,0
530110402014002,"Block 4002, Block Group 4, Census Tract 402.01, Clark County, Washington",13,42,13,0,0
530110402014003,"Block 4003, Block Group 4, Census Tract 402.01, Clark County, Washington",161,445,161,0,0
530110402014004,"Block 4004, Block Group 4, Census Tract 402.01, Clark County, Washington",11,29,2,0,0
530110407092001,"Block 2001, Block Group 2, Census Tract 407.09, Clark County, Washington",38,101,38,0,0
530110407092003,"Block 2003, Block Group 2, Census Tract 407.09, Clark County, Washington",9,34,9,0,0
530110407092004,"Block 2004, Block Group 2, Census Tract 407.09, Clark County, Washington",179,495,176,0,0
530110407092005,"Block 2005, Block Group 2, Census Tract 407.09, Clark County, Washington",0,0,0,0,0
530110407092006,"Block 2006, Block Group 2, Census Tract 407.09, Clark County, Washington",0,0,0,0,0
530110407092007,"Block 2007, Block Group 2, Census Tract 407.09, Clark County, Washington",12,53,12,0,0
530110407092008,"Block 2008, Block Group 2, Census Tract 407.09, Clark County, Washington",130,369,130,0,0
530110407092009,"Block 2009, Block Group 2, Census Tract 407.09, Clark County, Washington",16,40,16,0,0
530110407133015,"Block 3015, Block Group 3, Census Tract 407.13, Clark County, Washington",14,39,14,0,0
530110407133016,"Block 3016, Block Group 3, Census Tract 407.13, Clark County, Washington",10,27,10,0,0
530110407133018,"Block 3018, Block Group 3, Census Tract 407.13, Clark County, Washington",12,37,12,0,0
530110407133019,"Block 3019, Block Group 3, Census Tract 407.13, Clark County, Washington",28,82,28,0,0
530110407141000,"Block 1000, Block Group 1, Census Tract 407.14, Clark County, Washington",37,133,37,0,0
530110407141001,"Block 1001, Block Group 1, Census Tract 407.14, Clark County, Washington",131,384,131,0,0
530110407141002,"Block 1002, Block Group 1, Census Tract 407.14, Clark County, Washington",8,34,8,0,0
530110407141003,"Block 1003, Block Group 1, Census Tract 407.14, Clark County, Washington",8,32,8,0,0
530110407141004,"Block 1004, Block Group 1, Census Tract 407.14, Clark County, Washington",18,79,18,0,0
530110407141005,"Block 1005, Block Group 1, Census Tract 407.14, Clark County, Washington",174,373,163,0,0
530110407141007,"Block 1007, Block Group 1, Census Tract 407.14, Clark County, Washington",11,55,11,0,0
530110407141008,"Block 1008, Block Group 1, Census Tract 407.14, Clark County, Washington",202,346,159,0,0
530110407141009,"Block 1009, Block Group 1, Census Tract 407.14, Clark County, Washington",23,90,23,0,0
530110407141010,"Block 1010, Block Group 1, Census Tract 407.14, Clark County, Washington",1,38,1,0,0
530110404032025,"Block 2025, Block Group 2, Census Tract 404.03, Clark County, Washington",23,57,23,0,0
530110404032027,"Block 2027, Block Group 2, Census Tract 404.03, Clark County, Washington",10,39,10,0,0
530110404032028,"Block 2028, Block Group 2, Census Tract 404.03, Clark County, Washington",7,13,7,0,0
530110404032030,"Block 2030, Block Group 2, Census Tract 404.03, Clark County, Washington",15,42,15,0,0
530110404032031,"Block 2031, Block Group 2, Census Tract 404.03, Clark County, Washington",8,15,8,0,0
530110404032032,"Block 2032, Block Group 2, Census Tract 404.03, Clark County, Washington",24,69,24,0,0
530110404071000,"Block 1000, Block Group 1, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404071001,"Block 1001, Block Group 1, Census Tract 404.07, Clark County, Washington",11,48,11,0,0
530110404071002,"Block 1002, Block Group 1, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404071003,"Block 1003, Block Group 1, Census Tract 404.07, Clark County, Washington",275,548,261,0,0
530110404071004,"Block 1004, Block Group 1, Census Tract 404.07, Clark County, Washington",44,125,44,0,0
530110404071005,"Block 1005, Block Group 1, Census Tract 404.07, Clark County, Washington",9,29,9,0,0
530110404071006,"Block 1006, Block Group 1, Census Tract 404.07, Clark County, Washington",23,55,18,0,0
530110404071007,"Block 1007, Block Group 1, Census Tract 404.07, Clark County, Washington",28,88,28,0,0
530110404071008,"Block 1008, Block Group 1, Census Tract 404.07, Clark County, Washington",13,53,7,0,0
530110404071009,"Block 1009, Block Group 1, Census Tract 404.07, Clark County, Washington",11,37,11,0,0
530110404071010,"Block 1010, Block Group 1, Census Tract 404.07, Clark County, Washington",11,69,11,0,0
530110404071012,"Block 1012, Block Group 1, Census Tract 404.07, Clark County, Washington",17,37,17,0,0
530110404071013,"Block 1013, Block Group 1, Census Tract 404.07, Clark County, Washington",14,39,14,0,0
530110404071015,"Block 1015, Block Group 1, Census Tract 404.07, Clark County, Washington",12,28,12,0,0
530110404071016,"Block 1016, Block Group 1, Census Tract 404.07, Clark County, Washington",33,97,33,0,0
530110404071017,"Block 1017, Block Group 1, Census Tract 404.07, Clark County, Washington",11,42,11,0,0
530110404071019,"Block 1019, Block Group 1, Census Tract 404.07, Clark County, Washington",10,38,10,0,0
530110404071020,"Block 1020, Block Group 1, Census Tract 404.07, Clark County, Washington",31,100,31,0,0
530110404071022,"Block 1022, Block Group 1, Census Tract 404.07, Clark County, Washington",14,51,14,0,0
530110404071023,"Block 1023, Block Group 1, Census Tract 404.07, Clark County, Washington",16,54,16,0,0
530110404071025,"Block 1025, Block Group 1, Census Tract 404.07, Clark County, Washington",21,55,21,0,0
530110404071026,"Block 1026, Block Group 1, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404072000,"Block 2000, Block Group 2, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404072002,"Block 2002, Block Group 2, Census Tract 404.07, Clark County, Washington",3,16,3,0,0
530110404072003,"Block 2003, Block Group 2, Census Tract 404.07, Clark County, Washington",8,25,8,0,0
530110404072005,"Block 2005, Block Group 2, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404072006,"Block 2006, Block Group 2, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404072008,"Block 2008, Block Group 2, Census Tract 404.07, Clark County, Washington",1,13,1,0,0
530110404072009,"Block 2009, Block Group 2, Census Tract 404.07, Clark County, Washington",3,15,3,0,0
530110404072010,"Block 2010, Block Group 2, Census Tract 404.07, Clark County, Washington",7,25,7,0,0
530110404072012,"Block 2012, Block Group 2, Census Tract 404.07, Clark County, Washington",3,16,3,0,0
530110401012008,"Block 2008, Block Group 2, Census Tract 401.01, Clark County, Washington",8,19,7,0,0
530110401012009,"Block 2009, Block Group 2, Census Tract 401.01, Clark County, Washington",40,138,40,0,0
530110401012010,"Block 2010, Block Group 2, Census Tract 401.01, Clark County, Washington",0,0,0,0,0
530110401012011,"Block 2011, Block Group 2, Census Tract 401.01, Clark County, Washington",0,0,0,0,0
530110401012016,"Block 2016, Block Group 2, Census Tract 401.01, Clark County, Washington",3,15,0,0,0
530110401012017,"Block 2017, Block Group 2, Census Tract 401.01, Clark County, Washington",3,19,3,0,0
530110401012018,"Block 2018, Block Group 2, Census Tract 401.01, Clark County, Washington",13,45,13,0,0
530110401012019,"Block 2019, Block Group 2, Census Tract 401.01, Clark County, Washington",7,11,7,0,0
530110401012020,"Block 2020, Block Group 2, Census Tract 401.01, Clark County, Washington",6,13,6,0,0
530110401012021,"Block 2021, Block Group 2, Census Tract 401.01, Clark County, Washington",5,17,5,0,0
530110401012022,"Block 2022, Block Group 2, Census Tract 401.01, Clark County, Washington",6,30,6,0,0
530110401012024,"Block 2024, Block Group 2, Census Tract 401.01, Clark County, Washington",0,0,0,0,0
530110405102000,"Block 2000, Block Group 2, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405102001,"Block 2001, Block Group 2, Census Tract 405.10, Clark County, Washington",185,459,185,0,0
530110405102003,"Block 2003, Block Group 2, Census Tract 405.10, Clark County, Washington",53,142,48,0,0
530110405102004,"Block 2004, Block Group 2, Census Tract 405.10, Clark County, Washington",26,55,23,0,0
530110405102006,"Block 2006, Block Group 2, Census Tract 405.10, Clark County, Washington",17,54,17,0,0
530110405102007,"Block 2007, Block Group 2, Census Tract 405.10, Clark County, Washington",8,30,8,0,0
530110405102009,"Block 2009, Block Group 2, Census Tract 405.10, Clark County, Washington",9,23,9,0,0
530110405102010,"Block 2010, Block Group 2, Census Tract 405.10, Clark County, Washington",206,585,205,0,0
530110405102012,"Block 2012, Block Group 2, Census Tract 405.10, Clark County, Washington",27,64,27,0,0
530110405102013,"Block 2013, Block Group 2, Census Tract 405.10, Clark County, Washington",15,37,15,0,0
530110405102014,"Block 2014, Block Group 2, Census Tract 405.10, Clark County, Washington",13,42,13,0,0
530110405102015,"Block 2015, Block Group 2, Census Tract 405.10, Clark County, Washington",1,18,0,0,0
530110405103000,"Block 3000, Block Group 3, Census Tract 405.10, Clark County, Washington",211,578,209,0,0
530110405103001,"Block 3001, Block Group 3, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405103002,"Block 3002, Block Group 3, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405103003,"Block 3003, Block Group 3, Census Tract 405.10, Clark County, Washington",50,114,45,0,0
530110405103004,"Block 3004, Block Group 3, Census Tract 405.10, Clark County, Washington",68,169,60,0,0
530110405103005,"Block 3005, Block Group 3, Census Tract 405.10, Clark County, Washington",28,81,18,0,0
530110405103006,"Block 3006, Block Group 3, Census Tract 405.10, Clark County, Washington",27,78,27,0,0
530110405103008,"Block 3008, Block Group 3, Census Tract 405.10, Clark County, Washington",19,46,17,0,0
530110405103009,"Block 3009, Block Group 3, Census Tract 405.10, Clark County, Washington",17,51,17,0,0
530110405104000,"Block 4000, Block Group 4, Census Tract 405.10, Clark County, Washington",1,12,0,0,0
530110405104002,"Block 4002, Block Group 4, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405104003,"Block 4003, Block Group 4, Census Tract 405.10, Clark County, Washington",2,16,0,0,0
530110405104005,"Block 4005, Block Group 4, Census Tract 405.10, Clark County, Washington",31,86,30,0,0
530110405104006,"Block 4006, Block Group 4, Census Tract 405.10, Clark County, Washington",16,34,16,0,0
530110405104007,"Block 4007, Block Group 4, Census Tract 405.10, Clark County, Washington",17,32,17,0,0
530110405104009,"Block 4009, Block Group 4, Census Tract 405.10, Clark County, Washington",136,335,124,0,0
530110405104010,"Block 4010, Block Group 4, Census Tract 405.10, Clark County, Washington",21,69,21,0,0
530110405104012,"Block 4012, Block Group 4, Census Tract 405.10, Clark County, Washington",7,21,7,0,0
530110405104013,"Block 4013, Block Group 4, Census Tract 405.10, Clark County, Washington",3,19,3,0,0
530110405104015,"Block 4015, Block Group 4, Census Tract 405.10, Clark County, Washington",21,65,19,0,0
530110405104016,"Block 4016, Block Group 4, Census Tract 405.10, Clark County, Washington",3,10,3,0,0
530110405104017,"Block 4017, Block Group 4, Census Tract 405.10, Clark County, Washington",7,27,7,0,0
530110405104019,"Block 4019, Block Group 4, Census Tract 405.10, Clark County, Washington",5,6,5,0,0
530110405104020,"Block 4020, Block Group 4, Census Tract 405.10, Clark County, Washington",23,48,23,0,0
530110405104022,"Block 4022, Block Group 4, Census Tract 405.10, Clark County, Washington",9,39,9,0,0
530110402014008,"Block 4008, Block Group 4, Census Tract 402.01, Clark County, Washington",30,75,27,0,0
530110402014009,"Block 4009, Block Group 4, Census Tract 402.01, Clark County, Washington",24,70,24,0,0
530110402014010,"Block 4010, Block Group 4, Census Tract 402.01, Clark County, Washington",25,66,25,0,0
530110402014011,"Block 4011, Block Group 4, Census Tract 402.01, Clark County, Washington",34,86,34,0,0
530110402014012,"Block 4012, Block Group 4, Census Tract 402.01, Clark County, Washington",82,203,80,0,0
530110402014013,"Block 4013, Block Group 4, Census Tract 402.01, Clark County, Washington",61,156,61,0,0
530110402014014,"Block 4014, Block Group 4, Census Tract 402.01, Clark County, Washington",5,13,5,0,0
530110402014015,"Block 4015, Block Group 4, Census Tract 402.01, Clark County, Washington",0,0,0,0,0
530110402014016,"Block 4016, Block Group 4, Census Tract 402.01, Clark County, Washington",3,8,3,0,0
530110402014017,"Block 4017, Block Group 4, Census Tract 402.01, Clark County, Washington",6,15,6,0,0
530110402014018,"Block 4018, Block Group 4, Census Tract 402.01, Clark County, Washington",4,3,4,0,0
530110402014019,"Block 4019, Block Group 4, Census Tract 402.01, Clark County, Washington",10,43,10,0,0
530110402014020,"Block 4020, Block Group 4, Census Tract 402.01, Clark County, Washington",5,25,5,0,0
530110402014021,"Block 4021, Block Group 4, Census Tract 402.01, Clark County, Washington",94,225,94,0,0
530110402013012,"Block 3012, Block Group 3, Census Tract 402.01, Clark County, Washington",44,112,44,0,0
530110402014023,"Block 4023, Block Group 4, Census Tract 402.01, Clark County, Washington",29,73,29,0,0
530110402014024,"Block 4024, Block Group 4, Census Tract 402.01, Clark County, Washington",39,93,39,0,0
530110407092010,"Block 2010, Block Group 2, Census Tract 407.09, Clark County, Washington",6,19,0,0,0
530110407092012,"Block 2012, Block Group 2, Census Tract 407.09, Clark County, Washington",26,104,26,0,0
530110407092015,"Block 2015, Block Group 2, Census Tract 407.09, Clark County, Washington",2,27,2,0,0
530110407092016,"Block 2016, Block Group 2, Census Tract 407.09, Clark County, Washington",8,21,8,0,0
530110407092017,"Block 2017, Block Group 2, Census Tract 407.09, Clark County, Washington",18,75,18,0,0
530110407092019,"Block 2019, Block Group 2, Census Tract 407.09, Clark County, Washington",18,88,18,0,0
530110407092020,"Block 2020, Block Group 2, Census Tract 407.09, Clark County, Washington",47,151,47,0,0
530110407092022,"Block 2022, Block Group 2, Census Tract 407.09, Clark County, Washington",2,22,1,0,0
530110407141011,"Block 1011, Block Group 1, Census Tract 407.14, Clark County, Washington",9,43,9,0,0
530110407142002,"Block 2002, Block Group 2, Census Tract 407.14, Clark County, Washington",44,126,44,0,0
530110407142003,"Block 2003, Block Group 2, Census Tract 407.14, Clark County, Washington",22,75,16,0,0
530110407142007,"Block 2007, Block Group 2, Census Tract 407.14, Clark County, Washington",177,392,160,0,0
530110407142008,"Block 2008, Block Group 2, Census Tract 407.14, Clark County, Washington",36,97,36,0,0
530110404072013,"Block 2013, Block Group 2, Census Tract 404.07, Clark County, Washington",84,178,83,0,0
530110404072015,"Block 2015, Block Group 2, Census Tract 404.07, Clark County, Washington",10,23,10,0,0
530110404072016,"Block 2016, Block Group 2, Census Tract 404.07, Clark County, Washington",5,14,5,0,0
530110404072018,"Block 2018, Block Group 2, Census Tract 404.07, Clark County, Washington",16,53,16,0,0
530110404072019,"Block 2019, Block Group 2, Census Tract 404.07, Clark County, Washington",8,39,8,0,0
530110404072021,"Block 2021, Block Group 2, Census Tract 404.07, Clark County, Washington",7,34,7,0,0
530110404072022,"Block 2022, Block Group 2, Census Tract 404.07, Clark County, Washington",7,31,7,0,0
530110404072023,"Block 2023, Block Group 2, Census Tract 404.07, Clark County, Washington",25,64,25,0,0
530110404072024,"Block 2024, Block Group 2, Census Tract 404.07, Clark County, Washington",9,29,9,0,0
530110404072025,"Block 2025, Block Group 2, Census Tract 404.07, Clark County, Washington",5,13,4,0,0
530110404072026,"Block 2026, Block Group 2, Census Tract 404.07, Clark County, Washington",18,28,16,0,0
530110404072027,"Block 2027, Block Group 2, Census Tract 404.07, Clark County, Washington",16,36,15,0,0
530110404073000,"Block 3000, Block Group 3, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404073001,"Block 3001, Block Group 3, Census Tract 404.07, Clark County, Washington",199,438,199,0,0
530110404073002,"Block 3002, Block Group 3, Census Tract 404.07, Clark County, Washington",42,135,42,0,0
530110404073003,"Block 3003, Block Group 3, Census Tract 404.07, Clark County, Washington",21,53,21,0,0
530110407133017,"Block 3017, Block Group 3, Census Tract 407.13, Clark County, Washington",10,37,6,0,0
530110407142010,"Block 2010, Block Group 2, Census Tract 407.14, Clark County, Washington",353,684,333,0,0
530110407142011,"Block 2011, Block Group 2, Census Tract 407.14, Clark County, Washington",125,269,125,0,0
530110407142012,"Block 2012, Block Group 2, Census Tract 407.14, Clark County, Washington",77,181,72,0,0
530110407142014,"Block 2014, Block Group 2, Census Tract 407.14, Clark County, Washington",4,30,4,0,0
530110407142015,"Block 2015, Block Group 2, Census Tract 407.14, Clark County, Washington",0,0,0,0,0
530110407151000,"Block 1000, Block Group 1, Census Tract 407.15, Clark County, Washington",1,10,1,0,0
530110407151001,"Block 1001, Block Group 1, Census Tract 407.15, Clark County, Washington",1,2,1,0,0
530110407151003,"Block 1003, Block Group 1, Census Tract 407.15, Clark County, Washington",0,0,0,0,0
530110407151004,"Block 1004, Block Group 1, Census Tract 407.15, Clark County, Washington",35,91,35,0,0
530110407151005,"Block 1005, Block Group 1, Census Tract 407.15, Clark County, Washington",0,0,0,0,0
530110407151007,"Block 1007, Block Group 1, Census Tract 407.15, Clark County, Washington",4,19,4,0,0
530110407151008,"Block 1008, Block Group 1, Census Tract 407.15, Clark County, Washington",13,38,13,0,0
530110407151010,"Block 1010, Block Group 1, Census Tract 407.15, Clark County, Washington",3,16,3,0,0
530110407151011,"Block 1011, Block Group 1, Census Tract 407.15, Clark County, Washington",2,11,2,0,0
530110407151013,"Block 1013, Block Group 1, Census Tract 407.15, Clark County, Washington",5,18,2,0,0
530110407151014,"Block 1014, Block Group 1, Census Tract 407.15, Clark County, Washington",2,6,1,0,0
530110401012028,"Block 2028, Block Group 2, Census Tract 401.01, Clark County, Washington",68,222,68,0,0
530110401012029,"Block 2029, Block Group 2, Census Tract 401.01, Clark County, Washington",6,22,6,0,0
530110404073004,"Block 3004, Block Group 3, Census Tract 404.07, Clark County, Washington",15,60,15,0,0
530110404073005,"Block 3005, Block Group 3, Census Tract 404.07, Clark County, Washington",21,52,20,0,0
530110404073007,"Block 3007, Block Group 3, Census Tract 404.07, Clark County, Washington",75,206,75,0,0
530110404073008,"Block 3008, Block Group 3, Census Tract 404.07, Clark County, Washington",10,55,10,0,0
530110404073010,"Block 3010, Block Group 3, Census Tract 404.07, Clark County, Washington",12,33,12,0,0
530110404073011,"Block 3011, Block Group 3, Census Tract 404.07, Clark County, Washington",10,39,10,0,0
530110404073012,"Block 3012, Block Group 3, Census Tract 404.07, Clark County, Washington",12,40,7,0,0
530110404073014,"Block 3014, Block Group 3, Census Tract 404.07, Clark County, Washington",58,170,53,0,0
530110404073015,"Block 3015, Block Group 3, Census Tract 404.07, Clark County, Washington",19,57,19,0,0
530110404073017,"Block 3017, Block Group 3, Census Tract 404.07, Clark County, Washington",14,21,6,0,0
530110404073018,"Block 3018, Block Group 3, Census Tract 404.07, Clark County, Washington",5,13,4,0,0
530110404074001,"Block 4001, Block Group 4, Census Tract 404.07, Clark County, Washington",2,8,1,0,0
530110404074002,"Block 4002, Block Group 4, Census Tract 404.07, Clark County, Washington",151,327,150,0,0
530110404074003,"Block 4003, Block Group 4, Census Tract 404.07, Clark County, Washington",20,60,19,0,0
530110404074004,"Block 4004, Block Group 4, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404074005,"Block 4005, Block Group 4, Census Tract 404.07, Clark County, Washington",10,28,10,0,0
530110404074006,"Block 4006, Block Group 4, Census Tract 404.07, Clark County, Washington",11,35,11,0,0
530110404074007,"Block 4007, Block Group 4, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404074008,"Block 4008, Block Group 4, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404074009,"Block 4009, Block Group 4, Census Tract 404.07, Clark County, Washington",10,49,10,0,0
530110404074010,"Block 4010, Block Group 4, Census Tract 404.07, Clark County, Washington",6,15,0,0,0
530110404074011,"Block 4011, Block Group 4, Census Tract 404.07, Clark County, Washington",1,16,1,0,0
530110404074012,"Block 4012, Block Group 4, Census Tract 404.07, Clark County, Washington",9,18,9,0,0
530110404074013,"Block 4013, Block Group 4, Census Tract 404.07, Clark County, Washington",0,0,0,0,0
530110404074014,"Block 4014, Block Group 4, Census Tract 404.07, Clark County, Washington",1,8,1,0,0
530110404074015,"Block 4015, Block Group 4, Census Tract 404.07, Clark County, Washington",92,105,90,0,0
530110404074016,"Block 4016, Block Group 4, Census Tract 404.07, Clark County, Washington",8,18,5,0,0
530110404081000,"Block 1000, Block Group 1, Census Tract 404.08, Clark County, Washington",21,55,20,0,0
530110404081001,"Block 1001, Block Group 1, Census Tract 404.08, Clark County, Washington",11,22,11,0,0
530110401012001,"Block 2001, Block Group 2, Census Tract 401.01, Clark County, Washington",1,4,1,0,0
530110401012027,"Block 2027, Block Group 2, Census Tract 401.01, Clark County, Washington",7,25,7,0,0
530110401012032,"Block 2032, Block Group 2, Census Tract 401.01, Clark County, Washington",14,41,14,0,0
530110401012033,"Block 2033, Block Group 2, Census Tract 401.01, Clark County, Washington",5,9,5,0,0
530110401012034,"Block 2034, Block Group 2, Census Tract 401.01, Clark County, Washington",7,29,7,0,0
530110401012036,"Block 2036, Block Group 2, Census Tract 401.01, Clark County, Washington",6,20,6,0,0
530110401012037,"Block 2037, Block Group 2, Census Tract 401.01, Clark County, Washington",4,13,4,0,0
530110401012038,"Block 2038, Block Group 2, Census Tract 401.01, Clark County, Washington",0,0,0,0,0
530110405104023,"Block 4023, Block Group 4, Census Tract 405.10, Clark County, Washington",1,5,1,0,0
530110405104025,"Block 4025, Block Group 4, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405104026,"Block 4026, Block Group 4, Census Tract 405.10, Clark County, Washington",37,83,36,0,0
530110405104028,"Block 4028, Block Group 4, Census Tract 405.10, Clark County, Washington",20,38,20,0,0
530110402014022,"Block 4022, Block Group 4, Census Tract 402.01, Clark County, Washington",16,53,16,0,0
530110405104029,"Block 4029, Block Group 4, Census Tract 405.10, Clark County, Washington",3,10,1,0,0
530110405104031,"Block 4031, Block Group 4, Census Tract 405.10, Clark County, Washington",5,29,5,0,0
530110405104032,"Block 4032, Block Group 4, Census Tract 405.10, Clark County, Washington",40,70,40,0,0
530110405104034,"Block 4034, Block Group 4, Census Tract 405.10, Clark County, Washington",77,148,67,0,0
530110405104035,"Block 4035, Block Group 4, Census Tract 405.10, Clark County, Washington",12,27,12,0,0
530110405104037,"Block 4037, Block Group 4, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405104038,"Block 4038, Block Group 4, Census Tract 405.10, Clark County, Washington",16,55,16,0,0
530110405104040,"Block 4040, Block Group 4, Census Tract 405.10, Clark County, Washington",0,0,0,0,0
530110405104041,"Block 4041, Block Group 4, Census Tract 405.10, Clark County, Washington",9,21,9,0,0
530110405111000,"Block 1000, Block Group 1, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405111002,"Block 1002, Block Group 1, Census Tract 405.11, Clark County, Washington",5,6,5,0,0
530110405111003,"Block 1003, Block Group 1, Census Tract 405.11, Clark County, Washington",162,458,162,0,0
530110405111005,"Block 1005, Block Group 1, Census Tract 405.11, Clark County, Washington",8,30,3,0,0
530110405111006,"Block 1006, Block Group 1, Census Tract 405.11, Clark County, Washington",15,41,15,0,0
530110405111008,"Block 1008, Block Group 1, Census Tract 405.11, Clark County, Washington",4,18,4,0,0
530110405111009,"Block 1009, Block Group 1, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405111010,"Block 1010, Block Group 1, Census Tract 405.11, Clark County, Washington",51,138,51,0,0
530110405111012,"Block 1012, Block Group 1, Census Tract 405.11, Clark County, Washington",3,22,3,0,0
530110405111013,"Block 1013, Block Group 1, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405111015,"Block 1015, Block Group 1, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405111016,"Block 1016, Block Group 1, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405111018,"Block 1018, Block Group 1, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405111019,"Block 1019, Block Group 1, Census Tract 405.11, Clark County, Washington",5,23,5,0,0
530110405111020,"Block 1020, Block Group 1, Census Tract 405.11, Clark County, Washington",7,26,2,0,0
530110405112001,"Block 2001, Block Group 2, Census Tract 405.11, Clark County, Washington",1,11,1,0,0
530110405112002,"Block 2002, Block Group 2, Census Tract 405.11, Clark County, Washington",10,32,10,0,0
530110405112003,"Block 2003, Block Group 2, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405112004,"Block 2004, Block Group 2, Census Tract 405.11, Clark County, Washington",101,234,101,0,0
530110405112005,"Block 2005, Block Group 2, Census Tract 405.11, Clark County, Washington",9,37,9,0,0
530110405112006,"Block 2006, Block Group 2, Census Tract 405.11, Clark County, Washington",1,4,1,0,0
530110405112007,"Block 2007, Block Group 2, Census Tract 405.11, Clark County, Washington",7,20,7,0,0
530110405112008,"Block 2008, Block Group 2, Census Tract 405.11, Clark County, Washington",22,48,20,0,0
530110405112009,"Block 2009, Block Group 2, Census Tract 405.11, Clark County, Washington",79,226,79,0,0
530110405112010,"Block 2010, Block Group 2, Census Tract 405.11, Clark County, Washington",26,73,23,0,0
530110405112011,"Block 2011, Block Group 2, Census Tract 405.11, Clark County, Washington",18,61,18,0,0
530110402014028,"Block 4028, Block Group 4, Census Tract 402.01, Clark County, Washington",3,11,3,0,0
530110402014029,"Block 4029, Block Group 4, Census Tract 402.01, Clark County, Washington",0,0,0,0,0
530110402014030,"Block 4030, Block Group 4, Census Tract 402.01, Clark County, Washington",4,20,4,0,0
530110402014031,"Block 4031, Block Group 4, Census Tract 402.01, Clark County, Washington",5,27,2,0,0
