GEOID,NAME,HH,POP,HH_Occ,GQ_Inst,GQ_Non
530110402014032,"Block 4032, Block Group 4, Census Tract 402.01, Clark County, Washington",1,7,1,0,0
530110402014033,"Block 4033, Block Group 4, Census Tract 402.01, Clark County, Washington",17,53,17,0,0
530110402021000,"Block 1000, Block Group 1, Census Tract 402.02, Clark County, Washington",0,0,0,0,0
530110402021001,"Block 1001, Block Group 1, Census Tract 402.02, Clark County, Washington",0,0,0,0,0
530110402021002,"Block 1002, Block Group 1, Census Tract 402.02, Clark County, Washington",0,0,0,0,0
530110402021003,"Block 1003, Block Group 1, Census Tract 402.02, Clark County, Washington",25,59,22,0,0
530110407093000,"Block 3000, Block Group 3, Census Tract 407.09, Clark County, Washington",4,38,4,0,0
530110407093001,"Block 3001, Block Group 3, Census Tract 407.09, Clark County, Washington",57,141,57,0,0
530110407093003,"Block 3003, Block Group 3, Census Tract 407.09, Clark County, Washington",14,68,14,0,0
530110407093005,"Block 3005, Block Group 3, Census Tract 407.09, Clark County, Washington",267,535,259,0,0
530110407093006,"Block 3006, Block Group 3, Census Tract 407.09, Clark County, Washington",69,178,69,0,0
530110407093010,"Block 3010, Block Group 3, Census Tract 407.09, Clark County, Washington",35,115,35,0,0
530110407093011,"Block 3011, Block Group 3, Census Tract 407.09, Clark County, Washington",93,317,93,0,0
530110407093012,"Block 3012, Block Group 3, Census Tract 407.09, Clark County, Washington",24,85,19,0,0
530110407151016,"Block 1016, Block Group 1, Census Tract 407.15, Clark County, Washington",0,0,0,0,0
530110407151017,"Block 1017, Block Group 1, Census Tract 407.15, Clark County, Washington",21,52,21,0,0
530110407151018,"Block 1018, Block Group 1, Census Tract 407.15, Clark County, Washington",5,17,0,0,0
530110407151019,"Block 1019, Block Group 1, Census Tract 407.15, Clark County, Washington",16,64,16,0,0
530110407151020,"Block 1020, Block Group 1, Census Tract 407.15, Clark County, Washington",44,155,44,0,0
530110407151021,"Block 1021, Block Group 1, Census Tract 407.15, Clark County, Washington",2,13,2,0,0
530110407151022,"Block 1022, Block Group 1, Census Tract 407.15, Clark County, Washington",71,209,71,0,0
530110407151023,"Block 1023, Block Group 1, Census Tract 407.15, Clark County, Washington",51,182,51,0,0
530110407151024,"Block 1024, Block Group 1, Census Tract 407.15, Clark County, Washington",5,18,5,0,0
530110407151026,"Block 1026, Block Group 1, Census Tract 407.15, Clark County, Washington",0,0,0,0,0
530110407151027,"Block 1027, Block Group 1, Census Tract 407.15, Clark County, Washington",0,0,0,0,0
530110407151028,"Block 1028, Block Group 1, Census Tract 407.15, Clark County, Washington",89,265,89,0,0
530110404081003,"Block 1003, Block Group 1, Census Tract 404.08, Clark County, Washington",43,121,42,0,0
530110404081004,"Block 1004, Block Group 1, Census Tract 404.08, Clark County, Washington",6,23,6,0,0
530110404081005,"Block 1005, Block Group 1, Census Tract 404.08, Clark County, Washington",41,93,41,0,0
530110404081007,"Block 1007, Block Group 1, Census Tract 404.08, Clark County, Washington",44,106,41,0,0
530110404081008,"Block 1008, Block Group 1, Census Tract 404.08, Clark County, Washington",9,23,9,0,0
530110404081010,"Block 1010, Block Group 1, Census Tract 404.08, Clark County, Washington",5,12,3,0,0
530110404081011,"Block 1011, Block Group 1, Census Tract 404.08, Clark County, Washington",20,61,20,0,0
530110404081013,"Block 1013, Block Group 1, Census Tract 404.08, Clark County, Washington",0,0,0,0,0
530110404081014,"Block 1014, Block Group 1, Census Tract 404.08, Clark County, Washington",13,51,8,0,0
530110404081015,"Block 1015, Block Group 1, Census Tract 404.08, Clark County, Washington",35,106,35,0,0
530110404081017,"Block 1017, Block Group 1, Census Tract 404.08, Clark County, Washington",0,0,0,0,0
530110404081018,"Block 1018, Block Group 1, Census Tract 404.08, Clark County, Washington",4,31,4,0,0
530110404082000,"Block 2000, Block Group 2, Census Tract 404.08, Clark County, Washington",66,147,63,0,0
530110404082001,"Block 2001, Block Group 2, Census Tract 404.08, Clark County, Washington",24,65,24,0,0
530110404082003,"Block 2003, Block Group 2, Census Tract 404.08, Clark County, Washington",96,300,93,0,16
530110404082004,"Block 2004, Block Group 2, Census Tract 404.08, Clark County, Washington",10,32,10,0,0
530110404082005,"Block 2005, Block Group 2, Census Tract 404.08, Clark County, Washington",12,47,12,0,0
530110404082007,"Block 2007, Block Group 2, Census Tract 404.08, Clark County, Washington",112,309,112,0,0
530110404082008,"Block 2008, Block Group 2, Census Tract 404.08, Clark County, Washington",2,6,2,0,0
530110404082010,"Block 2010, Block Group 2, Census Tract 404.08, Clark County, Washington",5,19,5,0,0
530110404082011,"Block 2011, Block Group 2, Census Tract 404.08, Clark County, Washington",46,179,46,0,6
530110404082013,"Block 2013, Block Group 2, Census Tract 404.08, Clark County, Washington",3,24,2,0,0
530110404082014,"Block 2014, Block Group 2, Census Tract 404.08, Clark County, Washington",59,192,59,0,15
530110404082016,"Block 2016, Block Group 2, Census Tract 404.08, Clark County, Washington",34,90,34,0,0
530110404082017,"Block 2017, Block Group 2, Census Tract 404.08, Clark County, Washington",24,67,24,0,0
530110404083000,"Block 3000, Block Group 3, Census Tract 404.08, Clark County, Washington",0,0,0,0,0
530110404083001,"Block 3001, Block Group 3, Census Tract 404.08, Clark County, Washington",123,383,123,0,7
530110404083002,"Block 3002, Block Group 3, Census Tract 404.08, Clark County, Washington",1,4,1,0,0
530110404083003,"Block 3003, Block Group 3, Census Tract 404.08, Clark County, Washington",38,116,38,0,0
530110404083004,"Block 3004, Block Group 3, Census Tract 404.08, Clark County, Washington",3,15,0,0,0
530110404083005,"Block 3005, Block Group 3, Census Tract 404.08, Clark County, Washington",43,144,40,0,0
530110404083006,"Block 3006, Block Group 3, Census Tract 404.08, Clark County, Washington",36,106,36,0,0
530110404083007,"Block 3007, Block Group 3, Census Tract 404.08, Clark County, Washington",28,58,26,0,0
530110404083008,"Block 3008, Block Group 3, Census Tract 404.08, Clark County, Washington",72,221,70,0,0
530110404083009,"Block 3009, Block Group 3, Census Tract 404.08, Clark County, Washington",19,65,19,0,0
530110404083010,"Block 3010, Block Group 3, Census Tract 404.08, Clark County, Washington",10,30,10,0,0
530110404083011,"Block 3011, Block Group 3, Census Tract 404.08, Clark County, Washington",9,25,9,0,0
530110401013000,"Block 3000, Block Group 3, Census Tract 401.01, Clark County, Washington",13,31,13,0,0
530110401013001,"Block 3001, Block Group 3, Census Tract 401.01, Clark County, Washington",8,36,8,0,0
530110401013002,"Block 3002, Block Group 3, Census Tract 401.01, Clark County, Washington",3,6,0,0,0
530110401013003,"Block 3003, Block Group 3, Census Tract 401.01, Clark County, Washington",0,0,0,0,0
530110401013004,"Block 3004, Block Group 3, Census Tract 401.01, Clark County, Washington",2,15,2,0,0
530110401013005,"Block 3005, Block Group 3, Census Tract 401.01, Clark County, Washington",12,29,5,0,0
530110401013006,"Block 3006, Block Group 3, Census Tract 401.01, Clark County, Washington",6,24,6,0,0
530110401013007,"Block 3007, Block Group 3, Census Tract 401.01, Clark County, Washington",2,14,2,0,0
530110401013008,"Block 3008, Block Group 3, Census Tract 401.01, Clark County, Washington",145,402,145,0,0
530110401013009,"Block 3009, Block Group 3, Census Tract 401.01, Clark County, Washington",167,548,167,0,0
530110401013010,"Block 3010, Block Group 3, Census Tract 401.01, Clark County, Washington",1,6,1,0,0
530110401013012,"Block 3012, Block Group 3, Census Tract 401.01, Clark County, Washington",7,35,7,0,0
530110401013013,"Block 3013, Block Group 3, Census Tract 401.01, Clark County, Washington",11,40,11,0,0
530110401013014,"Block 3014, Block Group 3, Census Tract 401.01, Clark County, Washington",0,0,0,0,0
530110401013015,"Block 3015, Block Group 3, Census Tract 401.01, Clark County, Washington",14,41,14,0,0
530110405112012,"Block 2012, Block Group 2, Census Tract 405.11, Clark County, Washington",25,49,23,0,0
530110405112013,"Block 2013, Block Group 2, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405112014,"Block 2014, Block Group 2, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405112015,"Block 2015, Block Group 2, Census Tract 405.11, Clark County, Washington",2,6,2,0,0
530110405112016,"Block 2016, Block Group 2, Census Tract 405.11, Clark County, Washington",13,30,13,0,0
530110405112018,"Block 2018, Block Group 2, Census Tract 405.11, Clark County, Washington",38,100,38,0,0
530110405112019,"Block 2019, Block Group 2, Census Tract 405.11, Clark County, Washington",6,18,6,0,0
530110405112021,"Block 2021, Block Group 2, Census Tract 405.11, Clark County, Washington",4,10,4,0,0
530110405112022,"Block 2022, Block Group 2, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405112023,"Block 2023, Block Group 2, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405112025,"Block 2025, Block Group 2, Census Tract 405.11, Clark County, Washington",3,5,3,0,0
530110405112026,"Block 2026, Block Group 2, Census Tract 405.11, Clark County, Washington",17,46,12,0,0
530110405112028,"Block 2028, Block Group 2, Census Tract 405.11, Clark County, Washington",1,11,0,0,0
530110405112029,"Block 2029, Block Group 2, Census Tract 405.11, Clark County, Washington",1,3,1,0,0
530110405112031,"Block 2031, Block Group 2, Census Tract 405.11, Clark County, Washington",0,0,0,0,0
530110405121000,"Block 1000, Block Group 1, Census Tract 405.12, Clark County, Washington",0,0,0,0,0
530110405121001,"Block 1001, Block Group 1, Census Tract 405.12, Clark County, Washington",0,0,0,0,0
530110405121003,"Block 1003, Block Group 1, Census Tract 405.12, Clark County, Washington",3,6,3,0,0
530110405121004,"Block 1004, Block Group 1, Census Tract 405.12, Clark County, Washington",0,0,0,0,0
530110405121006,"Block 1006, Block Group 1, Census Tract 405.12, Clark County, Washington",54,101,54,0,0
530110405121007,"Block 1007, Block Group 1, Census Tract 405.12, Clark County, Washington",6,21,0,0,0
530110405121009,"Block 1009, Block Group 1, Census Tract 405.12, Clark County, Washington",9,31,9,0,0
530110405121010,"Block 1010, Block Group 1, Census Tract 405.12, Clark County, Washington",62,207,62,0,0
530110405121011,"Block 1011, Block Group 1, Census Tract 405.12, Clark County, Washington",135,416,130,0,0
530110405121013,"Block 1013, Block Group 1, Census Tract 405.12, Clark County, Washington",32,85,30,0,0
530110405121014,"Block 1014, Block Group 1, Census Tract 405.12, Clark County, Washington",12,43,12,0,0
530110405121016,"Block 1016, Block Group 1, Census Tract 405.12, Clark County, Washington",21,40,19,0,0
530110405121017,"Block 1017, Block Group 1, Census Tract 405.12, Clark County, Washington",13,42,13,0,0
530110405121019,"Block 1019, Block Group 1, Census Tract 405.12, Clark County, Washington",12,27,12,0,0
530110405121020,"Block 1020, Block Group 1, Census Tract 405.12, Clark County, Washington",13,43,13,0,0
530110405121022,"Block 1022, Block Group 1, Census Tract 405.12, Clark County, Washington",23,75,23,0,0
530110405121023,"Block 1023, Block Group 1, Census Tract 405.12, Clark County, Washington",12,42,12,0,0
530110405121024,"Block 1024, Block Group 1, Census Tract 405.12, Clark County, Washington",27,95,27,0,0
530110405121025,"Block 1025, Block Group 1, Census Tract 405.12, Clark County, Washington",130,383,130,0,0
530110405121026,"Block 1026, Block Group 1, Census Tract 405.12, Clark County, Washington",6,26,6,0,0
530110405121027,"Block 1027, Block Group 1, Census Tract 405.12, Clark County, Washington",6,13,6,0,0
530110405121028,"Block 1028, Block Group 1, Census Tract 405.12, Clark County, Washington",8,29,8,0,0
530110402021007,"Block 1007, Block Group 1, Census Tract 402.02, Clark County, Washington",0,0,0,0,0
530110402021008,"Block 1008, Block Group 1, Census Tract 402.02, Clark County, Washington",0,0,0,0,0
530110402021010,"Block 1010, Block Group 1, Census Tract 402.02, Clark County, Washington",9,21,3,0,0
530110402021011,"Block 1011, Block Group 1, Census Tract 402.02, Clark County, Washington",1,3,0,0,0
530110402021012,"Block 1012, Block Group 1, Census Tract 402.02, Clark County, Washington",11,35,11,0,0
530110402021013,"Block 1013, Block Group 1, Census Tract 402.02, Clark County, Washington",6,18,5,0,0
530110402021014,"Block 1014, Block Group 1, Census Tract 402.02, Clark County, Washington",12,32,12,0,0
530110402021015,"Block 1015, Block Group 1, Census Tract 402.02, Clark County, Washington",22,71,22,0,0
530110402021016,"Block 1016, Block Group 1, Census Tract 402.02, Clark County, Washington",3,6,3,0,0
530110402021017,"Block 1017, Block Group 1, Census Tract 402.02, Clark County, Washington",24,98,24,0,0
530110402021020,"Block 1020, Block Group 1, Census Tract 402.02, Clark County, Washington",25,49,25,0,0
530110402021021,"Block 1021, Block Group 1, Census Tract 402.02, Clark County, Washington",2,6,2,0,0
530110407093013,"Block 3013, Block Group 3, Census Tract 407.09, Clark County, Washington",21,71,16,0,0
530110407093014,"Block 3014, Block Group 3, Census Tract 407.09, Clark County, Washington",20,87,16,0,0
530110407093015,"Block 3015, Block Group 3, Census Tract 407.09, Clark County, Washington",50,172,50,0,0
530110407093016,"Block 3016, Block Group 3, Census Tract 407.09, Clark County, Washington",28,99,28,0,0
530110407093017,"Block 3017, Block Group 3, Census Tract 407.09, Clark County, Washington",20,70,20,0,0
530110407093018,"Block 3018, Block Group 3, Census Tract 407.09, Clark County, Washington",21,75,21,0,0
530110407092021,"Block 2021, Block Group 2, Census Tract 407.09, Clark County, Washington",22,77,22,0,0
530110407093002,"Block 3002, Block Group 3, Census Tract 407.09, Clark County, Washington",31,114,26,0,0
530110407093019,"Block 3019, Block Group 3, Census Tract 407.09, Clark County, Washington",21,66,21,0,0
530110407093020,"Block 3020, Block Group 3, Census Tract 407.09, Clark County, Washington",21,67,21,0,0
530110407093021,"Block 3021, Block Group 3, Census Tract 407.09, Clark County, Washington",9,33,9,0,0
530110407093022,"Block 3022, Block Group 3, Census Tract 407.09, Clark County, Washington",30,74,30,0,0
530110407111000,"Block 1000, Block Group 1, Census Tract 407.11, Clark County, Washington",283,719,282,0,0
530110407111001,"Block 1001, Block Group 1, Census Tract 407.11, Clark County, Washington",2,12,2,0,0
530110407152002,"Block 2002, Block Group 2, Census Tract 407.15, Clark County, Washington",70,206,66,0,0
530110407152004,"Block 2004, Block Group 2, Census Tract 407.15, Clark County, Washington",19,50,11,0,0
530110407152005,"Block 2005, Block Group 2, Census Tract 407.15, Clark County, Washington",29,86,29,0,0
530110407152006,"Block 2006, Block Group 2, Census Tract 407.15, Clark County, Washington",1,11,1,0,0
530110407152007,"Block 2007, Block Group 2, Census Tract 407.15, Clark County, Washington",16,50,16,0,0
530110407152008,"Block 2008, Block Group 2, Census Tract 407.15, Clark County, Washington",4,14,4,0,0
530110404091001,"Block 1001, Block Group 1, Census Tract 404.09, Clark County, Washington",1,9,1,0,0
530110404091002,"Block 1002, Block Group 1, Census Tract 404.09, Clark County, Washington",94,205,94,0,0
530110404091004,"Block 1004, Block Group 1, Census Tract 404.09, Clark County, Washington",27,53,27,0,0
530110404091005,"Block 1005, Block Group 1, Census Tract 404.09, Clark County, Washington",17,52,17,0,0
530110404091006,"Block 1006, Block Group 1, Census Tract 404.09, Clark County, Washington",40,88,40,0,0
530110404091008,"Block 1008, Block Group 1, Census Tract 404.09, Clark County, Washington",31,84,31,0,0
