geography,id,num_hh_control,num_hh_result,num_hh_diff
BLOCK,410390030003001,13,13,0
BLOCK,410390031011000,4,4,0
BLOCK,410419508001038,3,3,0
BLOCK,410390039001018,24,24,0
BLOCK,410430203006006,14,14,0
BLOCK,410430301002067,11,11,0
BLOCK,410390031011025,5,5,0
BLOCK,410390031011026,32,32,0
BLOCK,410419504012013,4,4,0
BLOCK,410419504012023,1,1,0
BLOCK,410390031044001,4,4,0
BLOCK,410419512002002,8,8,0
BLOCK,410390043001001,76,76,0
BLOCK,410390049002016,4,4,0
BLOCK,410430201011042,2,2,0
BLOCK,410390039001032,9,9,0
BLOCK,410390022012010,15,15,0
BLOCK,410430203001023,1,1,0
BLOCK,410390024011005,4,4,0
BLOCK,410390024011013,1,1,0
BLOCK,410390048001000,7,7,0
BLOCK,410430201012001,6,6,0
BLOCK,410390029032009,8,8,0
BLOCK,410390021032004,2,2,0
BLOCK,410390031013001,2,2,0
BLOCK,410390046003002,29,29,0
BLOCK,410390046003003,8,8,0
BLOCK,410390028003051,9,9,0
BLOCK,410390029021003,7,7,0
BLOCK,410390029021005,9,9,0
BLOCK,410390031014003,4,4,0
BLOCK,410390032022012,58,58,0
BLOCK,410390050002017,9,9,0
BLOCK,410390050002018,7,7,0
BLOCK,410390021042003,7,7,0
BLOCK,410419503042007,10,10,0
BLOCK,410419511001014,13,13,0
BLOCK,410390041002032,1,1,0
BLOCK,410390049002017,8,8,0
BLOCK,410419506012000,6,6,0
BLOCK,410390033011005,3,3,0
BLOCK,410390020022007,9,9,0
BLOCK,410390020022016,11,11,0
BLOCK,410419510002043,20,20,0
BLOCK,410430203001001,8,8,0
BLOCK,410430204003073,6,6,0
BLOCK,410390023023001,8,8,0
BLOCK,410390032011015,5,5,0
BLOCK,410390032011019,1,1,0
BLOCK,410390046001009,2,2,0
BLOCK,410390021012014,9,9,0
BLOCK,410390021031006,9,9,0
BLOCK,410390029031008,5,5,0
BLOCK,410430204003089,22,22,0
BLOCK,410430204004023,14,14,0
BLOCK,410390032012000,9,9,0
BLOCK,410390032012015,8,8,0
BLOCK,410430205001035,15,15,0
BLOCK,410430205002000,6,6,0
BLOCK,410430205003004,3,3,0
BLOCK,410390027001002,5,5,0
BLOCK,410390041001016,7,7,0
BLOCK,410430206011009,8,8,0
BLOCK,410419509002002,7,7,0
BLOCK,410390031031000,9,9,0
BLOCK,410390031031001,9,9,0
BLOCK,410390031031007,6,6,0
BLOCK,410390031031011,6,6,0
BLOCK,410390043002000,15,15,0
BLOCK,410390043004000,147,147,0
BLOCK,410390048002007,49,49,0
BLOCK,410390031032002,7,7,0
BLOCK,410390031032004,3,3,0
BLOCK,410390031041001,87,87,0
