"TAZ","HHINC1","HHINC2","HHINC3","HHINC4","HHINC5","HHINC6","HHINC7","HHINC8","HHSIZE1","HHSIZE2","HHSIZE3","HHSIZE4","HHWORK0","HHWORK1","HHWORK2","HHWORK3","HHWCHILD","HHWOCHILD"
100,0,0,1,0,4,3,6,0,3,8,3,0,4,6,4,0,1,13
101,0,0,1,0,4,1,7,0,3,8,1,1,4,4,5,0,1,12
102,1,1,10,1,24,14,30,4,20,33,10,22,23,31,26,5,24,61
103,0,0,4,0,13,7,14,1,9,16,3,11,11,13,13,2,12,27
104,0,0,3,0,9,5,11,1,6,11,6,6,8,12,8,1,7,22
105,0,0,1,0,7,2,5,1,3,7,2,4,4,6,5,1,4,12
106,0,0,1,0,5,1,3,0,2,7,0,1,2,6,2,0,1,9
107,0,0,1,0,4,1,7,0,6,5,1,1,5,4,4,0,1,12
108,0,0,0,3,7,0,0,0,0,7,0,3,3,4,3,0,2,8
109,2,2,2,7,6,3,1,1,3,10,6,5,7,9,7,1,3,21
110,1,1,1,2,2,1,1,0,1,4,2,2,2,3,3,1,2,7
111,0,14,14,14,12,14,0,0,14,26,14,14,14,27,27,0,14,54
112,14,15,15,23,21,14,9,5,28,61,12,15,31,41,37,7,25,91
113,46,55,58,89,86,50,37,23,72,220,67,85,117,157,139,31,128,316
114,19,22,22,37,34,19,14,9,43,78,28,27,46,63,56,11,43,133
115,13,16,18,27,28,15,10,7,38,56,21,19,35,48,42,9,36,98
116,23,25,27,42,42,24,17,10,51,91,30,38,55,76,65,14,58,152
117,13,10,7,29,39,14,7,0,50,31,17,21,32,42,37,8,35,84
118,31,25,17,76,96,35,16,0,105,81,53,57,78,104,94,20,103,193
119,12,9,7,27,37,12,6,0,17,41,22,30,28,39,36,7,51,59
120,1,1,12,2,30,16,37,4,11,30,17,45,29,36,32,6,59,44
121,0,0,1,0,3,3,6,0,2,5,0,6,3,4,6,0,5,8
122,0,0,0,1,3,1,1,0,1,2,1,2,2,2,2,0,3,3
123,13,10,7,30,40,14,6,0,21,48,20,31,32,43,37,8,48,72
124,9,5,5,16,20,7,3,0,14,24,15,12,17,23,21,4,28,37
125,21,26,26,43,44,26,18,10,78,74,28,34,58,74,67,15,65,149
126,1,0,1,0,0,0,1,1,2,1,1,0,1,1,2,0,0,4
127,3,0,0,3,7,1,0,0,1,1,9,3,3,7,4,0,8,6
128,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,2
129,0,0,1,0,3,1,6,0,1,3,1,6,2,4,3,2,4,7
130,1,1,0,4,3,0,0,0,0,5,3,1,1,4,4,0,5,4
131,4,5,7,9,10,4,3,2,5,17,10,12,12,14,15,3,15,29
132,1,2,1,2,6,1,2,0,3,8,1,3,5,5,5,0,4,11
133,2,1,2,2,4,1,2,0,2,8,1,3,3,5,6,0,4,10
134,1,1,2,1,1,2,3,0,3,5,0,3,2,5,3,1,3,8
135,0,1,2,1,1,2,1,1,2,7,0,0,2,4,3,0,0,9
136,6,7,4,10,7,11,3,2,11,23,6,10,12,20,15,3,13,37
137,14,28,0,36,56,1,5,4,38,43,22,41,31,58,43,12,53,91
138,11,25,1,32,43,8,7,5,31,50,23,28,28,54,39,11,40,92
139,8,20,8,18,34,0,1,3,14,25,20,33,20,37,28,7,49,43
140,19,14,17,17,20,28,7,12,16,38,30,50,33,40,45,16,70,64
141,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3,4,5,6,4,4,1,0,9,8,4,6,8,9,9,1,5,22
146,2,2,0,0,0,0,0,2,0,4,2,0,0,4,2,0,2,4
147,2,2,2,0,2,0,0,0,0,1,2,5,3,3,2,0,2,6
148,0,6,0,4,1,6,1,4,4,11,4,3,6,9,7,0,7,15
149,1,14,2,5,1,9,3,3,9,15,3,11,11,14,12,1,12,26
150,1,5,1,2,0,3,1,1,3,6,1,4,4,5,4,1,4,10
151,4,5,6,6,7,6,0,0,1,20,5,8,11,13,9,1,8,26
152,0,15,17,0,26,10,11,3,14,30,16,22,21,29,25,7,26,56
153,10,21,12,5,20,9,16,9,17,44,19,22,35,41,23,3,29,73
154,0,9,7,0,15,4,4,1,7,24,2,7,9,16,12,3,8,32
155,2,0,6,1,2,5,0,0,0,9,1,6,3,8,5,0,5,11
156,16,2,32,16,27,22,7,0,17,52,15,38,36,52,31,3,44,78
157,5,8,9,10,9,7,2,0,6,23,11,10,15,19,15,1,9,41
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6,6,8,8,8,8,1,0,3,18,5,19,14,16,14,1,15,30
160,3,4,5,6,5,3,0,0,3,11,4,8,8,8,8,2,10,16
161,5,7,8,9,10,8,1,0,11,15,5,17,15,17,15,1,19,29
162,35,41,55,57,53,44,8,0,87,109,47,50,92,98,92,11,64,229
163,15,15,24,19,51,30,9,8,29,60,41,41,54,57,53,7,56,115
164,1,0,1,0,2,2,0,0,1,1,2,2,2,2,2,0,2,4
165,5,4,5,5,13,7,2,2,7,15,12,9,13,15,13,2,13,30
166,20,19,27,24,60,40,12,8,27,79,49,55,64,73,66,7,80,130
167,0,0,3,0,2,3,0,0,0,5,0,3,3,0,5,0,0,8
168,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,2
169,1,2,1,2,1,1,1,0,2,3,2,2,2,3,3,1,3,6
170,2,5,3,9,12,4,2,0,4,19,4,10,9,10,15,3,15,22
171,8,20,13,30,34,15,4,0,32,41,22,29,31,37,43,13,31,93
172,0,2,2,2,1,1,1,0,2,3,2,2,2,2,4,1,4,5
173,16,11,16,12,15,22,6,8,19,35,14,38,27,32,36,11,38,68
174,6,3,4,4,4,7,1,2,5,11,4,11,9,9,10,3,8,23
175,9,6,9,8,10,14,4,5,6,28,16,15,16,20,22,7,15,50
176,17,11,17,12,17,26,6,9,21,49,18,27,30,35,39,11,33,82
177,3,2,5,2,0,5,0,0,3,6,3,5,5,5,5,2,5,12
178,2,0,2,0,1,7,0,0,0,7,2,3,3,6,3,0,3,9
179,1,1,0,2,3,4,7,0,5,8,1,4,4,8,5,1,5,13
180,0,0,0,0,3,0,4,0,0,4,0,3,1,3,3,0,3,4
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,1,1,2,1,1,0,0,0,3,0,3,1,2,3,0,3,3
183,1,1,0,2,2,4,0,0,2,5,1,2,3,5,2,0,3,7
184,1,2,1,1,0,3,1,0,1,2,1,5,2,4,3,0,4,5
185,4,6,2,7,4,13,6,3,3,18,6,18,9,20,13,3,18,27
186,3,5,1,6,4,8,3,1,6,11,3,11,6,14,9,2,11,20
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,6,10,8,16,21,13,28,6,16,57,17,18,25,45,31,7,21,87
189,0,12,61,35,23,24,12,0,35,24,48,60,35,72,60,0,72,95
18904,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,2
190,0,1,2,2,2,1,1,0,2,2,2,3,2,4,3,0,3,6
191,0,1,1,3,0,0,0,0,0,3,1,1,1,1,3,0,1,4
192,0,0,1,4,2,1,1,1,0,6,1,3,4,3,3,0,2,8
193,0,0,2,2,3,2,0,1,0,5,3,2,4,4,2,0,3,7
194,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2
195,32,38,95,122,106,64,30,24,129,192,87,103,134,223,141,13,185,326
196,0,0,8,3,4,3,0,0,0,6,6,6,3,9,6,0,9,9
197,22,27,67,84,74,44,21,17,68,111,84,93,94,153,100,9,151,205
198,23,29,73,87,78,47,22,18,59,136,72,110,99,164,106,8,159,218
199,6,7,20,24,24,13,5,4,38,39,15,11,26,46,29,2,28,75
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,1,2,0,0,0,1,1,1,1,1,1,2,1,0,2,2
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,12,37,1,0,0,11,17,24,11,9,15,29,16,1,12,49
211,0,0,3,9,0,0,0,2,4,5,2,3,4,6,4,0,3,11
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,1,5,0,0,0,0,4,1,1,0,1,4,1,0,0,6
214,6,4,6,4,11,10,2,2,16,11,8,10,14,13,18,0,16,29
215,18,19,24,22,57,34,11,8,32,77,31,53,60,66,60,7,67,126
216,1,0,0,1,2,1,0,0,0,2,2,1,2,2,1,0,2,3
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,3,3,5,4,11,6,1,1,9,12,5,8,11,12,10,1,13,21
222,61,62,89,80,193,70,21,19,119,193,120,163,188,204,186,17,272,323
223,27,4,17,16,55,46,23,4,21,75,35,61,61,67,59,5,72,120
224,18,2,12,10,32,30,14,2,25,41,19,35,38,41,38,3,47,73
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,5,0,3,2,9,7,4,0,6,7,8,9,10,10,10,0,15,15
227,2,0,2,2,10,5,2,0,3,7,7,6,7,8,8,0,10,13
228,16,2,10,9,35,26,14,2,26,44,21,23,37,38,36,3,39,75
229,59,130,139,68,96,60,9,0,217,245,42,57,177,192,176,16,84,477
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,31,8,71,26,62,36,45,4,100,88,50,45,89,96,90,8,78,205
233,3,1,16,3,4,0,7,0,22,6,3,3,11,12,10,1,6,28
234,1,0,1,2,0,0,0,0,2,1,1,0,1,2,1,0,1,3
235,3,11,5,10,15,5,2,0,14,17,9,11,15,23,12,1,17,34
236,6,19,9,16,30,10,4,0,21,38,22,13,29,38,25,2,33,61
237,1,2,2,7,1,0,0,0,4,3,5,1,4,7,2,0,5,8
238,3,5,5,14,0,0,0,0,14,6,5,2,8,11,8,0,6,21
239,8,20,12,29,16,6,3,0,21,28,17,28,29,39,24,2,43,51
240,20,25,29,76,0,0,0,0,38,43,36,33,45,62,40,3,82,68
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,24,3,50,25,45,32,12,0,30,56,39,66,57,79,50,5,85,106
244,18,2,42,19,35,26,9,0,15,52,29,55,45,63,39,4,66,85
245,6,20,9,17,27,9,5,0,20,33,13,27,27,38,25,3,37,56
246,5,17,7,13,22,10,3,0,17,34,10,16,23,32,20,2,24,53
247,7,5,15,8,17,10,4,0,26,20,7,13,19,26,18,3,22,44
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,28,3,57,28,49,37,14,0,47,68,39,62,65,90,55,6,91,125
250,36,4,75,34,66,48,17,0,54,120,36,70,83,117,72,8,86,194
251,50,53,7,33,16,72,43,12,109,98,26,53,74,101,83,28,71,215
252,18,21,3,12,5,25,16,4,12,39,14,39,27,36,31,10,46,58
253,22,23,3,16,6,29,18,5,49,35,17,21,31,42,37,12,32,90
254,61,62,10,41,17,80,49,15,61,115,60,99,85,117,100,33,130,205
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,28,24,44,30,88,76,60,21,86,126,67,92,94,130,111,36,149,222
257,10,9,18,11,35,28,22,8,19,27,38,57,36,49,43,13,91,50
258,14,13,24,16,46,41,32,11,45,67,36,49,50,69,59,19,79,118
259,32,25,51,34,96,84,64,22,62,167,69,110,102,143,122,41,141,267
260,31,34,5,19,7,43,25,8,19,69,23,61,43,60,52,17,71,101
261,0,2,1,0,4,1,1,0,1,6,1,1,2,5,2,0,2,7
262,0,4,5,0,6,2,2,1,2,14,0,4,5,7,6,2,4,16
263,0,7,8,0,13,4,4,1,7,23,0,7,10,12,12,3,7,30
264,0,4,4,0,5,2,3,2,4,9,2,5,5,7,6,2,6,14
265,2,0,5,6,8,9,11,11,11,27,4,10,13,19,16,4,12,40
266,7,16,7,3,15,5,10,6,13,37,3,16,24,28,15,2,17,52
267,2,3,3,0,5,2,3,2,5,8,0,7,10,7,3,0,5,15
268,3,6,2,1,9,2,4,3,4,16,5,5,11,12,6,1,9,21
269,14,24,20,22,19,0,22,10,15,72,23,21,61,40,27,3,29,102
270,2,2,2,4,3,1,2,4,2,10,1,7,7,7,5,1,7,13
271,0,0,2,0,0,0,2,0,0,0,0,4,2,2,0,0,2,2
272,3,0,6,12,11,17,23,20,12,37,16,27,24,31,28,9,31,61
273,1,0,1,3,2,3,5,4,3,9,2,5,5,7,5,2,4,15
274,2,0,4,11,8,13,15,15,7,46,5,10,17,24,21,6,14,54
275,2,0,4,8,9,13,17,14,8,40,8,11,17,23,21,6,14,53
276,0,0,0,0,1,2,3,5,0,8,0,3,2,4,5,0,3,8
277,1,0,2,4,3,6,7,7,2,15,3,10,8,12,8,2,10,20
278,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
279,0,0,1,0,1,2,1,0,1,2,1,1,1,2,2,0,1,4
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,34,26,53,35,97,85,64,23,56,143,94,124,107,143,126,41,189,228
287,4,1,4,2,8,6,5,2,5,15,2,10,7,12,11,2,10,22
288,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
289,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
290,1,0,2,1,2,4,2,0,0,5,5,2,2,5,4,1,6,6
291,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2
292,18,8,13,11,13,6,2,2,13,34,15,11,22,32,18,1,12,61
293,30,13,23,17,18,9,4,3,18,54,20,25,37,51,28,1,31,86
294,0,0,0,0,3,0,0,0,0,2,1,0,0,2,1,0,1,2
295,75,32,55,44,46,25,12,9,80,111,44,63,94,129,71,4,92,206
296,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
297,48,19,38,29,19,10,0,0,67,38,10,48,48,77,38,0,58,105
298,4,1,6,4,4,1,0,0,3,8,3,6,7,9,4,0,10,10
299,95,61,46,65,53,38,5,2,67,124,65,109,103,142,105,15,167,198
300,60,28,45,38,40,21,10,6,97,81,26,44,76,110,58,4,55,193
301,61,28,46,37,38,22,9,7,82,80,39,47,79,107,59,3,69,179
302,4,1,3,2,1,2,0,0,6,2,2,3,5,5,3,0,4,9
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,101,45,41,50,23,17,4,0,70,64,54,93,89,97,85,10,130,151
305,4,3,3,2,0,0,0,0,1,5,3,3,5,4,3,0,4,8
306,36,15,13,18,8,6,1,0,24,37,15,21,30,35,29,3,31,66
307,16,18,7,16,16,14,0,0,17,20,18,32,18,31,31,7,45,42
308,34,33,17,29,23,18,1,0,48,45,23,39,33,54,55,13,57,98
309,25,17,18,16,7,2,1,0,22,25,16,23,18,30,31,7,33,53
310,6,6,2,3,3,1,1,0,11,5,2,4,8,7,6,1,6,16
311,59,49,31,40,29,11,10,0,71,60,38,60,58,80,76,15,93,136
312,41,52,16,33,43,10,15,0,51,66,36,57,67,74,62,7,78,132
313,3,3,0,1,1,0,0,0,3,3,1,1,5,3,0,0,0,8
314,7,6,0,3,0,0,0,1,5,9,1,2,7,7,3,0,2,15
315,8,10,3,5,7,2,3,0,16,11,5,6,13,13,11,1,9,29
316,13,18,5,10,16,3,5,0,41,13,7,9,22,25,21,2,14,56
317,14,14,4,9,14,3,4,0,29,19,10,4,19,22,19,2,13,49
318,3,1,0,3,2,1,0,0,5,4,1,0,3,3,4,0,1,9
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,12,6,0,7,0,0,0,1,17,8,1,0,10,10,6,0,4,22
322,41,24,3,26,0,0,0,8,87,14,0,1,45,45,11,1,2,100
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,14,8,0,7,0,0,0,2,27,4,0,0,14,14,3,0,0,31
330,1,1,0,0,0,0,0,1,0,2,0,1,1,2,0,0,1,2
331,10,2,2,2,1,0,0,0,7,7,2,1,7,8,1,1,5,12
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,43,9,15,3,4,0,3,0,22,23,15,17,35,33,7,2,31,46
334,27,9,7,6,0,0,2,2,23,18,8,4,24,22,5,2,14,39
335,8,1,2,0,1,0,0,0,4,4,2,2,5,6,1,0,3,9
336,58,15,23,4,6,0,5,0,43,19,27,22,50,47,11,3,39,72
337,87,20,32,6,7,0,7,0,44,45,26,44,70,66,18,5,64,95
338,35,7,12,2,1,0,2,0,17,11,7,24,26,26,5,2,23,36
339,1,0,1,0,1,0,0,0,1,2,0,0,2,1,0,0,1,2
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1,1,1,1,1,1,1,0,2,3,1,1,3,2,2,0,2,5
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,50,30,10,20,17,3,0,0,50,42,18,20,40,50,35,5,37,93
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,2,3,0,0,0,0,0,0,2,2,1,0,1,3,1,0,0,5
346,71,46,16,29,25,4,0,0,75,59,27,30,58,74,52,7,57,134
347,162,104,48,71,72,19,8,0,219,148,55,62,144,184,136,20,103,381
348,142,89,33,57,45,9,0,0,147,115,49,64,113,142,105,15,108,267
349,36,21,9,13,12,2,0,0,34,29,12,18,27,37,26,3,43,50
350,33,23,27,22,42,15,13,1,30,49,32,65,52,69,48,7,80,96
351,18,14,24,14,27,12,8,0,24,37,24,32,34,45,34,4,56,61
352,5,5,6,4,9,4,2,0,7,11,8,9,10,14,9,2,17,18
353,9,7,8,6,13,4,4,0,13,17,9,12,17,19,14,1,20,31
354,20,14,20,14,28,10,8,1,34,28,20,33,34,45,32,4,60,55
355,31,22,28,22,43,15,14,1,43,57,19,57,52,69,48,7,65,111
356,28,23,28,21,40,16,12,1,32,57,30,50,51,64,47,7,71,98
357,34,26,32,28,50,17,15,1,44,70,32,57,60,76,58,9,75,128
358,27,15,31,35,96,30,11,12,39,81,52,85,82,89,80,6,109,148
359,57,38,13,22,19,4,0,0,29,37,32,55,45,57,44,7,94,59
360,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,16,68,44,88,48,29,3,5,163,85,28,25,101,123,71,6,57,244
366,61,34,41,76,69,14,23,0,184,84,38,12,88,147,79,4,49,269
367,22,13,15,27,24,5,9,0,43,44,11,17,32,54,28,1,24,91
368,9,35,21,46,24,15,2,2,105,27,9,13,51,63,37,3,18,136
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,7,28,18,36,20,12,1,2,60,30,16,18,43,50,29,2,26,98
371,3,14,10,20,11,6,1,0,25,22,15,3,23,26,15,1,22,43
372,1,4,7,11,6,4,1,1,6,17,5,7,12,15,8,0,15,20
373,13,53,79,106,54,50,11,19,79,122,81,103,128,158,91,8,150,235
374,2,11,7,16,10,4,0,0,4,21,8,17,17,21,12,0,17,33
375,2,10,7,13,7,3,0,0,9,12,8,13,14,17,11,0,21,21
376,55,31,36,68,61,12,21,0,48,100,58,78,79,132,70,3,112,172
377,21,11,13,25,25,4,11,0,21,30,20,39,30,53,26,1,47,63
378,5,2,3,1,0,2,2,0,3,9,0,3,7,5,3,0,8,7
379,98,40,71,51,49,11,4,0,190,71,30,33,161,89,66,8,75,249
380,135,58,34,34,19,32,10,0,230,50,21,21,161,89,64,8,37,285
381,34,14,27,16,15,4,1,0,49,27,22,13,54,32,23,2,33,78
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1
384,28,16,38,24,11,6,0,6,67,39,14,9,37,46,46,0,23,106
385,21,24,27,35,19,22,21,17,50,75,30,31,53,65,68,0,56,130
386,5,5,32,8,47,22,26,13,43,54,25,36,51,50,51,6,51,107
387,72,70,30,35,192,10,13,7,108,167,69,85,215,117,86,11,123,306
388,94,38,68,45,48,11,4,0,89,100,51,68,153,84,63,8,121,187
389,206,89,51,50,29,48,15,0,194,139,67,88,244,133,98,13,188,300
390,80,34,19,19,12,18,5,0,89,51,28,19,94,52,37,4,46,141
391,45,43,18,20,120,5,9,4,42,94,45,83,132,75,52,5,108,156
392,7,25,24,38,18,25,3,0,32,61,17,30,40,65,34,1,42,98
393,11,36,35,55,28,36,6,0,44,71,34,58,57,98,50,2,64,143
394,29,97,100,148,75,103,18,0,161,205,100,104,157,265,141,7,224,346
395,2,5,5,8,4,6,1,0,8,13,4,6,9,15,7,0,8,23
396,15,60,86,114,58,54,13,21,96,147,68,110,140,171,102,8,158,263
397,8,29,45,58,29,27,6,10,54,72,39,47,71,86,51,4,76,136
398,12,31,32,53,62,69,31,12,48,119,56,79,94,103,85,20,96,206
399,28,57,39,83,147,174,93,26,105,291,80,171,188,201,200,58,195,452
400,3,7,7,13,24,26,15,7,16,46,9,31,31,30,32,9,36,66
401,3,9,22,26,39,40,36,28,28,88,33,54,60,62,63,18,67,136
402,4,16,37,44,61,64,56,46,39,150,55,84,96,101,102,29,117,211
403,5,17,45,51,72,75,66,56,72,161,55,99,114,119,119,35,131,256
404,6,0,20,20,23,16,13,0,14,49,13,22,35,31,29,3,37,61
405,13,0,38,45,54,34,27,0,38,97,38,38,75,65,63,8,70,141
406,35,27,43,58,79,63,30,32,87,148,56,76,129,114,110,14,110,257
407,63,47,79,105,139,112,55,59,159,298,91,111,232,206,196,25,165,494
408,1,0,1,3,0,2,1,2,2,5,1,2,4,3,3,0,2,8
409,13,9,15,20,26,24,11,13,21,65,18,27,47,42,38,4,32,99
410,7,7,9,14,18,14,7,7,27,36,8,12,29,27,24,3,17,66
411,0,0,0,0,9,0,28,9,0,19,9,18,9,28,9,0,18,28
412,0,0,0,0,3,0,9,0,0,0,9,3,6,3,3,0,9,3
413,35,82,35,106,202,129,355,58,108,431,178,285,216,413,291,82,377,625
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,6,9,3,10,7,17,4,3,4,34,9,12,13,25,17,4,17,42
416,1,2,3,0,2,2,2,1,2,3,1,7,6,5,2,0,6,7
417,0,0,2,1,4,1,0,1,0,7,2,0,4,4,1,0,1,8
418,3,3,9,3,13,5,4,5,3,30,9,3,16,20,8,1,7,38
419,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,2
420,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0
421,12,59,22,34,76,44,34,24,63,105,59,78,176,68,61,0,124,181
422,0,3,1,3,4,1,1,3,0,9,0,7,10,3,3,0,7,9
423,28,0,5,32,45,60,76,143,25,157,44,163,127,124,124,14,182,207
424,32,0,7,39,52,71,89,155,64,215,59,107,141,143,144,17,132,313
425,22,4,2,12,28,5,23,12,33,57,8,10,34,35,35,4,17,91
426,35,5,4,22,48,10,43,22,32,119,16,22,60,60,62,7,26,163
427,46,48,22,73,87,64,111,53,161,211,52,80,162,161,162,19,102,402
428,36,8,4,26,49,13,44,23,33,78,42,50,64,64,67,8,76,127
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,18,19,9,30,35,26,44,21,25,73,38,66,64,63,67,8,105,97
431,29,5,3,20,40,8,36,18,33,73,32,21,50,51,52,6,44,115
432,10,10,68,17,84,42,52,25,81,122,48,57,98,99,98,13,82,226
433,1,2,13,3,15,8,9,4,12,23,12,8,18,17,18,2,16,39
434,48,54,66,88,50,55,49,43,145,179,61,68,133,158,161,1,127,326
435,87,64,122,96,54,40,23,33,222,166,58,73,150,180,187,2,127,392
436,28,16,39,23,12,5,0,5,54,32,26,16,37,40,47,4,35,93
437,1,1,1,3,1,2,1,1,1,4,1,5,3,5,3,0,6,5
438,3,2,3,5,5,3,2,3,9,6,8,3,7,8,11,0,8,18
439,9,10,59,16,79,39,47,22,73,88,57,63,91,90,90,10,114,167
440,67,102,14,57,31,30,62,9,145,124,40,63,215,84,72,1,95,277
441,7,9,1,5,3,3,6,1,28,6,1,0,21,8,6,0,1,34
442,75,69,65,56,83,67,47,51,257,138,56,62,297,114,100,2,112,401
443,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,8,40,16,23,43,29,23,17,86,92,10,11,115,44,39,1,17,182
446,28,82,25,45,69,48,49,25,132,207,17,15,213,84,71,3,22,349
447,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1
448,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0
449,2,2,4,6,3,2,0,0,4,3,4,8,8,5,6,0,6,13
450,1,0,0,1,3,0,0,0,2,0,1,2,1,1,3,0,1,4
451,1,1,2,3,1,1,0,0,4,3,0,2,2,3,4,0,2,7
452,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
453,169,161,161,111,37,19,0,0,226,289,97,46,423,111,101,23,101,557
454,9,7,7,6,1,0,0,0,10,11,5,4,20,5,4,1,5,25
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
461,5,5,4,9,3,3,0,0,9,11,4,5,8,14,6,1,10,19
462,3,3,1,4,1,1,0,0,3,3,3,4,4,6,3,0,6,7
